DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-02-24 00:00:00;7;9;4;1;18;6;0;18;5;0;0
2020-02-24 00:15:00;6;10;1;0;16;6;1;16;9;0;0
2020-02-24 00:30:00;4;4;0;0;17;9;0;14;8;0;0
2020-02-24 00:45:00;7;11;0;0;4;4;0;3;6;0;0
2020-02-24 01:00:00;3;5;2;2;12;7;1;14;7;0;0
2020-02-24 01:15:00;7;7;1;0;10;4;0;9;7;0;0
2020-02-24 01:30:00;3;1;0;0;6;1;0;4;1;0;0
2020-02-24 01:45:00;5;2;0;0;2;1;0;2;2;0;0
2020-02-24 02:00:00;6;6;1;0;8;3;0;8;4;0;0
2020-02-24 02:15:00;5;6;1;1;3;3;0;2;2;0;0
2020-02-24 02:30:00;5;6;0;0;5;3;1;5;3;0;0
2020-02-24 02:45:00;4;10;0;0;3;1;0;3;2;0;0
2020-02-24 03:00:00;8;6;1;1;7;6;0;7;7;0;0
2020-02-24 03:15:00;2;2;0;0;4;2;0;5;2;1;0
2020-02-24 03:30:00;4;3;1;0;5;4;0;5;6;0;0
2020-02-24 03:45:00;6;7;1;3;5;3;0;5;3;0;0
2020-02-24 04:00:00;9;6;0;0;9;5;1;10;9;0;0
2020-02-24 04:15:00;14;6;0;0;3;1;0;3;4;0;0
2020-02-24 04:30:00;24;22;1;0;10;6;0;10;8;0;0
2020-02-24 04:45:00;12;16;2;0;18;4;0;18;6;0;0
2020-02-24 05:00:00;21;29;3;4;38;8;1;34;16;0;0
2020-02-24 05:15:00;42;38;2;1;38;18;1;39;23;0;0
2020-02-24 05:30:00;65;66;6;3;63;38;2;63;38;0;0
2020-02-24 05:45:00;53;65;18;5;71;39;1;72;38;0;0
2020-02-24 06:00:00;57;78;18;4;99;44;3;104;49;0;0
2020-02-24 06:15:00;69;90;26;8;123;49;3;123;54;0;0
2020-02-24 06:30:00;94;136;32;8;125;88;6;128;101;0;42
2020-02-24 06:45:00;86;116;13;3;122;100;2;115;101;0;10
2020-02-24 07:00:00;88;111;18;5;85;101;6;88;112;1;1
2020-02-24 07:15:00;81;111;15;13;103;102;8;107;109;3;7
2020-02-24 07:30:00;92;131;22;7;100;97;9;103;101;5;1
2020-02-24 07:45:00;79;129;12;3;94;91;8;102;99;5;6
2020-02-24 08:00:00;74;123;20;6;77;75;8;82;85;0;16
2020-02-24 08:15:00;63;93;10;9;98;101;10;100;110;6;4
2020-02-24 08:30:00;84;105;9;4;75;96;6;77;101;5;0
2020-02-24 08:45:00;76;111;9;12;88;81;5;86;89;5;7
2020-02-24 09:00:00;78;83;11;8;85;60;8;80;70;7;12
