DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-12-08 00:00:00;6;5;0;2;3;3;7;4;2;0;0;0
2020-12-08 00:15:00;16;3;1;1;5;6;16;6;5;0;0;1
2020-12-08 00:30:00;7;2;0;0;2;5;7;2;5;0;0;1
2020-12-08 00:45:00;9;7;1;0;8;6;9;9;6;0;0;1
2020-12-08 01:00:00;3;3;0;1;2;8;3;2;6;0;0;0
2020-12-08 01:15:00;7;6;1;1;2;2;8;3;2;0;0;0
2020-12-08 01:30:00;8;4;0;0;4;1;8;2;2;0;0;0
2020-12-08 01:45:00;7;6;0;0;2;6;7;2;5;0;0;0
2020-12-08 02:00:00;6;4;1;3;2;5;6;3;2;1;0;1
2020-12-08 02:15:00;6;2;0;0;2;1;6;2;0;0;0;0
2020-12-08 02:30:00;12;5;0;0;2;2;12;2;1;0;0;0
2020-12-08 02:45:00;7;7;0;0;3;4;9;2;3;0;0;0
2020-12-08 03:00:00;7;4;2;0;5;4;8;7;1;0;0;0
2020-12-08 03:15:00;4;1;0;0;5;4;5;3;2;0;0;0
2020-12-08 03:30:00;9;4;0;1;3;3;7;4;5;0;0;0
2020-12-08 03:45:00;3;1;1;0;1;9;5;3;4;0;0;0
2020-12-08 04:00:00;9;3;0;0;11;4;6;0;0;0;0;1
2020-12-08 04:15:00;20;9;1;0;6;10;19;0;0;0;0;0
2020-12-08 04:30:00;13;7;0;0;7;12;15;0;0;0;0;1
2020-12-08 04:45:00;28;14;1;1;14;21;29;0;0;0;0;1
2020-12-08 05:00:00;44;14;0;1;42;35;47;0;0;0;0;0
2020-12-08 05:15:00;60;11;5;2;61;87;54;0;0;0;0;7
2020-12-08 05:30:00;84;16;5;5;72;99;82;0;0;0;0;5
2020-12-08 05:45:00;136;33;5;13;60;72;134;0;0;0;0;5
2020-12-08 06:00:00;193;38;6;6;52;80;188;35;44;5;0;6
2020-12-08 06:15:00;168;49;10;13;62;90;158;34;33;2;0;4
2020-12-08 06:30:00;154;29;5;11;87;127;150;0;0;0;0;2
2020-12-08 06:45:00;179;41;8;22;63;148;195;40;44;3;0;6
2020-12-08 07:00:00;143;39;8;22;52;161;166;2;2;0;1;11
2020-12-08 07:15:00;202;49;14;29;21;179;235;92;100;4;0;10
2020-12-08 07:30:00;233;43;21;46;20;208;257;110;145;2;1;16
2020-12-08 07:45:00;199;47;21;34;101;194;232;120;121;4;1;7
2020-12-08 08:00:00;171;47;21;28;122;174;184;107;145;3;1;11
2020-12-08 08:15:00;178;38;22;25;121;167;199;101;153;5;3;12
2020-12-08 08:30:00;212;34;33;26;120;152;227;111;162;3;0;6
2020-12-08 08:45:00;166;29;25;34;99;141;182;80;137;4;3;2
2020-12-08 09:00:00;165;39;27;23;106;136;172;99;139;5;2;6
2020-12-08 09:15:00;163;29;20;27;106;145;177;89;135;2;0;3
2020-12-08 09:30:00;189;24;23;29;109;167;204;91;155;2;0;1
2020-12-08 09:45:00;162;31;20;34;82;137;191;86;128;2;0;2
2020-12-08 10:00:00;177;42;26;32;93;136;196;93;133;2;0;0
2020-12-08 10:15:00;192;34;23;39;84;147;207;95;139;1;0;5
2020-12-08 10:30:00;173;44;33;36;97;143;194;92;131;3;2;4
2020-12-08 10:45:00;199;43;21;40;97;140;211;102;134;4;2;3
2020-12-08 11:00:00;190;36;40;51;60;59;211;119;142;5;1;1
2020-12-08 11:15:00;223;30;31;42;66;72;232;99;133;3;0;8
2020-12-08 11:30:00;220;39;26;45;65;81;229;94;119;2;1;1
2020-12-08 11:45:00;176;34;25;45;44;58;195;85;122;3;2;6
2020-12-08 12:00:00;231;38;24;39;68;68;248;82;111;3;2;6
2020-12-08 12:15:00;226;25;33;61;63;85;241;106;128;3;2;4
2020-12-08 12:30:00;196;37;35;42;55;107;147;103;160;2;2;5
2020-12-08 12:45:00;238;32;28;53;19;72;143;97;150;1;4;5
2020-12-08 13:00:00;249;24;31;83;53;73;208;106;139;1;5;10
2020-12-08 13:15:00;239;41;24;72;70;94;190;116;162;2;7;9
2020-12-08 13:30:00;214;34;21;42;91;116;173;128;162;2;3;9
2020-12-08 13:45:00;220;37;27;75;81;101;180;130;167;2;4;13
2020-12-08 14:00:00;245;32;26;62;97;119;213;119;160;2;1;8
2020-12-08 14:15:00;250;27;31;70;39;71;228;96;135;2;1;10
2020-12-08 14:30:00;285;27;39;65;68;99;268;109;140;0;1;12
2020-12-08 14:45:00;272;34;35;57;69;93;247;109;156;2;3;12
2020-12-08 15:00:00;263;35;32;63;76;77;255;112;150;0;4;9
2020-12-08 15:15:00;271;29;43;77;63;87;265;118;163;1;1;12
2020-12-08 15:30:00;239;26;30;75;110;134;239;101;143;1;3;6
2020-12-08 15:45:00;232;20;29;75;94;97;230;114;161;0;1;8
2020-12-08 16:00:00;232;13;44;95;99;111;177;136;168;1;7;7
2020-12-08 16:15:00;251;15;38;96;87;70;226;125;150;0;2;12
2020-12-08 16:30:00;270;6;34;90;54;126;227;106;134;1;2;7
2020-12-08 16:45:00;195;21;24;86;60;69;130;102;134;0;2;10
2020-12-08 17:00:00;249;21;36;80;41;88;215;99;132;1;2;5
2020-12-08 17:15:00;233;14;20;85;51;94;142;85;107;1;1;13
2020-12-08 17:30:00;236;12;37;79;60;61;205;107;108;2;0;3
2020-12-08 17:45:00;272;19;33;73;62;79;152;95;116;3;0;11
2020-12-08 18:00:00;228;26;32;66;59;76;205;98;112;1;2;5
2020-12-08 18:15:00;221;44;33;74;28;77;242;83;88;2;0;7
2020-12-08 18:30:00;171;30;18;47;38;51;181;61;79;0;2;4
2020-12-08 18:45:00;180;45;20;37;60;58;182;61;80;0;0;6
2020-12-08 19:00:00;174;32;19;42;42;58;166;57;77;1;3;7
2020-12-08 19:15:00;152;35;15;33;37;49;163;45;54;0;1;6
2020-12-08 19:30:00;105;24;14;23;30;42;115;44;69;2;0;2
2020-12-08 19:45:00;112;30;10;26;37;37;115;47;43;0;0;2
2020-12-08 20:00:00;107;30;7;23;28;46;109;47;41;0;0;2
2020-12-08 20:15:00;88;28;12;19;25;40;92;34;51;1;0;3
2020-12-08 20:30:00;69;12;7;18;32;34;73;38;41;0;0;1
2020-12-08 20:45:00;67;24;6;19;33;35;67;45;36;0;0;0
2020-12-08 21:00:00;56;22;8;9;12;51;58;60;69;0;1;1
2020-12-08 21:15:00;48;24;5;14;22;42;54;60;63;0;0;1
2020-12-08 21:30:00;56;22;5;16;23;33;60;25;36;0;1;1
2020-12-08 21:45:00;88;25;5;10;18;23;89;18;18;0;2;4
2020-12-08 22:00:00;165;45;6;11;16;18;168;19;19;0;0;2
2020-12-08 22:15:00;131;27;3;3;16;20;127;14;23;0;0;5
2020-12-08 22:30:00;36;16;3;4;14;25;38;16;20;1;0;3
2020-12-08 22:45:00;49;20;0;3;15;19;47;13;21;0;1;1
2020-12-08 23:00:00;26;9;1;4;7;15;27;10;14;0;0;1
2020-12-08 23:15:00;31;14;1;4;11;19;31;9;13;0;0;4
2020-12-08 23:30:00;18;9;5;2;4;12;19;6;7;1;0;1
