DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-08-20 00:00:00;2;4;1;3;1;3;2;2;1;1;1;2;0;0;0;0;0;0
2020-08-20 00:15:00;4;6;2;1;2;2;6;13;1;1;1;3;0;0;0;0;0;0
2020-08-20 00:30:00;0;1;2;4;2;6;8;11;1;1;2;2;0;0;0;0;0;0
2020-08-20 00:45:00;1;2;1;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0
2020-08-20 01:00:00;2;6;2;2;4;2;1;1;2;0;2;2;0;0;0;0;0;0
2020-08-20 01:15:00;0;1;0;2;0;2;0;1;1;0;2;0;0;0;0;0;0;0
2020-08-20 01:30:00;0;0;0;0;0;1;1;1;2;1;3;2;0;0;0;0;0;0
2020-08-20 01:45:00;0;0;0;1;0;2;0;0;4;1;3;1;0;0;0;0;0;0
2020-08-20 02:00:00;0;0;3;1;2;1;0;1;0;0;0;2;0;0;0;0;0;0
2020-08-20 02:15:00;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 02:30:00;1;2;0;0;0;0;1;1;1;0;2;1;0;0;0;0;0;0
2020-08-20 02:45:00;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0
2020-08-20 03:00:00;1;1;1;0;1;3;4;2;2;1;2;1;0;0;0;0;0;0
2020-08-20 03:15:00;0;0;1;0;1;0;1;1;1;0;1;3;0;0;0;0;0;0
2020-08-20 03:30:00;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-08-20 03:45:00;0;1;0;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0
2020-08-20 04:00:00;0;1;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 04:15:00;0;0;1;0;1;0;2;1;0;0;0;1;0;0;0;0;0;0
2020-08-20 04:30:00;2;3;0;0;0;2;2;2;0;0;0;1;0;0;0;0;0;0
2020-08-20 04:45:00;0;3;3;3;3;6;0;3;1;1;2;2;0;0;0;0;0;0
2020-08-20 05:00:00;0;0;0;0;0;0;1;2;0;1;0;1;0;0;0;0;0;0
2020-08-20 05:15:00;4;2;2;4;2;6;5;3;0;2;2;3;0;3;0;0;0;0
2020-08-20 05:30:00;11;12;5;4;5;3;3;3;0;1;0;3;0;0;0;0;1;0
2020-08-20 05:45:00;21;18;8;7;9;8;8;10;0;3;0;4;2;0;4;0;0;0
2020-08-20 06:00:00;22;17;4;5;5;8;7;12;12;1;11;5;0;0;0;0;0;4
2020-08-20 06:15:00;28;21;8;6;12;10;17;15;4;4;8;9;0;0;0;0;0;0
2020-08-20 06:30:00;21;17;10;9;10;13;12;11;7;1;8;7;0;0;0;0;0;0
2020-08-20 06:45:00;27;33;14;14;16;13;11;19;7;5;13;9;0;0;0;0;0;1
2020-08-20 07:00:00;21;23;18;7;17;13;17;25;8;5;9;10;0;0;0;0;0;0
2020-08-20 07:15:00;21;26;10;14;15;18;23;25;3;3;5;6;0;0;0;0;0;0
2020-08-20 07:30:00;31;32;8;13;9;18;19;23;6;2;11;8;0;0;0;0;0;0
2020-08-20 07:45:00;22;26;18;12;22;17;25;24;4;2;5;6;0;0;0;0;0;0
2020-08-20 08:00:00;13;22;13;14;16;13;26;27;9;4;11;9;0;0;0;0;0;0
2020-08-20 08:15:00;23;25;13;12;12;15;27;20;8;2;8;4;1;0;0;0;0;0
2020-08-20 08:30:00;18;38;12;12;17;13;34;29;10;1;14;6;1;0;0;0;0;0
2020-08-20 08:45:00;15;36;11;10;15;13;26;24;13;4;18;9;0;0;0;0;0;0
2020-08-20 09:00:00;8;34;13;19;15;22;28;25;11;3;18;6;0;1;0;0;0;0
2020-08-20 09:15:00;24;32;13;13;17;20;37;22;13;3;11;9;0;0;0;2;0;0
2020-08-20 09:30:00;18;25;26;16;23;16;29;24;20;6;22;13;0;0;0;0;0;1
2020-08-20 09:45:00;19;35;16;15;14;21;25;29;12;2;13;5;0;0;0;0;0;0
2020-08-20 10:00:00;16;45;12;12;16;15;17;37;21;2;26;8;0;1;0;0;0;1
2020-08-20 10:15:00;15;53;8;11;10;13;41;39;10;7;10;10;0;0;0;0;0;0
2020-08-20 10:30:00;20;30;22;21;25;25;30;30;22;7;24;13;2;0;0;2;0;3
2020-08-20 10:45:00;14;32;25;14;22;21;39;31;10;5;12;11;2;0;2;5;0;0
2020-08-20 11:00:00;22;49;12;12;16;18;42;35;11;5;15;13;0;0;0;1;0;0
2020-08-20 11:15:00;16;27;12;16;11;23;38;36;15;5;20;10;0;0;0;2;0;0
