DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-04-19 00:00:00;1;3;0;2;0;1;0;0;0;0;0
2020-04-19 00:15:00;3;1;0;7;0;2;1;3;0;0;0
2020-04-19 00:30:00;0;2;0;1;0;1;1;0;0;0;0
2020-04-19 00:45:00;1;1;0;3;0;2;0;0;0;0;0
2020-04-19 01:00:00;2;3;0;3;0;2;0;0;0;0;0
2020-04-19 01:15:00;0;1;0;2;0;2;0;0;0;0;0
2020-04-19 01:30:00;0;1;0;2;0;1;0;0;0;0;0
2020-04-19 01:45:00;0;2;0;0;0;0;0;0;0;0;0
2020-04-19 02:00:00;0;1;0;0;0;0;1;1;0;0;0
2020-04-19 02:15:00;2;2;0;1;0;1;0;0;0;0;0
2020-04-19 02:30:00;0;0;0;2;1;2;1;2;0;0;0
2020-04-19 02:45:00;1;3;0;1;0;1;0;0;0;0;0
2020-04-19 03:00:00;1;2;0;0;0;0;0;0;0;0;0
2020-04-19 03:15:00;0;1;0;0;0;0;0;0;0;0;0
2020-04-19 03:30:00;1;2;0;0;0;0;0;0;0;0;0
2020-04-19 03:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-19 04:00:00;0;1;0;1;0;1;0;0;0;0;0
2020-04-19 04:15:00;0;1;0;4;0;1;0;0;0;0;0
2020-04-19 04:30:00;0;0;0;2;0;1;0;0;0;0;0
2020-04-19 04:45:00;0;3;0;2;0;0;0;0;0;0;0
2020-04-19 05:00:00;3;3;0;2;0;0;0;1;0;0;0
2020-04-19 05:15:00;2;0;0;4;0;1;1;1;0;0;0
2020-04-19 05:30:00;1;3;0;3;0;1;0;0;0;0;0
2020-04-19 05:45:00;2;4;0;4;0;3;0;0;0;0;0
2020-04-19 06:00:00;4;3;0;2;0;1;0;0;0;0;0
2020-04-19 06:15:00;1;0;0;3;0;1;0;2;0;0;0
2020-04-19 06:30:00;1;1;0;3;0;2;0;1;0;0;0
2020-04-19 06:45:00;0;1;0;2;0;1;0;1;0;0;0
2020-04-19 07:00:00;3;4;0;4;0;4;1;1;0;0;0
2020-04-19 07:15:00;4;1;0;4;1;3;1;0;0;0;0
2020-04-19 07:30:00;2;7;0;6;0;4;0;0;0;0;0
2020-04-19 07:45:00;7;6;0;5;1;3;1;4;0;0;0
2020-04-19 08:00:00;4;3;0;2;0;1;2;2;0;0;0
2020-04-19 08:15:00;4;4;0;6;0;5;1;4;0;0;0
2020-04-19 08:30:00;4;3;0;8;1;3;0;2;0;0;0
2020-04-19 08:45:00;5;6;0;6;1;4;3;1;0;0;0
