DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-04-24 00:00:00;1;1;0;0;0;0;0;0;0;0;2
2020-04-24 00:15:00;3;1;0;0;0;0;0;0;0;0;3
2020-04-24 00:30:00;2;0;0;0;0;0;0;0;0;0;1
2020-04-24 00:45:00;5;0;0;0;0;0;0;0;0;0;3
2020-04-24 01:00:00;1;0;0;0;0;0;0;0;0;0;1
2020-04-24 01:15:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-24 01:30:00;1;0;0;0;0;0;0;0;0;0;1
2020-04-24 01:45:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-24 02:00:00;1;1;0;0;0;0;0;0;0;0;1
2020-04-24 02:15:00;1;0;0;0;0;0;0;0;0;0;2
2020-04-24 02:30:00;0;0;0;0;0;0;0;0;0;0;2
2020-04-24 02:45:00;1;0;0;0;0;0;0;0;0;0;2
2020-04-24 03:00:00;3;1;0;0;0;0;0;0;0;0;2
2020-04-24 03:15:00;1;1;0;0;0;0;0;0;0;0;0
2020-04-24 03:30:00;3;0;0;0;0;0;0;0;0;0;1
2020-04-24 03:45:00;2;0;0;0;0;0;0;0;0;0;1
2020-04-24 04:00:00;0;0;0;0;0;0;0;0;1;0;2
2020-04-24 04:15:00;1;1;0;0;0;0;0;0;0;0;1
2020-04-24 04:30:00;1;0;1;1;0;0;0;0;0;1;5
2020-04-24 04:45:00;1;0;4;4;0;2;1;1;0;1;4
2020-04-24 05:00:00;9;0;5;5;0;0;0;0;0;0;9
2020-04-24 05:15:00;19;5;11;11;0;1;0;0;1;10;14
2020-04-24 05:30:00;26;8;22;22;0;4;1;1;1;18;23
2020-04-24 05:45:00;20;5;45;47;2;2;2;1;2;46;42
2020-04-24 06:00:00;13;7;30;29;6;6;6;3;4;24;22
2020-04-24 06:15:00;24;7;14;14;5;0;5;0;2;8;23
2020-04-24 06:30:00;40;8;15;15;5;0;5;0;6;19;37
2020-04-24 06:45:00;34;9;10;10;5;1;5;1;1;15;32
2020-04-24 07:00:00;35;11;14;14;6;3;5;0;3;14;28
2020-04-24 07:15:00;41;9;16;15;4;4;4;2;3;22;22
2020-04-24 07:30:00;36;9;12;11;3;3;3;3;3;23;27
2020-04-24 07:45:00;53;11;18;18;5;4;5;3;4;16;27
2020-04-24 08:00:00;35;8;11;12;7;4;7;3;3;13;28
2020-04-24 08:15:00;37;5;6;6;8;4;10;3;5;9;29
2020-04-24 08:30:00;28;9;9;10;8;1;7;1;5;6;16
2020-04-24 08:45:00;41;6;2;2;10;3;10;2;3;2;19
2020-04-24 09:00:00;36;9;3;3;5;1;6;1;6;7;24
2020-04-24 09:15:00;35;3;3;3;2;2;2;2;3;8;32
2020-04-24 09:30:00;32;4;2;2;3;0;5;0;3;5;31
2020-04-24 09:45:00;39;9;7;7;4;0;2;0;3;4;33
2020-04-24 10:00:00;31;4;6;6;9;3;10;2;7;5;31
2020-04-24 10:15:00;38;6;3;3;8;3;8;4;6;10;30
2020-04-24 10:30:00;34;8;2;2;8;3;9;3;7;3;38
2020-04-24 10:45:00;50;6;5;3;12;2;12;2;3;3;29
2020-04-24 11:00:00;34;5;3;3;13;1;13;1;6;4;41
2020-04-24 11:15:00;31;7;3;3;9;3;10;2;9;7;28
2020-04-24 11:30:00;41;4;7;7;8;2;8;1;17;3;38
2020-04-24 11:45:00;36;3;3;3;19;2;18;2;18;4;37
2020-04-24 12:00:00;54;10;6;7;53;36;53;34;56;10;37
2020-04-24 12:15:00;58;7;32;32;22;14;24;14;13;24;52
2020-04-24 12:30:00;36;9;10;9;19;2;21;3;13;4;39
2020-04-24 12:45:00;43;8;6;5;15;3;16;3;7;7;44
2020-04-24 13:00:00;40;8;3;4;13;6;14;6;13;4;46
2020-04-24 13:15:00;44;7;3;3;10;2;13;2;9;2;42
2020-04-24 13:30:00;33;4;3;3;12;4;11;4;6;5;49
2020-04-24 13:45:00;60;7;7;7;21;13;23;13;14;5;40
2020-04-24 14:00:00;35;6;7;6;17;12;17;13;18;7;48
2020-04-24 14:15:00;51;8;5;5;22;12;23;9;15;3;58
2020-04-24 14:30:00;61;6;3;3;20;6;24;6;18;4;52
2020-04-24 14:45:00;39;5;0;0;16;10;18;10;18;4;42
2020-04-24 15:00:00;37;6;2;2;18;7;20;6;7;2;35
2020-04-24 15:15:00;36;8;3;3;18;10;16;9;13;7;46
2020-04-24 15:30:00;33;8;3;3;18;3;19;3;19;7;41
2020-04-24 15:45:00;37;0;1;1;17;4;18;6;5;9;34
2020-04-24 16:00:00;31;9;0;0;14;7;14;7;7;6;33
2020-04-24 16:15:00;32;4;2;2;11;6;11;6;7;3;37
2020-04-24 16:30:00;39;4;0;0;9;2;9;2;9;7;35
2020-04-24 16:45:00;32;6;0;0;14;7;15;6;10;7;35
2020-04-24 17:00:00;30;4;0;0;14;5;14;5;4;2;42
2020-04-24 17:15:00;32;3;0;0;5;4;6;4;10;2;28
2020-04-24 17:30:00;33;1;1;1;11;4;13;4;11;4;37
2020-04-24 17:45:00;18;5;1;1;19;7;19;5;9;4;24
2020-04-24 18:00:00;24;5;1;1;10;5;11;4;12;5;30
2020-04-24 18:15:00;31;5;0;0;15;5;16;5;16;1;30
2020-04-24 18:30:00;22;3;2;2;21;7;22;8;22;2;23
2020-04-24 18:45:00;14;2;0;0;9;2;9;2;5;3;27
2020-04-24 19:00:00;24;2;0;0;5;0;6;0;2;2;28
2020-04-24 19:15:00;17;1;1;1;4;3;5;3;2;1;20
2020-04-24 19:30:00;23;0;0;0;6;1;7;1;0;0;25
2020-04-24 19:45:00;11;0;0;0;3;0;3;0;1;1;14
2020-04-24 20:00:00;14;4;1;1;3;1;3;1;1;3;26
2020-04-24 20:15:00;12;1;0;0;2;0;2;0;1;3;14
2020-04-24 20:30:00;8;1;0;0;2;0;2;0;1;1;11
2020-04-24 20:45:00;12;2;0;0;1;1;1;1;1;0;10
2020-04-24 21:00:00;8;1;1;1;1;1;1;0;1;1;6
2020-04-24 21:15:00;10;1;0;0;0;1;0;1;0;0;6
2020-04-24 21:30:00;17;2;2;2;1;1;1;0;0;2;9
2020-04-24 21:45:00;9;0;3;3;3;1;3;0;6;3;14
2020-04-24 22:00:00;12;1;0;0;1;0;1;0;3;0;16
2020-04-24 22:15:00;10;0;0;0;0;0;0;0;0;0;5
2020-04-24 22:30:00;6;0;0;0;0;0;0;0;0;0;2
2020-04-24 22:45:00;4;1;0;0;0;0;0;0;0;0;5
2020-04-24 23:00:00;1;1;0;0;0;0;0;0;0;0;5
2020-04-24 23:15:00;3;1;0;0;0;0;0;0;0;0;0
2020-04-24 23:30:00;4;0;0;0;0;0;0;0;0;0;2
2020-04-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
