DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-07-21 00:00:00;5;1;2;1;1;0;0;0;3;0;0;0;0;0;0
2020-07-21 00:15:00;2;4;3;4;4;2;1;0;6;0;0;0;0;0;0
2020-07-21 00:30:00;1;1;2;5;5;2;1;0;6;0;0;0;0;0;0
2020-07-21 00:45:00;4;0;0;0;0;1;1;0;5;0;0;0;0;0;0
2020-07-21 01:00:00;2;0;1;3;2;2;1;0;4;0;0;0;0;0;0
2020-07-21 01:15:00;0;1;2;1;1;1;2;2;3;0;0;0;0;0;0
2020-07-21 01:30:00;3;2;1;2;2;2;2;0;10;0;0;0;0;0;0
2020-07-21 01:45:00;3;1;1;1;1;3;3;0;0;0;0;0;0;0;0
2020-07-21 02:00:00;7;0;1;0;0;1;1;0;0;0;0;0;0;0;0
2020-07-21 02:15:00;4;0;1;1;1;0;0;2;1;0;0;0;0;0;0
2020-07-21 02:30:00;2;1;2;2;1;1;1;0;5;0;0;0;0;0;0
2020-07-21 02:45:00;3;0;1;2;2;0;0;0;1;0;0;0;0;0;0
2020-07-21 03:00:00;5;0;3;0;0;0;0;0;4;0;0;0;0;0;0
2020-07-21 03:15:00;1;1;1;1;1;1;0;0;4;0;0;0;0;0;0
2020-07-21 03:30:00;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-07-21 03:45:00;1;1;5;5;5;5;2;0;3;0;0;0;0;0;0
2020-07-21 04:00:00;8;3;8;5;5;2;1;0;2;0;0;0;0;0;0
2020-07-21 04:15:00;6;4;8;3;4;1;1;0;4;0;0;0;0;0;0
2020-07-21 04:30:00;5;5;6;6;4;3;1;0;4;0;0;0;0;0;0
2020-07-21 04:45:00;7;11;13;4;3;3;3;1;7;0;0;0;0;0;0
2020-07-21 05:00:00;15;44;41;3;3;0;0;2;9;0;0;0;0;0;0
2020-07-21 05:15:00;20;115;108;7;7;1;1;6;31;0;0;0;0;0;0
2020-07-21 05:30:00;29;69;67;20;19;4;4;6;51;0;0;0;0;0;0
2020-07-21 05:45:00;44;51;53;66;69;21;23;2;87;0;0;0;2;0;0
2020-07-21 06:00:00;47;50;52;85;96;27;30;3;60;0;0;0;1;0;0
2020-07-21 06:15:00;49;36;39;36;37;17;16;3;44;0;0;0;0;0;0
2020-07-21 06:30:00;64;56;49;24;24;8;7;5;93;0;0;1;2;0;0
2020-07-21 06:45:00;84;48;47;17;21;5;6;6;102;0;0;0;1;0;0
2020-07-21 07:00:00;82;67;67;15;15;8;7;2;86;0;0;0;0;0;0
2020-07-21 07:15:00;108;42;45;12;13;9;10;5;96;0;0;0;1;0;0
2020-07-21 07:30:00;118;47;50;32;35;13;14;11;110;0;0;0;0;0;0
2020-07-21 07:45:00;105;56;56;24;25;7;7;11;113;0;0;1;1;0;0
2020-07-21 08:00:00;77;43;42;20;23;12;12;10;80;0;0;0;1;0;0
2020-07-21 08:15:00;95;43;49;29;32;18;22;14;82;0;0;0;2;0;0
2020-07-21 08:30:00;90;23;26;27;32;16;14;9;88;0;0;1;1;0;0
2020-07-21 08:45:00;21;10;10;4;3;5;5;3;35;0;0;4;0;0;0
2020-07-21 09:00:00;
2020-07-21 09:15:00;
2020-07-21 09:30:00;
2020-07-21 09:45:00;
2020-07-21 10:00:00;31;4;9;13;13;2;2;2;24;0;0;0;0;0;0
2020-07-21 10:15:00;
2020-07-21 10:30:00;
2020-07-21 10:45:00;
2020-07-21 11:00:00;8;4;3;2;2;3;2;0;5;0;0;0;0;0;0
2020-07-21 11:15:00;
2020-07-21 11:30:00;
2020-07-21 11:45:00;
2020-07-21 12:00:00;66;23;28;36;39;19;23;3;65;0;0;0;2;0;0
2020-07-21 12:15:00;82;30;35;26;28;18;18;9;92;0;0;0;1;0;0
2020-07-21 12:30:00;81;40;41;30;32;21;21;5;74;0;0;0;1;0;0
2020-07-21 12:45:00;86;35;42;39;44;12;17;6;82;0;0;0;0;0;0
2020-07-21 13:00:00;72;40;38;26;28;10;10;4;77;0;0;0;0;0;0
2020-07-21 13:15:00;84;56;55;21;22;19;23;9;85;0;0;0;2;0;0
2020-07-21 13:30:00;94;110;106;28;29;15;15;6;77;0;0;1;2;0;0
2020-07-21 13:45:00;95;89;81;43;49;18;18;11;93;0;0;0;1;0;0
2020-07-21 14:00:00;88;44;38;58;64;22;24;4;57;0;0;0;0;0;0
2020-07-21 14:15:00;95;20;19;110;128;36;40;6;88;0;0;2;2;0;0
2020-07-21 14:30:00;109;32;37;114;120;36;36;2;83;0;0;0;2;0;0
2020-07-21 14:45:00;92;33;33;66;80;23;25;8;86;0;0;1;2;0;0
2020-07-21 15:00:00;103;26;28;63;73;22;24;6;67;0;0;1;2;0;0
2020-07-21 15:15:00;98;25;27;61;69;21;26;5;66;0;0;0;2;0;0
2020-07-21 15:30:00;122;28;32;57;59;28;33;4;87;0;0;2;1;0;0
2020-07-21 15:45:00;140;28;31;58;64;20;22;3;82;0;0;2;3;0;0
2020-07-21 16:00:00;125;24;24;54;59;25;31;4;73;0;0;0;1;0;0
2020-07-21 16:15:00;122;32;31;46;51;21;23;4;88;0;0;0;4;0;0
