DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2019-09-07 00:00:00;11;0;4;259;10
2019-09-07 00:15:00;16;3;8;4;8
2019-09-07 00:30:00;10;0;4;7;7
2019-09-07 00:45:00;7;1;2;11;6
2019-09-07 01:00:00;10;0;0;8;6
2019-09-07 01:15:00;8;2;5;291;6
2019-09-07 01:30:00;3;0;0;259;7
2019-09-07 01:45:00;4;0;2;521;0
2019-09-07 02:00:00;1;0;3;5;2
2019-09-07 02:15:00;10;2;6;268;1
2019-09-07 02:30:00;0;0;3;254;3
2019-09-07 02:45:00;0;0;3;258;1
2019-09-07 03:00:00;3;0;1;5;2
2019-09-07 03:15:00;4;2;4;254;2
2019-09-07 03:30:00;4;0;2;2;2
2019-09-07 03:45:00;2;0;1;0;0
2019-09-07 04:00:00;2;2;1;4;2
2019-09-07 04:15:00;4;0;1;254;2
2019-09-07 04:30:00;0;0;0;4;3
2019-09-07 04:45:00;2;1;0;1;1
2019-09-07 05:00:00;2;0;1;258;3
2019-09-07 05:15:00;3;0;1;4;1
2019-09-07 05:30:00;4;1;5;5;2
2019-09-07 05:45:00;5;2;10;258;6
2019-09-07 06:00:00;8;4;8;7;5
2019-09-07 06:15:00;7;4;2;5;9
2019-09-07 06:30:00;5;4;9;256;9
2019-09-07 06:45:00;9;6;8;263;6
2019-09-07 07:00:00;11;6;9;263;9
2019-09-07 07:15:00;12;3;6;9;12
2019-09-07 07:30:00;19;11;11;3;16
2019-09-07 07:45:00;16;11;9;4;21
2019-09-07 08:00:00;11;13;12;8;18
2019-09-07 08:15:00;12;6;15;269;22
2019-09-07 08:30:00;16;25;10;1036;24
2019-09-07 08:45:00;23;13;18;4;23
2019-09-07 09:00:00;34;25;21;19;44
2019-09-07 09:15:00;32;24;17;16;42
2019-09-07 09:30:00;34;17;18;528;44
2019-09-07 09:45:00;48;23;32;257;48
2019-09-07 10:00:00;45;40;17;517;43
2019-09-07 10:15:00;36;22;16;259;66
2019-09-07 10:30:00;36;24;19;27;63
2019-09-07 10:45:00;49;30;22;255;65
2019-09-07 11:00:00;45;22;24;21;52
2019-09-07 11:15:00;39;21;21;779;55
2019-09-07 11:30:00;53;26;28;254;70
2019-09-07 11:45:00;50;30;36;289;71
2019-09-07 12:00:00;51;21;22;26;59
2019-09-07 12:15:00;39;17;23;27;75
2019-09-07 12:30:00;41;25;28;26;64
2019-09-07 12:45:00;47;11;23;30;56
2019-09-07 13:00:00;50;14;19;286;47
2019-09-07 13:15:00;39;17;22;262;64
2019-09-07 13:30:00;37;14;21;278;79
2019-09-07 13:45:00;55;12;19;257;72
2019-09-07 14:00:00;47;11;27;519;49
2019-09-07 14:15:00;32;10;30;255;61
2019-09-07 14:30:00;46;15;22;258;60
2019-09-07 14:45:00;34;8;19;526;51
2019-09-07 15:00:00;34;14;26;524;61
2019-09-07 15:15:00;40;11;23;525;50
2019-09-07 15:30:00;50;11;25;268;41
2019-09-07 15:45:00;33;11;18;0;71
2019-09-07 16:00:00;36;14;29;259;56
2019-09-07 16:15:00;35;13;24;517;62
2019-09-07 16:30:00;37;18;25;258;66
2019-09-07 16:45:00;38;9;22;264;75
2019-09-07 17:00:00;35;8;26;257;40
2019-09-07 17:15:00;41;10;24;10;68
2019-09-07 17:30:00;32;15;13;524;50
2019-09-07 17:45:00;31;11;19;7;63
2019-09-07 18:00:00;30;15;26;517;60
2019-09-07 18:15:00;33;8;8;519;67
2019-09-07 18:30:00;28;9;15;523;55
2019-09-07 18:45:00;28;14;18;21;59
2019-09-07 19:00:00;28;15;11;263;42
2019-09-07 19:15:00;31;12;22;518;49
2019-09-07 19:30:00;34;14;16;12;48
2019-09-07 19:45:00;27;10;20;259;43
2019-09-07 20:00:00;33;13;12;270;35
2019-09-07 20:15:00;28;8;18;0;45
2019-09-07 20:30:00;18;6;17;521;43
2019-09-07 20:45:00;23;6;16;257;32
2019-09-07 21:00:00;28;5;11;265;32
2019-09-07 21:15:00;19;2;12;254;27
2019-09-07 21:30:00;21;5;14;524;17
2019-09-07 21:45:00;24;5;9;8;26
2019-09-07 22:00:00;20;3;13;270;29
2019-09-07 22:15:00;18;0;7;279;21
2019-09-07 22:30:00;16;1;14;281;25
2019-09-07 22:45:00;15;3;6;277;18
2019-09-07 23:00:00;14;4;15;519;12
2019-09-07 23:15:00;22;1;13;271;19
2019-09-07 23:30:00;24;1;13;519;14
2019-09-07 23:45:00;23;2;9;515;18
