DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-02-23 00:00:00;20;13;4;4;20;21;2;5;6;2;2;0;0;29;32;0;0;0;0;0;0;0;0
2020-02-23 00:15:00;26;23;2;2;28;26;5;4;6;2;2;3;3;34;36;0;0;0;0;0;0;0;0
2020-02-23 00:30:00;27;25;2;3;31;15;2;1;1;0;0;0;0;38;37;0;0;0;0;0;0;0;0
2020-02-23 00:45:00;21;23;2;1;24;23;10;7;7;1;1;1;1;31;32;0;0;0;0;0;0;0;0
2020-02-23 01:00:00;14;19;1;5;30;15;7;10;9;2;2;0;0;23;37;0;0;0;0;0;0;0;0
2020-02-23 01:15:00;21;18;5;2;28;17;4;1;5;1;0;2;1;24;36;0;0;0;0;0;0;0;0
2020-02-23 01:30:00;24;14;0;0;30;20;5;3;2;1;2;2;2;27;40;0;0;0;0;0;0;0;0
2020-02-23 01:45:00;24;15;2;2;27;15;4;1;4;1;1;1;1;30;32;0;0;0;0;0;0;0;0
2020-02-23 02:00:00;15;9;3;0;25;8;3;4;5;1;1;0;0;21;30;0;0;0;0;0;0;0;0
2020-02-23 02:15:00;23;20;1;3;17;7;1;1;2;0;0;1;1;30;21;0;0;0;0;0;0;0;0
2020-02-23 02:30:00;13;10;0;1;11;9;5;1;2;2;2;0;0;16;16;0;0;0;0;0;0;0;0
2020-02-23 02:45:00;14;10;1;0;15;8;3;3;4;0;0;1;1;18;18;0;0;0;0;0;0;0;0
2020-02-23 03:00:00;10;7;0;2;6;2;4;2;2;1;1;0;0;12;7;0;0;0;0;0;0;0;0
2020-02-23 03:15:00;11;13;1;0;9;5;2;2;3;0;0;1;1;12;11;0;0;0;0;0;0;0;0
2020-02-23 03:30:00;7;9;0;3;12;6;1;2;2;1;1;1;0;8;12;0;0;0;0;0;0;0;0
2020-02-23 03:45:00;2;7;0;1;8;7;2;2;2;0;0;1;1;5;10;0;0;0;0;0;0;0;0
2020-02-23 04:00:00;8;6;1;1;8;6;0;0;0;0;0;0;0;8;9;0;0;0;0;0;0;0;0
2020-02-23 04:15:00;8;11;2;0;9;8;1;0;2;0;0;2;2;11;11;0;0;0;0;0;0;0;0
2020-02-23 04:30:00;2;6;0;1;8;7;1;1;2;2;2;0;0;4;10;0;0;0;0;0;0;0;0
2020-02-23 04:45:00;4;5;1;3;13;8;2;0;3;1;1;1;1;6;14;0;0;0;0;0;0;0;0
2020-02-23 05:00:00;6;8;1;7;7;7;0;1;0;2;1;0;0;9;10;0;0;0;0;0;0;0;0
2020-02-23 05:15:00;8;6;1;2;8;12;3;2;1;0;0;1;1;10;14;0;0;0;0;0;0;0;0
2020-02-23 05:30:00;15;23;1;3;6;1;2;2;0;1;1;0;0;18;7;0;0;0;0;0;0;0;0
2020-02-23 05:45:00;10;16;1;3;5;9;2;4;3;0;0;1;1;15;8;0;0;0;0;0;0;0;0
2020-02-23 06:00:00;7;12;0;0;3;1;1;1;1;1;1;0;0;9;3;0;0;0;0;0;0;0;0
2020-02-23 06:15:00;6;12;1;0;8;8;2;1;4;0;0;1;1;9;10;0;0;0;0;0;0;0;0
2020-02-23 06:30:00;7;8;0;2;13;11;0;3;1;1;1;0;0;10;19;0;0;0;0;0;0;0;0
2020-02-23 06:45:00;12;13;0;3;18;7;5;2;1;0;0;1;1;17;20;0;0;0;0;0;0;0;0
2020-02-23 07:00:00;13;13;1;7;11;10;2;3;2;2;3;1;1;15;15;0;0;0;0;0;0;0;0
2020-02-23 07:15:00;22;16;1;3;18;16;2;3;2;0;0;1;1;30;27;0;0;0;0;0;0;0;0
2020-02-23 07:30:00;21;17;2;2;22;17;2;4;5;2;2;1;1;30;28;0;0;0;0;0;0;0;0
2020-02-23 07:45:00;24;21;4;10;28;8;1;5;7;4;4;0;0;32;31;0;0;0;0;0;0;0;0
2020-02-23 08:00:00;20;16;3;4;12;7;4;4;6;0;0;3;3;22;15;0;0;0;0;0;0;0;0
2020-02-23 08:15:00;39;22;4;10;25;17;2;4;9;0;0;0;1;48;31;0;0;0;0;0;0;0;0
2020-02-23 08:30:00;33;25;2;12;16;19;1;7;4;0;0;1;2;40;24;0;0;0;0;0;0;0;0
2020-02-23 08:45:00;59;48;4;11;32;33;5;10;8;3;3;3;2;74;48;0;0;0;0;0;0;0;0
2020-02-23 09:00:00;59;46;4;12;40;28;3;7;8;4;3;2;2;75;55;0;0;0;0;0;0;0;0
2020-02-23 09:15:00;38;41;4;22;45;33;1;19;18;1;2;1;2;56;59;0;0;0;0;0;0;0;0
2020-02-23 09:30:00;46;71;5;16;44;33;6;12;14;1;1;3;5;76;58;0;0;0;0;0;0;0;0
2020-02-23 09:45:00;46;87;7;13;50;38;1;22;19;4;4;3;1;90;71;1;0;0;0;0;0;0;0
2020-02-23 10:00:00;61;66;6;16;54;48;2;13;9;2;5;6;5;86;75;0;0;0;0;0;0;0;4
2020-02-23 10:15:00;46;59;4;18;55;37;7;14;15;4;4;0;0;67;72;0;0;0;0;0;0;0;0
2020-02-23 10:30:00;56;75;5;17;60;48;6;17;11;4;6;8;6;85;82;0;0;0;0;0;0;0;0
2020-02-23 10:45:00;84;80;8;20;62;54;6;14;14;4;7;3;0;116;89;0;0;0;0;0;0;0;0
2020-02-23 11:00:00;89;96;9;22;61;55;3;15;15;6;7;3;3;128;90;0;0;0;0;0;0;0;0
2020-02-23 11:15:00;69;60;5;33;69;50;9;14;13;3;2;1;3;95;94;0;0;0;0;0;0;0;0
2020-02-23 11:30:00;79;58;7;25;76;67;10;21;14;2;3;3;5;109;98;0;0;0;0;5;0;0;0
2020-02-23 11:45:00;92;75;9;25;77;78;10;37;29;8;6;0;0;112;117;0;0;0;1;0;0;0;0
2020-02-23 12:00:00;90;56;8;26;81;66;17;25;26;3;3;3;3;113;103;0;0;0;0;0;0;0;0
2020-02-23 12:15:00;63;54;6;22;81;70;6;21;21;1;1;4;4;80;110;0;0;0;0;4;0;0;0
2020-02-23 12:30:00;83;66;1;20;67;63;10;25;26;4;4;2;1;109;98;0;0;0;0;0;0;0;0
2020-02-23 12:45:00;87;70;10;24;63;75;11;22;26;3;4;2;2;119;93;0;0;0;0;0;0;0;0
2020-02-23 13:00:00;105;87;11;22;100;98;16;24;19;4;3;6;6;121;126;0;0;0;0;0;0;0;0
2020-02-23 13:15:00;96;93;3;25;87;83;6;30;21;6;8;4;2;122;120;0;0;0;0;23;15;5;0
2020-02-23 13:30:00;80;88;1;21;94;65;7;36;20;0;0;4;3;119;113;0;0;0;0;2;0;0;0
2020-02-23 13:45:00;91;76;8;28;74;66;6;24;23;5;7;0;0;113;99;0;0;0;0;0;0;0;0
2020-02-23 14:00:00;86;77;9;22;60;58;11;14;18;2;5;4;4;120;89;0;0;0;0;1;0;0;0
2020-02-23 14:15:00;85;85;9;18;67;65;6;35;17;1;1;3;1;107;94;0;0;0;0;1;0;0;0
2020-02-23 14:30:00;97;88;11;28;80;73;9;20;19;0;3;4;4;134;110;0;0;0;0;0;0;0;0
2020-02-23 14:45:00;108;86;14;16;81;82;9;22;14;5;4;2;3;136;114;1;0;0;0;2;2;0;0
2020-02-23 15:00:00;101;80;8;16;63;61;6;17;16;2;3;4;5;120;94;0;0;0;0;2;4;0;0
2020-02-23 15:15:00;71;61;10;14;68;54;5;20;17;3;4;2;2;89;94;1;0;0;0;0;0;0;0
2020-02-23 15:30:00;91;83;8;23;61;58;8;20;23;3;3;5;4;116;83;0;0;0;0;0;0;0;0
2020-02-23 15:45:00;87;76;14;15;85;72;9;22;17;2;2;3;3;112;104;0;0;0;0;0;0;0;0
2020-02-23 16:00:00;73;63;7;13;60;55;13;20;23;1;0;2;3;93;75;0;0;0;0;0;0;0;0
2020-02-23 16:15:00;82;53;5;17;72;54;8;26;14;2;4;4;4;97;93;0;0;0;0;0;0;0;0
2020-02-23 16:30:00;72;63;6;24;71;75;9;18;21;2;3;3;4;93;109;0;0;0;0;0;0;0;0
2020-02-23 16:45:00;92;77;6;29;91;81;11;25;25;7;7;5;4;112;115;0;0;0;0;0;0;0;0
2020-02-23 17:00:00;96;81;8;19;82;82;12;18;16;5;2;4;3;121;114;5;0;0;0;0;0;0;0
2020-02-23 17:15:00;78;86;6;29;73;72;13;31;17;2;2;3;5;105;110;0;0;0;0;0;1;0;0
2020-02-23 17:30:00;103;80;10;22;87;86;10;20;17;1;2;4;4;129;121;0;0;0;0;0;0;0;0
2020-02-23 17:45:00;106;106;5;34;86;88;5;33;31;5;7;1;3;134;127;1;0;1;0;0;0;0;0
2020-02-23 18:00:00;103;100;6;24;78;65;5;28;23;2;4;4;4;126;104;0;0;0;0;0;0;0;0
