DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-05-25 00:00:00;8;5;1;2;0;5;3;0;0;0;0
2020-05-25 00:15:00;9;7;0;2;0;9;6;0;0;0;0
2020-05-25 00:30:00;6;6;0;2;0;4;1;0;0;0;0
2020-05-25 00:45:00;5;2;2;2;0;6;1;0;0;0;0
2020-05-25 01:00:00;15;3;0;0;0;2;1;0;0;0;0
2020-05-25 01:15:00;6;1;1;0;0;5;1;0;0;0;0
2020-05-25 01:30:00;4;5;0;0;0;4;4;0;0;0;0
2020-05-25 01:45:00;11;3;1;2;0;2;1;0;0;0;0
2020-05-25 02:00:00;7;0;0;2;0;2;0;0;0;0;0
2020-05-25 02:15:00;3;1;0;3;0;4;1;0;0;0;0
2020-05-25 02:30:00;3;1;0;2;0;1;0;0;0;0;0
2020-05-25 02:45:00;3;1;2;0;0;3;0;0;0;0;0
2020-05-25 03:00:00;3;1;1;0;0;3;3;0;0;0;0
2020-05-25 03:15:00;4;0;0;0;0;3;0;0;0;0;0
2020-05-25 03:30:00;6;2;0;1;0;1;0;0;0;0;0
2020-05-25 03:45:00;3;1;0;1;0;1;0;0;0;0;0
2020-05-25 04:00:00;8;5;0;2;0;4;3;0;0;0;0
2020-05-25 04:15:00;3;3;0;1;0;2;2;0;0;0;0
2020-05-25 04:30:00;11;7;1;3;0;5;1;0;0;0;0
2020-05-25 04:45:00;20;10;2;4;0;13;1;0;0;0;0
2020-05-25 05:00:00;26;21;1;7;0;37;8;0;0;0;0
2020-05-25 05:15:00;40;33;1;14;0;77;9;0;0;0;0
2020-05-25 05:30:00;31;32;5;24;0;107;12;0;0;0;0
2020-05-25 05:45:00;40;45;4;13;0;84;3;0;0;0;0
2020-05-25 06:00:00;54;41;5;19;0;77;14;0;0;0;0
2020-05-25 06:15:00;52;40;5;23;0;93;13;0;0;0;0
2020-05-25 06:30:00;61;57;6;18;0;152;20;0;0;0;0
2020-05-25 06:45:00;62;67;5;21;0;134;33;0;0;0;0
2020-05-25 07:00:00;54;49;9;24;0;122;17;0;0;0;0
2020-05-25 07:15:00;67;49;4;35;0;140;13;0;1;0;0
2020-05-25 07:30:00;76;54;14;37;0;142;16;0;0;0;0
2020-05-25 07:45:00;68;63;15;55;0;146;30;0;0;0;0
2020-05-25 08:00:00;66;44;17;36;0;116;20;0;0;0;0
2020-05-25 08:15:00;73;55;15;32;0;86;14;0;0;0;0
2020-05-25 08:30:00;65;53;17;29;0;107;26;0;0;0;0
2020-05-25 08:45:00;69;71;8;40;0;77;19;0;0;0;0
2020-05-25 09:00:00;74;64;14;42;0;92;22;0;0;0;0
2020-05-25 09:15:00;53;46;16;33;0;79;12;0;0;0;0
2020-05-25 09:30:00;70;62;16;34;0;88;14;0;0;0;0
2020-05-25 09:45:00;79;65;20;44;0;101;25;1;0;0;0
2020-05-25 10:00:00;76;61;14;31;0;83;18;6;0;0;0
2020-05-25 10:15:00;91;83;16;46;0;87;25;0;1;0;0
2020-05-25 10:30:00;75;67;22;38;0;68;22;11;0;0;0
2020-05-25 10:45:00;96;89;26;45;0;85;28;0;0;0;0
2020-05-25 11:00:00;76;69;20;39;0;99;16;0;0;0;0
2020-05-25 11:15:00;68;72;24;39;0;77;32;0;0;0;0
2020-05-25 11:30:00;96;88;26;41;0;74;40;3;0;0;0
2020-05-25 11:45:00;93;66;25;37;0;66;29;0;0;0;0
2020-05-25 12:00:00;83;80;23;54;0;79;29;0;0;0;0
2020-05-25 12:15:00;61;51;15;24;0;52;14;0;0;0;0
2020-05-25 12:30:00;102;81;20;34;0;82;28;0;0;0;0
2020-05-25 12:45:00;101;86;15;47;0;110;31;0;0;0;0
2020-05-25 13:00:00;84;94;21;31;0;95;26;0;0;0;0
2020-05-25 13:15:00;107;94;22;37;0;114;25;1;0;0;0
2020-05-25 13:30:00;86;113;23;42;0;140;32;0;0;0;0
2020-05-25 13:45:00;106;95;30;55;0;155;29;0;0;3;0
2020-05-25 14:00:00;115;112;32;50;0;121;36;0;0;4;0
2020-05-25 14:15:00;146;178;27;72;0;100;28;2;0;0;0
2020-05-25 14:30:00;144;165;29;70;0;71;23;0;0;1;0
2020-05-25 14:45:00;123;142;24;62;0;79;35;0;0;0;0
2020-05-25 15:00:00;123;124;21;55;0;96;25;0;0;4;0
2020-05-25 15:15:00;131;140;30;45;0;85;23;0;0;0;0
2020-05-25 15:30:00;122;123;21;50;0;73;26;5;0;1;0
2020-05-25 15:45:00;133;137;33;46;0;79;17;0;0;2;0
2020-05-25 16:00:00;144;138;38;53;0;99;24;0;0;0;0
2020-05-25 16:15:00;111;114;19;34;0;65;26;6;4;0;0
2020-05-25 16:30:00;128;145;25;49;0;99;18;2;2;0;0
2020-05-25 16:45:00;132;139;31;49;0;87;26;0;0;0;0
2020-05-25 17:00:00;141;138;32;47;0;83;20;0;0;0;0
2020-05-25 17:15:00;104;92;25;45;0;84;17;9;2;0;0
2020-05-25 17:30:00;115;107;26;40;0;85;25;0;0;0;0
2020-05-25 17:45:00;114;97;24;38;0;74;26;4;0;0;0
2020-05-25 18:00:00;128;107;22;33;0;68;23;0;0;0;0
2020-05-25 18:15:00;109;87;31;32;0;68;20;11;0;0;0
2020-05-25 18:30:00;84;76;25;42;0;71;23;0;0;0;0
2020-05-25 18:45:00;74;70;27;29;0;59;19;0;0;0;0
2020-05-25 19:00:00;71;55;17;24;0;63;9;0;0;0;0
2020-05-25 19:15:00;64;44;18;40;0;47;15;0;0;0;0
2020-05-25 19:30:00;50;51;10;36;0;44;11;0;0;0;0
2020-05-25 19:45:00;51;37;11;31;0;38;15;0;0;0;0
2020-05-25 20:00:00;48;38;14;21;0;35;9;0;0;0;14
2020-05-25 20:15:00;45;43;16;14;0;36;13;0;0;0;0
2020-05-25 20:30:00;35;29;8;15;0;37;11;0;0;0;0
2020-05-25 20:45:00;31;28;7;17;0;35;7;2;0;0;0
2020-05-25 21:00:00;45;35;7;13;0;60;10;0;0;0;0
2020-05-25 21:15:00;42;33;8;14;0;62;6;0;0;0;0
2020-05-25 21:30:00;46;30;4;30;0;34;9;0;0;0;0
2020-05-25 21:45:00;82;66;9;44;0;26;7;0;0;0;0
2020-05-25 22:00:00;109;99;10;39;0;19;3;0;0;0;0
2020-05-25 22:15:00;50;44;9;16;0;18;6;0;0;0;0
2020-05-25 22:30:00;27;21;8;8;0;18;5;0;0;0;0
2020-05-25 22:45:00;20;10;4;11;0;12;5;0;0;0;0
2020-05-25 23:00:00;20;14;1;7;0;13;4;0;0;1;0
2020-05-25 23:15:00;13;13;3;7;0;14;2;0;0;0;0
2020-05-25 23:30:00;11;4;1;3;0;10;2;0;0;0;0
2020-05-25 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
