DATUM;1(TAFGA);2(TAFBA)
2020-07-13 00:00:00;0;0
2020-07-13 00:15:00;0;0
2020-07-13 00:30:00;0;0
2020-07-13 00:45:00;0;0
2020-07-13 01:00:00;0;0
2020-07-13 01:15:00;0;0
2020-07-13 01:30:00;0;0
2020-07-13 01:45:00;0;0
2020-07-13 02:00:00;0;0
2020-07-13 02:15:00;0;0
2020-07-13 02:30:00;0;0
2020-07-13 02:45:00;0;0
2020-07-13 03:00:00;0;0
2020-07-13 03:15:00;0;0
2020-07-13 03:30:00;0;0
2020-07-13 03:45:00;0;0
2020-07-13 04:00:00;0;0
2020-07-13 04:15:00;0;0
2020-07-13 04:30:00;0;0
2020-07-13 04:45:00;0;0
2020-07-13 05:00:00;0;0
2020-07-13 05:15:00;0;0
2020-07-13 05:30:00;0;0
2020-07-13 05:45:00;3;0
2020-07-13 06:00:00;6;3
2020-07-13 06:15:00;4;0
2020-07-13 06:30:00;4;1
2020-07-13 06:45:00;10;6
2020-07-13 07:00:00;15;7
2020-07-13 07:15:00;14;7
2020-07-13 07:30:00;18;5
2020-07-13 07:45:00;15;3
2020-07-13 08:00:00;9;4
2020-07-13 08:15:00;13;7
2020-07-13 08:30:00;13;2
2020-07-13 08:45:00;16;2
2020-07-13 09:00:00;11;3
2020-07-13 09:15:00;9;5
2020-07-13 09:30:00;14;8
2020-07-13 09:45:00;20;4
2020-07-13 10:00:00;21;8
2020-07-13 10:15:00;21;3
2020-07-13 10:30:00;19;6
2020-07-13 10:45:00;18;1
2020-07-13 11:00:00;14;4
2020-07-13 11:15:00;18;3
2020-07-13 11:30:00;15;6
2020-07-13 11:45:00;16;7
2020-07-13 12:00:00;18;7
2020-07-13 12:15:00;21;11
2020-07-13 12:30:00;19;12
2020-07-13 12:45:00;20;2
2020-07-13 13:00:00;19;0
2020-07-13 13:15:00;20;4
2020-07-13 13:30:00;20;4
2020-07-13 13:45:00;25;5
2020-07-13 14:00:00;16;9
2020-07-13 14:15:00;25;1
2020-07-13 14:30:00;20;5
2020-07-13 14:45:00;24;26
2020-07-13 15:00:00;22;3
2020-07-13 15:15:00;14;7
2020-07-13 15:30:00;17;11
2020-07-13 15:45:00;20;0
2020-07-13 16:00:00;23;4
2020-07-13 16:15:00;21;4
2020-07-13 16:30:00;21;10
2020-07-13 16:45:00;17;15
2020-07-13 17:00:00;20;15
2020-07-13 17:15:00;16;4
2020-07-13 17:30:00;30;7
2020-07-13 17:45:00;21;6
2020-07-13 18:00:00;22;28
2020-07-13 18:15:00;12;5
2020-07-13 18:30:00;16;9
2020-07-13 18:45:00;28;11
2020-07-13 19:00:00;16;2
2020-07-13 19:15:00;19;3
2020-07-13 19:30:00;21;2
2020-07-13 19:45:00;13;1
2020-07-13 20:00:00;21;4
2020-07-13 20:15:00;16;6
2020-07-13 20:30:00;9;5
2020-07-13 20:45:00;10;6
2020-07-13 21:00:00;12;17
2020-07-13 21:15:00;7;1
2020-07-13 21:30:00;6;3
2020-07-13 21:45:00;7;2
2020-07-13 22:00:00;10;3
2020-07-13 22:15:00;7;1
2020-07-13 22:30:00;1;0
2020-07-13 22:45:00;1;5
2020-07-13 23:00:00;0;0
2020-07-13 23:15:00;0;0
2020-07-13 23:30:00;0;0
2020-07-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
