DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-05-19 00:00:00;7;20;19;8;0;4;0
2020-05-19 00:15:00;5;17;10;8;0;4;0
2020-05-19 00:30:00;6;10;11;6;2;1;0
2020-05-19 00:45:00;2;8;12;8;0;1;0
2020-05-19 01:00:00;1;5;12;4;0;0;0
2020-05-19 01:15:00;6;10;10;4;2;0;0
2020-05-19 01:30:00;3;3;7;4;0;3;0
2020-05-19 01:45:00;8;6;8;3;1;2;0
2020-05-19 02:00:00;5;10;3;4;0;0;0
2020-05-19 02:15:00;4;6;4;4;0;3;0
2020-05-19 02:30:00;3;3;5;4;0;0;0
2020-05-19 02:45:00;7;4;6;4;0;0;0
2020-05-19 03:00:00;3;3;6;9;0;2;0
2020-05-19 03:15:00;1;2;4;3;0;1;0
2020-05-19 03:30:00;4;2;6;1;0;1;0
2020-05-19 03:45:00;4;3;8;0;1;0;0
2020-05-19 04:00:00;8;6;8;2;1;3;0
2020-05-19 04:15:00;11;11;10;2;0;4;0
2020-05-19 04:30:00;19;11;13;11;3;0;0
2020-05-19 04:45:00;15;19;20;11;1;4;0
2020-05-19 05:00:00;30;27;83;30;3;9;0
2020-05-19 05:15:00;23;34;157;61;9;13;0
2020-05-19 05:30:00;47;64;168;101;7;11;0
2020-05-19 05:45:00;78;112;135;132;127;13;0
2020-05-19 06:00:00;101;143;125;73;8;10;0
2020-05-19 06:15:00;54;91;143;102;13;23;0
2020-05-19 06:30:00;69;106;223;159;14;29;1
2020-05-19 06:45:00;62;106;195;149;19;28;0
2020-05-19 07:00:00;59;108;154;119;17;20;0
2020-05-19 07:15:00;57;110;190;168;64;26;0
2020-05-19 07:30:00;59;112;195;179;37;45;0
2020-05-19 07:45:00;67;114;186;135;29;36;2
2020-05-19 08:00:00;64;108;147;110;16;27;3
2020-05-19 08:15:00;62;98;158;119;24;16;0
2020-05-19 08:30:00;61;102;147;119;313;17;0
2020-05-19 08:45:00;69;108;127;120;20;28;1
2020-05-19 09:00:00;72;96;102;130;16;19;0
2020-05-19 09:15:00;63;105;121;116;24;11;0
2020-05-19 09:30:00;53;114;117;104;15;20;1
2020-05-19 09:45:00;78;126;116;125;18;12;0
2020-05-19 10:00:00;68;117;121;99;19;22;0
2020-05-19 10:15:00;73;114;109;93;20;19;0
2020-05-19 10:30:00;79;131;110;137;19;23;5
2020-05-19 10:45:00;74;119;119;133;22;12;0
2020-05-19 11:00:00;62;121;114;107;28;22;0
2020-05-19 11:15:00;88;161;109;114;20;26;11
2020-05-19 11:30:00;88;156;117;141;17;20;0
2020-05-19 11:45:00;96;159;122;138;28;12;0
2020-05-19 12:00:00;100;154;100;154;25;17;0
2020-05-19 12:15:00;91;160;102;112;79;25;0
2020-05-19 12:30:00;87;154;130;112;241;31;0
2020-05-19 12:45:00;78;137;133;118;385;22;3
2020-05-19 13:00:00;88;174;121;114;19;37;0
2020-05-19 13:15:00;93;148;164;160;15;37;0
2020-05-19 13:30:00;97;157;167;148;13;25;0
2020-05-19 13:45:00;96;176;175;163;26;28;0
2020-05-19 14:00:00;143;210;152;136;20;34;0
2020-05-19 14:15:00;177;271;132;124;71;23;1
2020-05-19 14:30:00;187;261;104;127;23;30;0
2020-05-19 14:45:00;136;250;115;118;26;19;0
2020-05-19 15:00:00;140;225;101;115;18;30;0
2020-05-19 15:15:00;161;255;139;114;11;28;4
2020-05-19 15:30:00;141;232;128;134;21;18;0
2020-05-19 15:45:00;144;231;117;119;29;22;0
2020-05-19 16:00:00;186;256;91;127;23;30;3
2020-05-19 16:15:00;134;222;138;135;30;31;0
2020-05-19 16:30:00;153;215;129;149;22;39;0
2020-05-19 16:45:00;135;218;132;154;24;34;0
2020-05-19 17:00:00;150;226;126;147;18;39;0
2020-05-19 17:15:00;132;192;113;144;32;28;0
2020-05-19 17:30:00;62;115;73;72;48;18;2
2020-05-19 17:45:00;61;96;77;79;19;16;0
2020-05-19 18:00:00;99;167;99;110;20;35;0
2020-05-19 18:15:00;88;159;119;88;15;23;4
2020-05-19 18:30:00;89;156;84;84;16;33;0
2020-05-19 18:45:00;69;133;99;83;18;25;0
2020-05-19 19:00:00;70;108;69;73;13;32;0
2020-05-19 19:15:00;68;121;78;76;13;15;1
2020-05-19 19:30:00;62;97;64;59;20;23;0
2020-05-19 19:45:00;49;85;67;57;18;24;0
2020-05-19 20:00:00;69;77;58;55;4;17;0
2020-05-19 20:15:00;49;83;39;51;5;24;0
2020-05-19 20:30:00;36;69;60;60;6;5;0
2020-05-19 20:45:00;43;44;57;37;5;5;0
2020-05-19 21:00:00;35;55;107;57;5;5;0
2020-05-19 21:15:00;35;57;121;76;4;17;0
2020-05-19 21:30:00;31;49;105;72;3;20;0
2020-05-19 21:45:00;76;110;56;42;3;4;0
2020-05-19 22:00:00;118;142;40;30;4;10;0
2020-05-19 22:15:00;62;65;31;30;7;3;0
2020-05-19 22:30:00;28;48;29;25;1;15;0
2020-05-19 22:45:00;11;20;24;12;3;5;0
2020-05-19 23:00:00;16;29;33;21;0;4;0
2020-05-19 23:15:00;16;18;13;22;1;3;0
2020-05-19 23:30:00;24;7;16;13;3;3;0
