DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-06-22 00:00:00;5;8;9;5;4;6;10;2;6
2020-06-22 00:15:00;11;7;10;3;2;8;7;1;2
2020-06-22 00:30:00;12;17;14;9;5;5;5;1;1
2020-06-22 00:45:00;4;7;7;2;0;7;4;0;1
2020-06-22 01:00:00;5;4;5;2;0;10;9;0;1
2020-06-22 01:15:00;5;1;2;1;1;7;2;0;0
2020-06-22 01:30:00;4;3;2;2;2;11;5;0;0
2020-06-22 01:45:00;8;9;7;4;7;12;6;0;1
2020-06-22 02:00:00;2;3;3;3;1;7;4;1;1
2020-06-22 02:15:00;2;2;1;1;0;6;5;0;0
2020-06-22 02:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-22 03:00:00;8;8;4;2;1;6;3;0;0
2020-06-22 03:15:00;2;6;5;4;3;3;2;0;0
2020-06-22 03:30:00;4;6;5;5;4;5;3;0;0
2020-06-22 03:45:00;7;8;7;4;4;3;1;0;0
2020-06-22 04:00:00;11;5;5;1;2;8;4;0;0
2020-06-22 04:15:00;7;2;3;1;0;10;7;0;1
2020-06-22 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-22 05:00:00;15;6;11;5;0;29;9;1;1
2020-06-22 05:15:00;42;20;25;7;1;36;32;0;1
2020-06-22 05:30:00;47;22;23;8;4;48;24;3;8
2020-06-22 05:45:00;57;16;38;12;5;86;44;3;6
2020-06-22 06:00:00;32;34;44;9;4;54;42;6;10
2020-06-22 06:15:00;64;41;61;15;5;80;57;10;21
2020-06-22 06:30:00;64;37;55;6;8;78;66;16;19
2020-06-22 06:45:00;99;61;71;18;8;74;73;5;9
2020-06-22 07:00:00;107;90;77;20;7;62;57;8;15
2020-06-22 07:15:00;123;130;80;24;13;78;70;9;12
2020-06-22 07:30:00;128;92;71;15;12;77;80;13;21
