DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-02-04 00:00:00;0;1;2;0;0;0
2020-02-04 00:15:00;3;0;1;2;0;0
2020-02-04 00:30:00;4;0;3;0;0;0
2020-02-04 00:45:00;6;0;6;0;0;0
2020-02-04 01:00:00;8;0;4;1;0;0
2020-02-04 01:15:00;3;0;8;1;0;0
2020-02-04 01:30:00;3;0;2;0;0;0
2020-02-04 01:45:00;10;0;5;0;0;0
2020-02-04 02:00:00;1;0;1;0;0;0
2020-02-04 02:15:00;2;1;5;0;0;0
2020-02-04 02:30:00;5;0;1;0;0;0
2020-02-04 02:45:00;10;0;4;0;0;0
2020-02-04 03:00:00;2;0;7;0;0;0
2020-02-04 03:15:00;8;0;8;0;0;0
2020-02-04 03:30:00;1;0;7;0;0;0
2020-02-04 03:45:00;5;0;7;0;0;0
2020-02-04 04:00:00;6;1;6;0;0;0
2020-02-04 04:15:00;10;3;15;0;0;0
2020-02-04 04:30:00;11;4;15;0;0;0
2020-02-04 04:45:00;5;9;29;0;0;0
2020-02-04 05:00:00;29;18;101;2;10;8
2020-02-04 05:15:00;68;34;219;3;11;6
2020-02-04 05:30:00;87;49;205;13;4;9
2020-02-04 05:45:00;140;30;148;88;12;9
2020-02-04 06:00:00;125;11;110;82;10;7
2020-02-04 06:15:00;66;22;137;22;7;10
2020-02-04 06:30:00;94;22;169;12;8;1
2020-02-04 06:45:00;97;15;175;4;10;6
2020-02-04 07:00:00;107;10;158;4;7;7
2020-02-04 07:15:00;110;13;158;2;4;18
2020-02-04 07:30:00;115;14;143;3;4;10
2020-02-04 07:45:00;153;20;152;2;0;15
2020-02-04 08:00:00;113;14;138;3;0;25
2020-02-04 08:15:00;95;21;134;2;0;10
2020-02-04 08:30:00;89;1;87;0;2;1
2020-02-04 08:45:00;
2020-02-04 09:00:00;25;4;45;1;0;3
2020-02-04 09:15:00;66;2;48;2;0;1
2020-02-04 09:30:00;50;2;59;0;1;8
2020-02-04 09:45:00;27;2;28;0;0;0
2020-02-04 10:00:00;60;1;60;6;3;2
2020-02-04 10:15:00;45;3;59;1;0;0
2020-02-04 10:30:00;46;6;58;0;2;0
2020-02-04 10:45:00;76;2;55;2;1;0
2020-02-04 11:00:00;68;2;58;3;1;7
2020-02-04 11:15:00;64;3;52;4;2;5
2020-02-04 11:30:00;62;3;57;7;5;7
2020-02-04 11:45:00;57;1;53;4;0;1
2020-02-04 12:00:00;66;1;51;4;1;0
2020-02-04 12:15:00;85;3;51;3;1;5
2020-02-04 12:30:00;76;11;73;5;6;3
2020-02-04 12:45:00;77;10;81;6;0;11
2020-02-04 13:00:00;95;23;105;5;2;9
2020-02-04 13:15:00;91;49;175;7;5;22
2020-02-04 13:30:00;104;64;178;6;4;21
2020-02-04 13:45:00;117;37;101;19;54;22
2020-02-04 14:00:00;121;18;102;67;28;21
2020-02-04 14:15:00;132;5;103;137;15;13
2020-02-04 14:30:00;155;0;80;47;8;10
2020-02-04 14:45:00;109;4;84;28;7;7
2020-02-04 15:00:00;117;2;69;54;35;9
2020-02-04 15:15:00;175;4;103;39;13;4
2020-02-04 15:30:00;131;3;92;30;4;4
2020-02-04 15:45:00;128;1;87;22;3;59
2020-02-04 16:00:00;148;3;66;27;5;57
2020-02-04 16:15:00;172;0;84;33;4;5
2020-02-04 16:30:00;132;3;106;19;10;4
2020-02-04 16:45:00;125;3;87;19;10;5
2020-02-04 17:00:00;122;3;79;19;2;4
2020-02-04 17:15:00;115;4;83;24;2;2
2020-02-04 17:30:00;118;1;73;13;0;2
2020-02-04 17:45:00;107;1;63;13;3;4
2020-02-04 18:00:00;103;2;50;14;0;1
2020-02-04 18:15:00;92;2;72;9;7;1
2020-02-04 18:30:00;66;0;61;11;2;2
2020-02-04 18:45:00;80;2;59;2;0;1
2020-02-04 19:00:00;71;1;51;4;0;1
2020-02-04 19:15:00;47;0;37;4;0;0
2020-02-04 19:30:00;39;0;41;0;0;0
2020-02-04 19:45:00;42;0;33;1;0;0
2020-02-04 20:00:00;40;0;26;4;0;0
2020-02-04 20:15:00;26;0;25;1;0;0
2020-02-04 20:30:00;24;3;29;3;0;2
2020-02-04 20:45:00;21;1;44;3;0;0
2020-02-04 21:00:00;41;10;123;2;4;6
2020-02-04 21:15:00;40;30;152;1;12;4
2020-02-04 21:30:00;36;13;98;29;13;27
2020-02-04 21:45:00;59;4;74;108;4;15
2020-02-04 22:00:00;98;3;28;179;10;14
2020-02-04 22:15:00;59;3;11;37;3;2
2020-02-04 22:30:00;24;0;7;11;1;0
2020-02-04 22:45:00;13;0;10;2;0;0
2020-02-04 23:00:00;12;0;5;4;4;0
2020-02-04 23:15:00;11;0;5;1;0;0
2020-02-04 23:30:00;9;0;8;0;0;0
