DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-01-06 00:00:00;9;0;0;0;17;0;0;0;0;0;0;0;0
2020-01-06 00:15:00;20;0;0;0;21;0;0;0;0;0;0;0;0
2020-01-06 00:30:00;11;0;0;0;22;0;0;0;0;0;0;0;0
2020-01-06 00:45:00;15;0;0;0;18;0;0;0;0;0;0;0;0
2020-01-06 01:00:00;15;0;0;0;19;0;0;0;0;0;0;0;0
2020-01-06 01:15:00;6;0;0;1;15;0;0;0;0;0;0;0;0
2020-01-06 01:30:00;8;1;0;0;18;1;0;0;0;0;0;0;0
2020-01-06 01:45:00;5;0;0;0;11;0;0;0;0;0;0;0;0
2020-01-06 02:00:00;7;1;0;0;10;0;0;0;0;0;0;0;0
2020-01-06 02:15:00;7;1;0;0;9;0;0;0;0;0;0;0;0
2020-01-06 02:30:00;6;0;0;1;6;0;0;0;0;0;0;0;0
2020-01-06 02:45:00;3;0;0;0;5;0;0;0;0;0;0;0;0
2020-01-06 03:00:00;7;0;0;0;6;0;0;0;0;0;0;0;0
2020-01-06 03:15:00;6;1;0;0;4;0;0;0;0;0;0;0;0
2020-01-06 03:30:00;2;0;0;0;5;0;0;0;0;0;0;0;0
2020-01-06 03:45:00;4;0;0;0;5;0;0;0;0;0;0;0;0
2020-01-06 04:00:00;4;0;0;0;3;0;0;0;0;0;0;0;0
2020-01-06 04:15:00;3;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-06 04:30:00;2;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-06 04:45:00;3;0;0;0;2;0;0;0;0;0;0;0;0
2020-01-06 05:00:00;9;1;0;0;4;0;0;0;0;0;0;0;0
2020-01-06 05:15:00;14;0;0;0;6;0;0;0;0;0;0;0;0
2020-01-06 05:30:00;10;0;0;0;6;0;0;0;0;0;0;0;0
2020-01-06 05:45:00;13;2;0;0;8;0;0;0;0;0;0;0;0
2020-01-06 06:00:00;4;0;0;0;14;0;0;0;0;0;0;0;0
2020-01-06 06:15:00;15;0;0;1;11;0;0;0;0;0;0;0;0
2020-01-06 06:30:00;15;0;0;0;11;0;0;0;0;0;0;0;0
2020-01-06 06:45:00;6;0;0;0;9;0;0;0;0;0;0;0;0
2020-01-06 07:00:00;11;1;1;0;7;0;0;0;0;0;0;0;0
2020-01-06 07:15:00;8;1;1;3;10;0;0;0;0;0;0;0;0
2020-01-06 07:30:00;12;1;3;3;15;0;0;0;0;0;0;0;0
2020-01-06 07:45:00;15;2;1;1;7;0;0;0;0;0;0;0;0
2020-01-06 08:00:00;13;1;4;0;12;0;0;0;0;0;0;0;0
2020-01-06 08:15:00;22;4;3;2;23;0;0;0;0;0;0;0;0
2020-01-06 08:30:00;14;8;2;3;15;0;0;0;3;0;0;0;0
2020-01-06 08:45:00;28;4;19;5;14;1;0;1;19;0;0;5;0
2020-01-06 09:00:00;36;9;6;1;19;0;0;0;0;0;0;0;0
2020-01-06 09:15:00;35;9;11;3;23;0;0;0;0;0;0;0;0
2020-01-06 09:30:00;57;5;6;5;35;0;0;0;0;0;0;0;0
2020-01-06 09:45:00;54;12;14;7;50;0;0;0;0;0;0;0;0
2020-01-06 10:00:00;44;10;6;6;40;0;0;0;0;0;0;0;0
2020-01-06 10:15:00;50;4;10;2;41;0;0;0;7;0;0;0;0
2020-01-06 10:30:00;53;5;7;5;42;1;0;0;155;0;0;0;0
2020-01-06 10:45:00;58;11;2;2;64;0;0;19;0;0;0;0;0
2020-01-06 11:00:00;53;6;9;6;64;1;0;0;3;0;0;0;0
2020-01-06 11:15:00;59;7;10;7;76;0;0;0;2;0;0;0;0
2020-01-06 11:30:00;57;6;7;5;81;0;0;0;0;0;0;0;0
2020-01-06 11:45:00;62;4;7;3;71;0;0;0;10;0;0;0;0
2020-01-06 12:00:00;57;6;8;3;72;0;1;1;2;0;0;0;0
2020-01-06 12:15:00;64;2;9;6;88;0;0;12;12;0;0;0;0
2020-01-06 12:30:00;58;6;4;5;85;0;0;0;8;0;0;0;0
2020-01-06 12:45:00;90;7;4;4;92;0;0;0;0;0;0;0;0
2020-01-06 13:00:00;73;5;8;12;79;0;0;0;14;0;0;0;0
2020-01-06 13:15:00;100;1;37;8;92;2;3;4;4;0;0;0;0
2020-01-06 13:30:00;87;3;8;8;95;1;0;0;0;0;0;0;0
2020-01-06 13:45:00;88;3;36;14;100;0;0;0;6;0;0;0;0
2020-01-06 14:00:00;91;5;11;15;99;0;0;0;0;0;0;0;0
2020-01-06 14:15:00;91;8;8;19;80;0;0;0;14;0;0;0;0
2020-01-06 14:30:00;103;9;9;8;98;2;0;0;4;0;0;0;0
2020-01-06 14:45:00;107;5;11;8;111;0;1;0;0;0;0;0;0
2020-01-06 15:00:00;82;7;7;6;97;1;0;0;0;0;0;0;0
2020-01-06 15:15:00;84;5;6;6;82;0;1;0;0;0;0;0;0
2020-01-06 15:30:00;98;9;10;9;90;0;0;3;9;0;0;0;0
2020-01-06 15:45:00;99;3;9;6;64;0;0;0;0;0;0;0;0
2020-01-06 16:00:00;101;6;10;5;89;0;0;0;4;0;0;0;0
2020-01-06 16:15:00;107;3;15;8;84;2;0;0;0;0;0;0;0
2020-01-06 16:30:00;96;2;7;7;90;1;0;0;0;0;0;0;0
2020-01-06 16:45:00;108;1;6;5;106;0;1;0;1;0;0;2;0
2020-01-06 17:00:00;98;0;2;5;114;0;0;0;0;0;0;0;0
2020-01-06 17:15:00;110;1;1;3;96;0;0;0;0;0;0;0;0
2020-01-06 17:30:00;73;3;0;7;94;0;0;0;0;0;0;0;0
2020-01-06 17:45:00;89;3;0;5;90;0;0;0;0;0;0;0;0
2020-01-06 18:00:00;71;3;3;8;85;0;0;0;0;0;0;0;0
2020-01-06 18:15:00;86;1;0;3;75;2;0;0;0;0;0;0;0
2020-01-06 18:30:00;57;4;3;6;88;0;0;0;0;0;0;0;0
2020-01-06 18:45:00;90;2;1;7;89;1;2;0;0;0;0;0;0
2020-01-06 19:00:00;46;1;3;4;89;0;0;0;0;0;0;0;0
2020-01-06 19:15:00;51;0;3;7;68;1;0;0;1;0;0;0;0
2020-01-06 19:30:00;66;0;3;10;56;0;0;0;0;0;0;0;0
2020-01-06 19:45:00;49;0;0;6;63;0;0;0;0;0;0;0;0
2020-01-06 20:00:00;50;0;1;2;70;0;0;0;0;0;0;0;0
2020-01-06 20:15:00;47;0;2;4;64;0;1;0;0;0;0;0;0
2020-01-06 20:30:00;42;2;3;7;74;0;0;0;0;0;0;0;0
2020-01-06 20:45:00;46;0;2;4;50;0;0;0;0;0;0;0;0
2020-01-06 21:00:00;28;1;2;1;42;0;0;0;0;0;0;0;0
2020-01-06 21:15:00;31;2;2;5;58;0;0;0;0;0;0;0;0
2020-01-06 21:30:00;16;0;0;4;51;0;0;0;0;0;0;0;0
2020-01-06 21:45:00;28;1;0;5;29;0;0;0;0;0;0;0;0
2020-01-06 22:00:00;20;1;0;0;35;0;0;0;0;0;0;0;0
2020-01-06 22:15:00;22;2;3;1;30;0;0;0;0;0;0;0;0
2020-01-06 22:30:00;11;0;2;3;32;1;0;0;0;0;0;0;0
2020-01-06 22:45:00;15;0;1;0;25;0;0;0;0;0;0;0;0
2020-01-06 23:00:00;13;0;0;3;22;1;0;0;0;0;0;0;0
2020-01-06 23:15:00;18;0;1;1;23;0;0;0;0;0;0;0;0
