DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-08-21 00:00:00;11;1;0;7;0;10;1;0;0
2020-08-21 00:15:00;19;0;0;6;0;14;1;0;0
2020-08-21 00:30:00;15;0;0;9;0;12;1;0;0
2020-08-21 00:45:00;9;6;1;12;0;13;0;0;0
2020-08-21 01:00:00;10;0;1;2;0;12;1;0;0
2020-08-21 01:15:00;9;0;1;2;0;14;1;0;0
2020-08-21 01:30:00;2;0;0;6;0;12;1;0;0
2020-08-21 01:45:00;9;2;0;5;0;14;1;0;0
2020-08-21 02:00:00;5;1;0;7;0;12;0;0;0
2020-08-21 02:15:00;3;2;0;12;0;14;1;0;0
2020-08-21 02:30:00;5;0;0;3;0;12;1;0;0
2020-08-21 02:45:00;2;0;0;5;0;13;1;0;0
2020-08-21 03:00:00;3;0;0;0;0;12;1;0;0
2020-08-21 03:15:00;4;2;1;5;0;14;0;0;0
2020-08-21 03:30:00;3;1;0;4;0;12;1;0;0
2020-08-21 03:45:00;3;1;0;5;0;14;1;0;0
2020-08-21 04:00:00;1;1;2;4;0;12;1;0;0
2020-08-21 04:15:00;3;2;0;4;0;13;1;0;0
2020-08-21 04:30:00;7;3;0;8;0;12;0;0;0
2020-08-21 04:45:00;11;4;1;8;0;14;1;0;0
2020-08-21 05:00:00;27;3;0;13;0;9;1;0;0
2020-08-21 05:15:00;78;5;1;28;0;11;1;0;0
2020-08-21 05:30:00;77;5;0;39;0;9;0;0;0
2020-08-21 05:45:00;112;12;0;67;0;11;1;0;0
2020-08-21 06:00:00;56;12;3;55;0;9;0;0;0
2020-08-21 06:15:00;65;15;1;86;0;11;1;0;0
2020-08-21 06:30:00;71;18;4;69;0;9;1;0;0
2020-08-21 06:45:00;76;16;3;101;0;10;0;0;0
2020-08-21 07:00:00;70;17;4;87;1;10;1;0;0
2020-08-21 07:15:00;63;18;4;103;0;10;0;0;0
2020-08-21 07:30:00;64;10;8;95;11;10;1;0;0
2020-08-21 07:45:00;80;12;5;107;0;10;1;0;0
2020-08-21 08:00:00;76;13;4;88;1;10;0;0;0
2020-08-21 08:15:00;56;13;3;74;0;10;1;0;0
2020-08-21 08:30:00;76;12;3;105;0;10;1;0;0
2020-08-21 08:45:00;76;14;7;106;0;10;0;0;0
2020-08-21 09:00:00;77;18;8;108;0;13;1;0;0
2020-08-21 09:15:00;65;10;11;98;2;12;1;0;0
2020-08-21 09:30:00;87;17;14;103;1;13;0;0;0
2020-08-21 09:45:00;89;28;20;116;1;13;1;0;0
2020-08-21 10:00:00;77;25;18;132;6;13;1;0;0
2020-08-21 10:15:00;90;14;18;104;2;13;0;0;0
2020-08-21 10:30:00;90;19;19;115;0;13;1;0;0
2020-08-21 10:45:00;86;14;18;110;4;13;1;0;0
2020-08-21 11:00:00;87;14;12;104;0;12;0;0;0
2020-08-21 11:15:00;109;16;17;119;0;13;1;0;0
2020-08-21 11:30:00;109;21;20;107;1;13;1;0;0
2020-08-21 11:45:00;105;24;18;112;7;13;0;0;0
2020-08-21 12:00:00;119;13;16;131;0;13;1;0;0
2020-08-21 12:15:00;107;23;24;134;34;13;1;0;0
2020-08-21 12:30:00;111;21;21;124;1;13;0;0;0
2020-08-21 12:45:00;102;17;9;113;0;12;1;0;0
2020-08-21 13:00:00;131;16;9;136;6;13;1;0;0
2020-08-21 13:15:00;113;27;12;126;0;9;0;0;0
2020-08-21 13:30:00;98;15;16;132;2;10;1;0;0
2020-08-21 13:45:00;124;18;15;121;5;10;1;0;0
2020-08-21 14:00:00;112;13;14;139;0;10;0;0;0
2020-08-21 14:15:00;133;12;9;145;0;10;1;0;0
2020-08-21 14:30:00;95;14;12;163;0;10;0;0;0
2020-08-21 14:45:00;104;12;20;111;0;10;1;0;0
2020-08-21 15:00:00;96;9;10;96;11;10;1;0;0
2020-08-21 15:15:00;100;19;11;104;0;10;0;0;0
2020-08-21 15:30:00;95;18;9;117;0;10;1;0;0
2020-08-21 15:45:00;99;15;13;103;0;10;1;0;0
2020-08-21 16:00:00;87;11;13;86;0;10;0;0;0
2020-08-21 16:15:00;82;14;11;99;0;10;1;0;0
2020-08-21 16:30:00;94;8;12;91;0;10;0;0;0
2020-08-21 16:45:00;95;11;8;91;1;10;1;0;0
2020-08-21 17:00:00;99;9;18;108;3;10;1;0;0
2020-08-21 17:15:00;100;15;15;89;5;10;0;0;0
2020-08-21 17:30:00;84;10;9;81;1;10;1;0;0
2020-08-21 17:45:00;86;10;11;92;0;10;1;0;0
2020-08-21 18:00:00;91;8;8;87;0;10;0;0;0
2020-08-21 18:15:00;99;14;4;88;0;10;1;0;0
2020-08-21 18:30:00;87;20;7;83;2;10;0;0;0
2020-08-21 18:45:00;82;11;10;82;0;10;1;0;0
2020-08-21 19:00:00;78;8;2;76;2;10;1;0;0
2020-08-21 19:15:00;74;14;3;73;0;10;0;0;0
2020-08-21 19:30:00;61;16;5;68;0;10;1;0;0
2020-08-21 19:45:00;71;7;1;75;0;10;1;0;0
2020-08-21 20:00:00;63;7;2;74;0;12;0;0;0
2020-08-21 20:15:00;62;8;3;54;0;13;1;0;0
2020-08-21 20:30:00;50;7;0;54;0;12;1;0;0
2020-08-21 20:45:00;56;6;0;57;0;14;1;0;0
2020-08-21 21:00:00;55;9;1;45;0;12;0;0;0
2020-08-21 21:15:00;47;7;1;51;0;13;1;0;0
2020-08-21 21:30:00;38;8;2;44;0;12;1;0;0
2020-08-21 21:45:00;43;5;1;51;0;14;1;0;0
2020-08-21 22:00:00;31;4;0;34;0;9;0;0;0
2020-08-21 22:15:00;32;1;0;31;0;11;1;0;0
2020-08-21 22:30:00;33;2;0;18;0;9;1;0;0
2020-08-21 22:45:00;41;3;1;26;0;14;1;0;0
2020-08-21 23:00:00;41;2;1;26;0;12;0;0;0
2020-08-21 23:15:00;33;5;0;22;0;13;1;0;0
2020-08-21 23:30:00;30;8;0;25;0;12;1;0;0
2020-08-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
