DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-11-01 00:00:00;12;5;0;4;6;4;0;2
2020-11-01 00:15:00;5;7;4;6;4;7;0;11
2020-11-01 00:30:00;4;5;2;6;3;3;0;2
2020-11-01 00:45:00;3;5;2;6;8;8;0;9
2020-11-01 01:00:00;8;7;2;3;1;4;0;1
2020-11-01 01:15:00;6;7;3;3;2;3;0;1
2020-11-01 01:30:00;4;0;0;2;0;0;0;2
2020-11-01 01:45:00;3;7;5;2;2;3;0;6
2020-11-01 02:00:00;0;1;0;3;7;3;0;4
2020-11-01 02:15:00;2;5;3;1;0;2;0;6
2020-11-01 02:30:00;7;2;0;2;3;2;0;2
2020-11-01 02:45:00;2;6;3;2;2;0;0;2
2020-11-01 03:00:00;1;2;0;2;1;1;0;6
2020-11-01 03:15:00;5;1;0;1;0;7;0;1
2020-11-01 03:30:00;2;4;5;0;0;2;0;2
2020-11-01 03:45:00;2;1;0;1;3;0;0;2
2020-11-01 04:00:00;3;2;0;1;2;2;0;1
2020-11-01 04:15:00;0;0;0;1;4;3;0;1
2020-11-01 04:30:00;2;1;0;1;1;4;0;0
2020-11-01 04:45:00;1;1;0;2;1;2;0;1
2020-11-01 05:00:00;3;2;1;5;3;0;0;1
2020-11-01 05:15:00;3;3;1;2;1;3;0;3
2020-11-01 05:30:00;14;4;1;2;3;0;0;2
2020-11-01 05:45:00;3;5;4;2;1;4;0;2
2020-11-01 06:00:00;3;1;0;5;4;5;0;2
2020-11-01 06:15:00;8;5;1;1;4;4;0;4
2020-11-01 06:30:00;4;4;1;3;2;0;0;5
2020-11-01 06:45:00;3;4;1;2;1;4;0;2
2020-11-01 07:00:00;4;4;2;6;3;1;0;4
2020-11-01 07:15:00;14;7;0;6;1;3;0;4
2020-11-01 07:30:00;6;3;3;3;2;6;0;4
2020-11-01 07:45:00;8;10;2;9;9;8;0;3
2020-11-01 08:00:00;11;19;5;10;4;4;0;4
2020-11-01 08:15:00;8;6;5;13;5;4;0;2
2020-11-01 08:30:00;14;11;3;9;6;7;0;8
2020-11-01 08:45:00;18;24;15;19;7;4;0;8
2020-11-01 09:00:00;23;16;10;8;6;8;0;8
2020-11-01 09:15:00;18;21;14;12;8;4;0;17
2020-11-01 09:30:00;22;19;17;25;11;13;0;18
2020-11-01 09:45:00;40;22;12;18;16;8;0;18
2020-11-01 10:00:00;31;20;28;19;13;8;0;17
2020-11-01 10:15:00;31;32;22;18;21;8;0;14
2020-11-01 10:30:00;42;28;25;24;75;16;0;25
2020-11-01 10:45:00;34;24;23;24;22;20;0;28
2020-11-01 11:00:00;33;20;23;24;11;16;0;28
2020-11-01 11:15:00;39;26;23;26;23;16;0;15
2020-11-01 11:30:00;31;22;21;24;26;13;0;23
2020-11-01 11:45:00;33;21;22;26;23;12;0;21
2020-11-01 12:00:00;36;29;34;17;12;16;0;22
2020-11-01 12:15:00;37;31;25;29;15;20;0;18
2020-11-01 12:30:00;33;27;18;37;26;11;0;28
2020-11-01 12:45:00;41;26;21;32;46;18;0;24
2020-11-01 13:00:00;28;20;19;23;12;21;0;23
2020-11-01 13:15:00;34;24;17;23;27;23;0;28
2020-11-01 13:30:00;32;22;24;23;20;15;0;24
2020-11-01 13:45:00;38;25;24;23;16;19;0;24
2020-11-01 14:00:00;28;25;29;25;11;23;0;39
2020-11-01 14:15:00;41;23;24;32;47;23;0;22
