DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-03-19 00:00:00;0;10;1;1;0;0;14;5;1;1
2020-03-19 00:15:00;0;22;1;2;1;0;14;10;0;0
2020-03-19 00:30:00;0;5;0;1;1;2;8;3;0;0
2020-03-19 00:45:00;0;7;1;1;0;5;14;7;0;0
2020-03-19 01:00:00;0;6;0;0;0;0;7;2;0;0
2020-03-19 01:15:00;0;5;0;1;0;2;11;3;0;0
2020-03-19 01:30:00;0;8;0;0;0;0;8;2;1;0
2020-03-19 01:45:00;0;8;0;0;0;2;3;2;0;0
2020-03-19 02:00:00;0;8;0;1;1;2;6;2;0;0
2020-03-19 02:15:00;0;5;0;0;1;1;7;3;0;0
2020-03-19 02:30:00;0;3;0;0;0;0;9;2;0;0
2020-03-19 02:45:00;0;7;0;1;0;1;4;0;1;1
2020-03-19 03:00:00;0;0;0;0;0;1;8;4;0;0
2020-03-19 03:15:00;0;2;0;0;0;1;12;1;0;0
2020-03-19 03:30:00;0;6;0;0;1;0;4;1;0;0
2020-03-19 03:45:00;0;6;1;1;0;2;7;5;0;0
2020-03-19 04:00:00;0;7;0;0;0;0;11;5;1;1
2020-03-19 04:15:00;0;11;1;1;2;6;14;6;0;0
2020-03-19 04:30:00;0;6;0;0;0;6;15;5;1;1
2020-03-19 04:45:00;0;22;0;2;1;20;25;10;2;1
2020-03-19 05:00:00;0;33;0;2;1;61;47;45;2;2
2020-03-19 05:15:00;0;45;1;1;1;140;65;86;7;10
2020-03-19 05:30:00;0;66;4;6;8;133;63;83;10;12
2020-03-19 05:45:00;0;91;30;57;57;133;44;102;12;20
2020-03-19 06:00:00;0;143;23;51;58;117;40;85;11;11
2020-03-19 06:15:00;0;96;10;19;19;138;71;124;16;28
2020-03-19 06:30:00;0;103;2;5;5;156;74;134;27;35
2020-03-19 06:45:00;0;91;4;7;3;112;57;120;26;38
2020-03-19 07:00:00;0;79;6;11;12;120;66;129;9;16
2020-03-19 07:15:00;0;82;4;18;9;120;65;116;12;16
2020-03-19 07:30:00;0;81;2;17;12;137;68;130;10;13
2020-03-19 07:45:00;0;110;2;15;6;108;58;114;14;17
2020-03-19 08:00:00;0;66;10;12;14;106;58;96;12;11
2020-03-19 08:15:00;0;74;3;13;6;85;50;88;12;7
2020-03-19 08:30:00;0;86;10;10;8;62;70;102;7;9
2020-03-19 08:45:00;0;89;7;15;16;58;63;82;5;3
2020-03-19 09:00:00;0;65;5;13;13;52;57;79;9;7
2020-03-19 09:15:00;0;94;3;9;15;49;63;82;9;5
2020-03-19 09:30:00;0;94;9;16;15;65;70;75;6;3
2020-03-19 09:45:00;0;84;6;11;21;45;68;91;8;6
2020-03-19 10:00:00;0;84;5;14;13;30;58;74;12;5
2020-03-19 10:15:00;0;95;11;15;15;37;61;81;5;6
2020-03-19 10:30:00;0;92;7;10;17;37;65;81;5;1
2020-03-19 10:45:00;0;92;10;14;17;30;70;105;11;10
2020-03-19 11:00:00;0;89;10;17;18;26;65;78;7;4
2020-03-19 11:15:00;0;97;18;14;13;38;79;90;8;2
2020-03-19 11:30:00;0;90;9;17;19;40;51;98;12;5
2020-03-19 11:45:00;0;98;9;16;18;28;76;82;9;2
2020-03-19 12:00:00;0;94;13;20;28;36;61;84;6;4
2020-03-19 12:15:00;0;93;10;23;23;38;65;98;12;3
2020-03-19 12:30:00;0;102;12;16;22;53;73;94;10;5
2020-03-19 12:45:00;0;89;12;15;23;53;86;106;9;2
2020-03-19 13:00:00;0;94;8;17;26;78;101;117;7;5
2020-03-19 13:15:00;0;95;10;19;22;111;93;131;11;5
2020-03-19 13:30:00;0;91;14;26;32;133;96;135;7;6
2020-03-19 13:45:00;0;117;13;30;35;111;82;124;12;13
2020-03-19 14:00:00;0;134;38;51;56;69;83;97;6;4
2020-03-19 14:15:00;0;145;34;75;83;26;73;72;5;2
2020-03-19 14:30:00;0;161;26;76;80;38;77;100;11;7
2020-03-19 14:45:00;0;112;15;47;62;32;78;107;12;7
2020-03-19 15:00:00;0;134;22;41;41;32;72;91;9;5
2020-03-19 15:15:00;0;131;15;47;49;23;77;82;14;6
2020-03-19 15:30:00;0;135;33;47;59;15;73;108;7;2
2020-03-19 15:45:00;0;128;23;37;45;26;81;121;6;3
2020-03-19 16:00:00;0;123;19;31;41;21;81;94;10;0
2020-03-19 16:15:00;0;132;15;45;47;24;98;97;9;5
2020-03-19 16:30:00;0;134;18;45;45;16;84;111;11;6
2020-03-19 16:45:00;0;147;13;42;42;19;92;141;9;3
2020-03-19 17:00:00;0;126;12;31;36;17;81;112;8;3
2020-03-19 17:15:00;0;124;14;33;39;13;89;117;8;4
2020-03-19 17:30:00;0;104;12;29;29;12;82;114;3;1
2020-03-19 17:45:00;0;95;7;20;25;17;78;82;4;3
2020-03-19 18:00:00;0;119;6;20;23;14;76;102;4;0
2020-03-19 18:15:00;0;115;9;16;13;14;71;77;3;2
2020-03-19 18:30:00;0;81;10;18;16;10;80;95;5;2
2020-03-19 18:45:00;0;82;4;13;17;7;71;86;1;0
2020-03-19 19:00:00;0;74;4;9;11;5;55;65;4;0
2020-03-19 19:15:00;0;61;6;6;10;12;59;62;1;0
2020-03-19 19:30:00;0;65;3;8;7;13;36;37;6;3
2020-03-19 19:45:00;0;46;3;6;6;12;44;50;0;0
2020-03-19 20:00:00;0;33;6;9;4;8;47;38;3;1
2020-03-19 20:15:00;0;47;2;7;2;16;47;46;2;0
2020-03-19 20:30:00;0;40;2;6;7;22;31;40;4;2
2020-03-19 20:45:00;0;33;1;7;6;41;48;46;2;4
2020-03-19 21:00:00;0;36;5;2;5;108;60;61;5;6
2020-03-19 21:15:00;0;27;4;2;6;125;62;75;6;6
2020-03-19 21:30:00;0;38;1;13;16;89;56;66;4;5
2020-03-19 21:45:00;0;65;4;34;45;35;26;26;3;2
2020-03-19 22:00:00;0;109;29;73;82;9;25;22;1;2
2020-03-19 22:15:00;0;90;8;17;18;6;31;32;3;1
2020-03-19 22:30:00;0;36;0;2;2;4;32;28;2;0
2020-03-19 22:45:00;0;18;1;2;1;4;12;17;0;0
2020-03-19 23:00:00;0;25;0;1;2;4;17;14;1;0
2020-03-19 23:15:00;0;11;1;2;2;3;24;11;0;0
2020-03-19 23:30:00;0;10;1;1;4;0;10;6;2;2
2020-03-19 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
