DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-08-16 00:00:00;5;11;10;8;0;0
2019-08-16 00:15:00;14;16;11;6;0;0
2019-08-16 00:30:00;9;8;15;11;0;0
2019-08-16 00:45:00;9;8;13;12;0;0
2019-08-16 01:00:00;8;8;6;8;0;0
2019-08-16 01:15:00;3;4;7;7;0;0
2019-08-16 01:30:00;10;11;12;6;0;0
2019-08-16 01:45:00;12;7;7;3;0;0
2019-08-16 02:00:00;11;6;6;1;0;0
2019-08-16 02:15:00;5;3;0;3;0;0
2019-08-16 02:30:00;6;2;8;7;0;0
2019-08-16 02:45:00;2;2;4;2;0;0
2019-08-16 03:00:00;5;6;4;8;0;0
2019-08-16 03:15:00;6;8;11;5;0;0
2019-08-16 03:30:00;3;4;5;3;0;0
2019-08-16 03:45:00;6;9;7;5;0;0
2019-08-16 04:00:00;6;9;7;6;0;0
2019-08-16 04:15:00;12;9;12;5;0;0
2019-08-16 04:30:00;6;5;12;4;0;0
2019-08-16 04:45:00;10;10;14;6;0;0
2019-08-16 05:00:00;12;8;13;13;0;0
2019-08-16 05:15:00;17;24;28;15;0;0
2019-08-16 05:30:00;32;41;58;38;0;0
2019-08-16 05:45:00;21;25;50;51;0;0
2019-08-16 06:00:00;29;36;58;38;0;0
2019-08-16 06:15:00;34;28;38;37;0;0
2019-08-16 06:30:00;36;36;63;50;0;0
2019-08-16 06:45:00;40;51;47;39;0;0
2019-08-16 07:00:00;35;45;52;37;0;0
2019-08-16 07:15:00;38;35;61;52;0;0
2019-08-16 07:30:00;51;53;64;47;0;0
2019-08-16 07:45:00;56;56;53;35;1;5
2019-08-16 08:00:00;60;68;67;49;3;0
2019-08-16 08:15:00;46;45;74;46;1;1
2019-08-16 08:30:00;73;71;68;56;3;0
2019-08-16 08:45:00;72;69;66;62;8;0
2019-08-16 09:00:00;61;43;73;55;3;0
2019-08-16 09:15:00;79;76;89;69;16;0
2019-08-16 09:30:00;100;92;90;75;20;6
2019-08-16 09:45:00;81;65;103;87;14;0
2019-08-16 10:00:00;96;108;98;67;5;0
2019-08-16 10:15:00;102;106;105;76;10;4
2019-08-16 10:30:00;119;113;104;86;7;0
2019-08-16 10:45:00;97;95;109;95;12;0
2019-08-16 11:00:00;91;89;99;72;3;0
2019-08-16 11:15:00;98;110;102;81;8;0
2019-08-16 11:30:00;90;96;78;75;6;1
2019-08-16 11:45:00;108;115;102;78;8;0
2019-08-16 12:00:00;112;124;109;85;14;1
2019-08-16 12:15:00;118;99;114;93;12;0
2019-08-16 12:30:00;106;119;100;86;19;4
2019-08-16 12:45:00;97;116;102;86;17;0
2019-08-16 13:00:00;89;106;80;76;0;0
2019-08-16 13:15:00;105;110;104;94;36;0
2019-08-16 13:30:00;110;108;108;83;12;0
2019-08-16 13:45:00;112;120;98;79;17;0
2019-08-16 14:00:00;120;137;100;76;16;0
2019-08-16 14:15:00;136;141;98;91;11;2
2019-08-16 14:30:00;122;128;90;71;12;0
2019-08-16 14:45:00;118;138;105;75;15;0
2019-08-16 15:00:00;73;81;64;55;4;0
2019-08-16 15:15:00;122;110;107;83;6;0
2019-08-16 15:30:00;96;103;97;85;4;0
2019-08-16 15:45:00;83;88;77;75;4;0
2019-08-16 16:00:00;112;106;108;85;2;0
2019-08-16 16:15:00;95;120;102;95;13;0
2019-08-16 16:30:00;100;104;93;93;2;0
2019-08-16 16:45:00;117;108;96;97;5;1
2019-08-16 17:00:00;109;101;106;76;0;0
2019-08-16 17:15:00;92;65;105;86;6;0
2019-08-16 17:30:00;33;90;101;77;13;0
2019-08-16 17:45:00;90;86;92;69;8;0
2019-08-16 18:00:00;82;67;115;80;13;0
2019-08-16 18:15:00;62;75;87;64;13;0
2019-08-16 18:30:00;77;79;85;71;6;0
2019-08-16 18:45:00;57;55;73;60;7;0
2019-08-16 19:00:00;75;75;69;75;13;0
2019-08-16 19:15:00;74;69;67;66;6;0
2019-08-16 19:30:00;60;53;63;62;13;0
2019-08-16 19:45:00;56;57;57;46;1;0
2019-08-16 20:00:00;60;71;60;38;1;0
2019-08-16 20:15:00;47;51;46;38;7;1
2019-08-16 20:30:00;32;36;46;42;8;0
2019-08-16 20:45:00;33;30;40;27;2;0
2019-08-16 21:00:00;27;29;48;28;0;0
2019-08-16 21:15:00;36;33;33;27;0;0
2019-08-16 21:30:00;31;39;26;17;4;0
2019-08-16 21:45:00;42;43;37;26;0;0
2019-08-16 22:00:00;41;47;30;22;0;0
2019-08-16 22:15:00;36;23;31;25;0;0
2019-08-16 22:30:00;29;35;28;16;2;0
2019-08-16 22:45:00;19;17;28;15;1;0
2019-08-16 23:00:00;22;28;16;10;0;0
2019-08-16 23:15:00;14;14;17;9;0;0
2019-08-16 23:30:00;11;19;16;14;0;0
2019-08-16 23:45:00;14;14;21;21;0;0
