DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-08-21 00:00:00;6;21;9;0;0;0;0;0
2020-08-21 00:15:00;6;23;10;0;0;0;0;0
2020-08-21 00:30:00;7;17;13;0;0;0;0;0
2020-08-21 00:45:00;7;11;10;0;0;0;0;0
2020-08-21 01:00:00;4;13;11;0;0;0;0;0
2020-08-21 01:15:00;7;16;7;0;0;0;0;0
2020-08-21 01:30:00;5;6;5;0;0;0;0;0
2020-08-21 01:45:00;4;12;5;0;0;0;0;0
2020-08-21 02:00:00;5;11;1;0;0;0;0;0
2020-08-21 02:15:00;6;9;7;0;0;0;0;0
2020-08-21 02:30:00;3;9;3;0;0;0;0;0
2020-08-21 02:45:00;5;7;5;0;0;0;0;0
2020-08-21 03:00:00;3;8;2;0;0;0;0;0
2020-08-21 03:15:00;0;3;9;0;0;0;0;0
2020-08-21 03:30:00;4;8;3;0;0;0;0;0
2020-08-21 03:45:00;7;5;6;0;0;0;0;0
2020-08-21 04:00:00;7;9;4;0;0;0;0;0
2020-08-21 04:15:00;2;8;6;0;0;0;0;0
2020-08-21 04:30:00;5;15;4;0;0;0;0;0
2020-08-21 04:45:00;12;17;10;0;0;0;0;0
2020-08-21 05:00:00;14;40;16;0;0;0;0;0
2020-08-21 05:15:00;12;43;22;0;0;0;0;0
2020-08-21 05:30:00;27;48;37;0;0;0;0;0
2020-08-21 05:45:00;29;64;35;0;0;0;0;0
2020-08-21 06:00:00;35;63;36;0;0;0;0;0
2020-08-21 06:15:00;27;70;33;0;0;0;0;0
2020-08-21 06:30:00;35;118;53;0;0;0;3;0
2020-08-21 06:45:00;50;102;43;0;6;3;44;10
2020-08-21 07:00:00;37;83;33;0;2;0;0;0
2020-08-21 07:15:00;34;87;43;0;0;1;10;2
2020-08-21 07:30:00;38;94;47;0;0;1;1;0
2020-08-21 07:45:00;37;92;51;0;8;11;1;11
2020-08-21 08:00:00;40;85;52;0;5;5;3;0
2020-08-21 08:15:00;53;102;52;0;0;17;7;0
2020-08-21 08:30:00;55;115;55;0;0;2;7;0
2020-08-21 08:45:00;53;87;54;0;17;0;3;4
2020-08-21 09:00:00;67;112;41;0;0;3;5;0
2020-08-21 09:15:00;53;129;48;0;2;0;5;3
2020-08-21 09:30:00;59;129;53;0;5;0;8;0
2020-08-21 09:45:00;65;126;56;0;3;6;6;1
2020-08-21 10:00:00;54;125;61;0;23;8;6;10
2020-08-21 10:15:00;61;145;52;0;6;11;4;2
2020-08-21 10:30:00;55;148;72;0;11;1;10;4
2020-08-21 10:45:00;74;147;59;0;7;2;10;7
2020-08-21 11:00:00;64;158;65;0;14;6;17;15
2020-08-21 11:15:00;77;166;54;0;12;4;0;4
2020-08-21 11:30:00;70;162;49;0;2;0;7;0
2020-08-21 11:45:00;76;163;65;0;12;18;1;3
2020-08-21 12:00:00;93;175;63;0;8;15;27;2
2020-08-21 12:15:00;95;195;72;0;5;2;1;1
2020-08-21 12:30:00;99;166;84;0;12;1;25;18
2020-08-21 12:45:00;86;193;80;0;7;1;17;4
2020-08-21 13:00:00;99;195;83;0;13;11;14;64
2020-08-21 13:15:00;85;172;57;0;7;3;5;4
2020-08-21 13:30:00;86;171;73;0;34;0;2;31
2020-08-21 13:45:00;91;164;92;0;7;25;31;5
2020-08-21 14:00:00;92;156;71;0;12;7;17;6
2020-08-21 14:15:00;89;179;81;0;10;4;10;9
2020-08-21 14:30:00;80;191;71;0;3;3;9;3
2020-08-21 14:45:00;65;170;68;0;1;4;4;5
2020-08-21 15:00:00;73;161;72;0;1;0;8;0
2020-08-21 15:15:00;86;151;61;0;8;1;4;7
2020-08-21 15:30:00;78;192;73;0;19;0;1;7
2020-08-21 15:45:00;71;150;60;0;16;7;0;17
2020-08-21 16:00:00;71;173;65;0;5;0;20;45
2020-08-21 16:15:00;64;157;57;0;10;3;8;5
2020-08-21 16:30:00;70;139;56;0;6;0;5;33
2020-08-21 16:45:00;57;138;52;0;11;0;4;9
2020-08-21 17:00:00;62;150;60;0;6;0;5;9
2020-08-21 17:15:00;48;131;66;0;3;1;2;3
2020-08-21 17:30:00;50;146;63;0;4;1;3;4
2020-08-21 17:45:00;62;136;57;0;5;0;2;5
2020-08-21 18:00:00;52;148;46;0;2;5;3;2
2020-08-21 18:15:00;54;149;71;0;10;0;5;2
2020-08-21 18:30:00;63;124;60;0;4;0;5;0
2020-08-21 18:45:00;62;152;59;0;9;0;1;3
2020-08-21 19:00:00;46;129;60;0;10;0;0;2
2020-08-21 19:15:00;43;128;41;0;26;0;0;17
2020-08-21 19:30:00;40;97;59;0;87;1;2;21
2020-08-21 19:45:00;38;120;42;0;14;0;0;2
2020-08-21 20:00:00;52;113;42;0;7;3;5;3
