DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-04-21 00:00:00;3;1;2;1;0;7;7;0;0;3;1;0;2
2020-04-21 00:15:00;1;1;0;2;2;6;6;1;0;2;3;1;0
2020-04-21 00:30:00;1;0;0;1;2;4;2;0;0;0;0;0;0
2020-04-21 00:45:00;2;0;0;1;1;4;4;1;0;0;0;0;0
2020-04-21 01:00:00;3;1;0;0;1;4;4;0;0;0;1;0;0
2020-04-21 01:15:00;0;1;0;0;1;3;2;2;3;1;1;0;0
2020-04-21 01:30:00;2;2;0;0;0;2;2;0;0;0;1;0;0
2020-04-21 01:45:00;1;0;1;0;0;3;5;1;1;0;0;0;1
2020-04-21 02:00:00;3;0;1;0;2;5;4;1;0;1;2;2;1
2020-04-21 02:15:00;1;0;0;0;1;7;6;1;0;0;2;0;0
2020-04-21 02:30:00;7;3;0;2;0;11;5;0;0;0;3;0;0
2020-04-21 02:45:00;4;1;0;1;2;8;7;1;1;4;8;0;0
2020-04-21 03:00:00;8;3;0;2;0;8;9;0;0;3;3;1;0
2020-04-21 03:15:00;3;1;0;1;1;6;1;1;1;3;4;0;0
2020-04-21 03:30:00;4;1;0;1;2;8;3;1;0;3;2;1;0
2020-04-21 03:45:00;7;1;1;1;1;7;1;0;0;0;4;1;1
2020-04-21 04:00:00;4;1;1;1;2;10;6;1;0;3;3;0;1
2020-04-21 04:15:00;7;0;1;2;1;11;5;1;0;1;1;0;1
2020-04-21 04:30:00;7;0;1;4;7;23;9;1;0;1;1;0;1
2020-04-21 04:45:00;6;1;0;3;5;22;14;5;0;2;4;1;0
2020-04-21 05:00:00;10;3;3;3;8;17;16;6;0;2;2;1;3
2020-04-21 05:15:00;15;8;1;14;11;25;19;6;1;3;2;0;1
2020-04-21 05:30:00;34;21;2;12;17;46;32;7;1;1;1;0;2
2020-04-21 05:45:00;32;21;5;13;30;60;44;13;7;4;3;0;6
2020-04-21 06:00:00;23;21;6;21;22;44;37;15;6;8;4;1;8
2020-04-21 06:15:00;32;27;7;24;44;52;38;18;14;10;8;2;7
2020-04-21 06:30:00;45;41;22;39;45;77;75;34;29;19;7;4;22
2020-04-21 06:45:00;45;31;15;65;44;108;112;52;41;35;23;4;14
2020-04-21 07:00:00;53;43;13;34;33;67;67;40;33;23;14;3;14
2020-04-21 07:15:00;45;40;13;33;49;93;84;40;31;28;21;6;13
2020-04-21 07:30:00;51;49;18;42;44;79;84;47;33;25;22;10;18
2020-04-21 07:45:00;50;49;26;40;37;101;104;58;37;22;21;15;23
2020-04-21 08:00:00;36;32;21;24;29;88;73;30;23;28;23;7;18
2020-04-21 08:15:00;52;38;13;26;32;83;69;34;20;16;16;4;13
2020-04-21 08:30:00;52;33;12;54;29;86;67;48;35;28;26;10;10
2020-04-21 08:45:00;51;43;17;40;34;98;76;52;40;33;29;16;17
2020-04-21 09:00:00;42;39;21;46;27;85;75;35;24;19;28;15;21
2020-04-21 09:15:00;65;49;16;51;40;79;54;33;19;36;35;18;14
2020-04-21 09:30:00;51;44;20;51;41;93;78;40;23;42;45;19;17
2020-04-21 09:45:00;69;54;28;53;33;83;66;40;26;39;38;23;24
2020-04-21 10:00:00;63;43;23;52;28;79;60;39;26;45;40;23;24
2020-04-21 10:15:00;72;53;18;61;23;86;57;31;22;36;37;16;18
2020-04-21 10:30:00;79;63;29;64;28;86;69;35;24;43;49;18;26
2020-04-21 10:45:00;59;51;28;48;40;100;74;43;27;45;46;25;23
2020-04-21 11:00:00;77;59;15;41;27;84;81;48;26;48;50;25;16
2020-04-21 11:15:00;69;54;30;53;30;87;85;52;32;55;51;20;30
2020-04-21 11:30:00;87;61;26;59;33;93;68;52;31;63;53;25;25
2020-04-21 11:45:00;68;56;23;61;35;93;73;32;24;46;47;27;19
2020-04-21 12:00:00;79;62;29;61;32;85;72;45;30;66;57;32;27
2020-04-21 12:15:00;72;49;16;50;35;101;63;38;27;60;52;24;16
2020-04-21 12:30:00;68;46;18;44;34;96;66;46;41;63;60;30;16
2020-04-21 12:45:00;67;64;21;45;33;91;80;35;33;61;58;18;20
2020-04-21 13:00:00;66;50;17;37;26;87;94;47;32;56;45;26;18
2020-04-21 13:15:00;79;62;17;51;40;92;87;45;25;51;44;20;18
2020-04-21 13:30:00;62;53;19;53;42;87;78;41;26;46;46;13;19
2020-04-21 13:45:00;77;52;31;40;35;94;88;32;27;58;51;26;28
2020-04-21 14:00:00;66;66;22;47;32;94;83;46;31;52;44;22;21
2020-04-21 14:15:00;62;57;18;62;35;82;77;30;18;59;46;17;20
2020-04-21 14:30:00;87;73;24;57;51;87;86;37;24;58;47;16;23
2020-04-21 14:45:00;67;64;16;48;49;95;75;38;29;62;40;15;17
2020-04-21 15:00:00;69;59;23;38;29;92;84;47;31;65;44;20;20
2020-04-21 15:15:00;71;61;28;51;31;100;83;46;31;46;52;15;28
2020-04-21 15:30:00;77;87;29;45;36;99;84;51;36;68;56;19;26
2020-04-21 15:45:00;70;83;30;56;50;111;93;43;31;69;53;27;27
2020-04-21 16:00:00;77;83;18;51;42;94;70;40;23;74;58;28;19
2020-04-21 16:15:00;83;70;16;43;35;109;84;43;36;59;48;25;14
2020-04-21 16:30:00;76;93;23;60;56;113;88;40;26;64;62;27;22
2020-04-21 16:45:00;63;73;34;46;43;111;81;56;36;70;64;27;32
2020-04-21 17:00:00;95;92;27;36;44;102;89;38;25;66;60;18;22
2020-04-21 17:15:00;72;60;20;52;47;106;75;43;38;75;52;11;20
2020-04-21 17:30:00;63;71;24;41;40;91;56;37;22;74;65;21;25
2020-04-21 17:45:00;60;30;17;32;35;78;60;47;29;62;57;22;18
2020-04-21 18:00:00;62;45;14;31;34;69;42;38;29;59;48;21;13
2020-04-21 18:15:00;48;33;13;34;25;62;42;24;22;62;54;17;12
2020-04-21 18:30:00;44;27;8;39;25;64;40;20;19;56;46;16;8
2020-04-21 18:45:00;42;21;12;20;21;57;38;23;17;61;36;14;12
2020-04-21 19:00:00;53;20;11;28;26;53;30;20;16;57;47;18;13
2020-04-21 19:15:00;41;28;12;20;22;37;24;17;18;43;34;13;9
2020-04-21 19:30:00;24;19;6;22;15;36;27;16;11;36;27;11;6
2020-04-21 19:45:00;24;23;8;19;13;29;20;12;8;45;36;5;7
2020-04-21 20:00:00;20;9;7;9;13;26;13;11;12;33;28;9;4
2020-04-21 20:15:00;26;9;6;3;20;31;16;12;9;29;16;6;7
2020-04-21 20:30:00;15;5;6;7;11;25;14;4;9;18;13;3;6
