DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-06-23 00:00:00;6;1;0;0;1;7;0;7;0;0;0
2020-06-23 00:15:00;3;1;0;0;0;4;1;4;1;1;0
2020-06-23 00:30:00;2;1;1;0;0;2;4;2;4;2;0
2020-06-23 00:45:00;1;1;1;0;0;7;1;7;1;1;0
2020-06-23 01:00:00;4;0;0;0;0;2;3;2;1;2;0
2020-06-23 01:15:00;3;3;0;0;0;1;2;1;0;0;0
2020-06-23 01:30:00;2;0;0;0;0;1;0;1;0;0;0
2020-06-23 01:45:00;1;0;0;0;0;3;0;3;0;2;0
2020-06-23 02:00:00;3;4;4;0;0;7;2;7;0;1;0
2020-06-23 02:15:00;2;2;2;0;0;7;3;7;1;2;0
2020-06-23 02:30:00;1;1;1;0;0;7;3;7;2;2;0
2020-06-23 02:45:00;8;2;1;0;0;4;4;3;1;3;0
2020-06-23 03:00:00;1;2;0;0;0;4;1;4;3;4;0
2020-06-23 03:15:00;7;2;2;0;0;3;6;3;1;1;0
2020-06-23 03:30:00;4;2;1;0;0;7;5;7;2;4;0
2020-06-23 03:45:00;10;7;5;2;0;4;7;4;0;1;0
2020-06-23 04:00:00;5;0;0;0;0;7;6;7;1;1;0
2020-06-23 04:15:00;9;7;4;0;0;8;6;8;2;5;0
2020-06-23 04:30:00;13;3;2;0;0;4;5;4;1;3;0
2020-06-23 04:45:00;13;3;3;0;0;9;3;9;1;2;0
2020-06-23 05:00:00;39;1;1;0;0;28;5;28;4;4;0
2020-06-23 05:15:00;41;2;1;0;1;18;5;18;2;3;0
2020-06-23 05:30:00;71;2;2;0;1;54;5;54;4;4;0
2020-06-23 05:45:00;90;6;3;0;0;44;6;44;2;6;0
2020-06-23 06:00:00;82;6;4;0;1;60;13;60;2;5;0
2020-06-23 06:15:00;114;2;2;0;0;65;5;65;13;8;0
2020-06-23 06:30:00;138;5;3;0;0;87;8;87;3;2;0
2020-06-23 06:45:00;185;2;2;0;1;72;13;72;1;3;0
2020-06-23 07:00:00;138;5;3;0;4;69;15;69;11;1;1
2020-06-23 07:15:00;179;3;2;0;0;58;19;59;5;5;2
2020-06-23 07:30:00;176;2;0;0;2;62;14;61;8;6;0
2020-06-23 07:45:00;198;2;2;0;0;61;12;62;7;3;1
2020-06-23 08:00:00;134;3;5;1;3;66;23;65;9;6;0
2020-06-23 08:15:00;127;6;5;1;2;60;20;61;9;11;1
2020-06-23 08:30:00;23;0;0;0;0;11;1;11;3;2;0
2020-06-23 08:45:00;
2020-06-23 09:00:00;
2020-06-23 09:15:00;
2020-06-23 09:30:00;
2020-06-23 09:45:00;
2020-06-23 10:00:00;
2020-06-23 10:15:00;53;2;0;0;0;49;17;49;27;11;1
2020-06-23 10:30:00;93;1;2;0;0;89;24;89;18;10;6
2020-06-23 10:45:00;78;4;1;0;2;87;21;87;21;6;2
2020-06-23 11:00:00;100;4;3;2;3;84;33;83;22;7;1
2020-06-23 11:15:00;83;2;2;1;4;64;32;64;21;10;0
2020-06-23 11:30:00;88;1;1;0;0;94;29;94;27;12;0
2020-06-23 11:45:00;81;0;0;1;1;97;28;97;19;9;4
2020-06-23 12:00:00;83;1;0;0;0;99;34;99;21;11;0
2020-06-23 12:15:00;84;5;4;0;0;113;28;113;27;14;0
2020-06-23 12:30:00;65;2;0;1;3;100;24;101;24;6;0
2020-06-23 12:45:00;103;4;0;1;3;110;27;111;27;16;0
2020-06-23 13:00:00;80;1;0;0;1;113;27;113;16;7;0
2020-06-23 13:15:00;86;1;1;0;3;100;18;101;22;9;0
2020-06-23 13:30:00;112;0;0;0;2;121;27;120;23;6;2
2020-06-23 13:45:00;107;2;1;0;4;91;16;92;9;8;0
2020-06-23 14:00:00;94;5;3;1;0;102;25;101;23;11;0
2020-06-23 14:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-23 14:30:00;113;5;2;1;2;150;23;151;23;8;1
2020-06-23 14:45:00;107;1;1;0;0;114;13;113;13;12;0
2020-06-23 15:00:00;101;4;2;0;1;119;12;119;12;8;0
2020-06-23 15:15:00;131;3;1;0;3;141;28;141;22;8;0
2020-06-23 15:30:00;105;3;2;2;3;135;14;135;13;9;0
2020-06-23 15:45:00;114;7;2;1;0;134;21;134;15;5;1
2020-06-23 16:00:00;103;10;4;1;3;176;23;178;13;8;2
2020-06-23 16:15:00;153;3;2;1;1;154;22;158;17;7;2
2020-06-23 16:30:00;120;6;1;1;0;210;29;213;13;19;0
2020-06-23 16:45:00;136;3;3;0;3;173;13;172;9;7;1
2020-06-23 17:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-23 17:15:00;111;4;3;1;2;151;12;153;9;7;0
2020-06-23 17:30:00;116;2;0;0;1;136;22;136;10;6;0
2020-06-23 17:45:00;84;6;3;0;0;130;13;130;13;6;1
2020-06-23 18:00:00;73;4;2;1;0;118;11;119;15;9;0
2020-06-23 18:15:00;82;4;4;1;1;105;12;103;14;5;0
2020-06-23 18:30:00;71;0;0;0;0;82;10;82;7;6;0
2020-06-23 18:45:00;51;3;1;0;0;93;4;93;8;3;0
2020-06-23 19:00:00;55;2;2;1;1;72;8;72;9;0;0
2020-06-23 19:15:00;51;3;0;0;0;77;5;77;5;1;0
2020-06-23 19:30:00;40;0;0;0;0;64;8;64;4;0;0
2020-06-23 19:45:00;24;1;1;1;1;51;3;52;3;0;0
2020-06-23 20:00:00;36;0;0;0;0;54;3;53;1;1;2
2020-06-23 20:15:00;41;2;0;0;1;52;3;52;1;2;0
2020-06-23 20:30:00;35;1;0;1;2;50;5;50;5;2;0
2020-06-23 20:45:00;24;3;3;0;0;35;4;35;1;1;0
2020-06-23 21:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-23 21:15:00;31;3;3;0;0;43;1;43;3;2;0
2020-06-23 21:30:00;23;3;3;0;0;32;4;32;9;4;0
2020-06-23 21:45:00;16;4;3;0;0;34;0;34;2;2;0
2020-06-23 22:00:00;36;5;1;0;1;40;8;40;2;2;0
2020-06-23 22:15:00;22;0;0;0;1;38;2;38;0;1;0
2020-06-23 22:30:00;16;1;1;0;2;28;1;28;1;1;0
2020-06-23 22:45:00;14;1;0;0;0;19;0;19;1;0;0
2020-06-23 23:00:00;22;0;0;0;0;14;2;14;2;1;0
2020-06-23 23:15:00;8;2;1;0;0;10;0;10;3;0;0
2020-06-23 23:30:00;12;2;0;0;0;7;1;7;0;0;0
