DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-03-30 00:00:00;0;7;0;0;0;1;6;5;0;0
2020-03-30 00:15:00;0;7;1;0;0;1;4;2;0;0
2020-03-30 00:30:00;0;6;0;0;0;0;2;1;1;1
2020-03-30 00:45:00;0;1;0;0;0;2;4;5;0;0
2020-03-30 01:00:00;0;4;0;0;0;1;3;4;0;0
2020-03-30 01:15:00;0;4;0;0;0;1;4;1;0;0
2020-03-30 01:30:00;0;2;0;0;0;1;7;3;0;0
2020-03-30 01:45:00;0;3;0;0;0;0;0;2;0;0
2020-03-30 02:00:00;0;5;0;0;0;0;1;1;0;0
2020-03-30 02:15:00;0;4;1;0;0;0;4;2;0;0
2020-03-30 02:30:00;0;2;0;0;0;0;3;0;0;0
2020-03-30 02:45:00;0;4;0;0;0;0;4;0;0;0
2020-03-30 03:00:00;0;3;0;1;1;0;3;1;0;0
2020-03-30 03:15:00;0;0;0;1;0;1;5;0;0;0
2020-03-30 03:30:00;0;4;0;0;0;0;3;1;0;0
2020-03-30 03:45:00;0;5;0;0;0;0;6;1;0;0
2020-03-30 04:00:00;0;8;0;0;1;1;1;1;0;0
2020-03-30 04:15:00;0;10;0;0;0;0;6;7;0;0
2020-03-30 04:30:00;0;10;0;0;0;4;4;6;0;0
2020-03-30 04:45:00;0;18;0;1;0;1;6;7;0;0
2020-03-30 05:00:00;0;26;0;2;0;14;12;12;1;2
2020-03-30 05:15:00;0;24;0;1;3;30;12;22;1;2
2020-03-30 05:30:00;0;45;3;1;3;88;18;46;7;13
2020-03-30 05:45:00;0;37;3;6;5;89;20;57;6;13
2020-03-30 06:00:00;0;37;24;31;27;52;32;49;2;2
2020-03-30 06:15:00;0;55;6;2;4;78;27;61;16;24
2020-03-30 06:30:00;0;79;4;2;4;102;49;85;13;18
2020-03-30 06:45:00;0;79;2;2;1;103;47;84;14;13
2020-03-30 07:00:00;0;60;7;12;9;78;43;84;9;10
2020-03-30 07:15:00;0;72;6;13;10;84;52;102;15;14
2020-03-30 07:30:00;0;51;4;13;4;69;53;92;8;8
2020-03-30 07:45:00;0;77;10;6;7;106;47;104;6;7
2020-03-30 08:00:00;0;59;6;11;9;61;49;61;16;14
2020-03-30 08:15:00;0;67;7;5;13;60;46;72;7;2
2020-03-30 08:30:00;0;39;1;11;9;40;42;73;6;2
2020-03-30 08:45:00;0;56;2;10;3;38;55;67;7;5
2020-03-30 09:00:00;0;46;5;12;4;35;52;50;6;3
2020-03-30 09:15:00;0;50;0;10;10;19;43;60;4;3
2020-03-30 09:30:00;0;56;8;11;8;29;44;69;4;5
2020-03-30 09:45:00;0;63;9;11;12;26;48;52;3;2
2020-03-30 10:00:00;0;67;5;17;12;30;44;62;5;2
2020-03-30 10:15:00;0;62;17;12;10;22;54;59;3;1
2020-03-30 10:30:00;0;65;7;10;13;27;57;65;6;2
2020-03-30 10:45:00;0;79;6;11;5;27;58;57;4;3
2020-03-30 11:00:00;0;68;7;15;12;19;62;62;5;1
2020-03-30 11:15:00;0;72;8;12;7;23;60;59;7;3
2020-03-30 11:30:00;0;79;8;11;11;22;64;66;9;2
2020-03-30 11:45:00;0;69;5;10;16;22;63;72;6;2
2020-03-30 12:00:00;0;94;4;20;15;25;77;77;9;6
2020-03-30 12:15:00;0;83;9;9;17;28;55;69;7;5
2020-03-30 12:30:00;0;82;9;10;9;32;56;60;6;5
2020-03-30 12:45:00;0;69;10;13;11;30;51;57;6;3
2020-03-30 13:00:00;0;59;7;10;11;24;46;66;4;1
2020-03-30 13:15:00;0;79;5;11;9;33;62;72;3;3
2020-03-30 13:30:00;0;65;9;13;14;44;52;68;4;2
2020-03-30 13:45:00;0;83;6;21;11;40;58;81;10;9
2020-03-30 14:00:00;0;95;23;38;42;37;65;79;5;3
2020-03-30 14:15:00;0;68;21;25;26;23;59;62;10;5
2020-03-30 14:30:00;0;81;13;45;55;19;65;86;6;1
2020-03-30 14:45:00;0;109;15;20;26;27;69;81;6;2
2020-03-30 15:00:00;0;80;9;22;27;23;66;80;4;2
2020-03-30 15:15:00;0;99;14;26;31;17;54;73;8;6
2020-03-30 15:30:00;0;106;22;23;29;23;61;83;6;3
2020-03-30 15:45:00;0;87;22;20;22;19;79;89;8;2
2020-03-30 16:00:00;0;113;29;51;50;18;71;84;6;3
2020-03-30 16:15:00;0;105;14;26;36;17;85;85;5;2
2020-03-30 16:30:00;0;112;14;31;31;21;68;86;6;2
2020-03-30 16:45:00;0;110;7;27;27;16;75;107;4;0
2020-03-30 17:00:00;0;96;9;23;26;12;62;99;7;1
2020-03-30 17:15:00;0;116;13;28;33;10;73;89;6;0
2020-03-30 17:30:00;0;97;4;12;20;11;66;89;5;0
2020-03-30 17:45:00;0;75;6;14;23;8;52;67;5;1
2020-03-30 18:00:00;0;84;8;18;16;11;53;74;3;0
2020-03-30 18:15:00;0;100;6;13;14;12;49;52;6;3
2020-03-30 18:30:00;0;61;5;11;11;12;63;47;1;0
2020-03-30 18:45:00;0;60;5;9;8;16;43;50;7;2
2020-03-30 19:00:00;0;56;6;9;7;8;42;41;4;1
2020-03-30 19:15:00;0;55;4;2;1;7;43;47;5;0
2020-03-30 19:30:00;0;36;3;9;9;8;39;36;3;0
2020-03-30 19:45:00;0;34;1;3;5;5;40;31;3;2
2020-03-30 20:00:00;0;31;2;6;3;5;39;49;2;0
2020-03-30 20:15:00;0;40;4;2;3;10;34;32;5;0
2020-03-30 20:30:00;0;35;0;4;6;3;19;23;0;0
2020-03-30 20:45:00;0;30;3;2;4;2;21;16;0;0
2020-03-30 21:00:00;0;29;3;2;3;13;29;20;1;0
2020-03-30 21:15:00;0;23;0;1;2;27;17;20;4;3
2020-03-30 21:30:00;0;16;1;2;4;44;22;17;2;3
