DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-01-13 00:00:00;1;0;1;0;0;0;0;0;0
2020-01-13 00:15:00;0;0;0;0;0;0;0;0;0
2020-01-13 00:30:00;1;0;0;0;0;0;0;0;0
2020-01-13 00:45:00;1;0;0;0;0;0;0;0;0
2020-01-13 01:00:00;1;0;0;0;0;0;0;0;0
2020-01-13 01:15:00;0;0;0;0;0;0;0;0;0
2020-01-13 01:30:00;0;0;2;0;0;0;0;0;0
2020-01-13 01:45:00;0;0;0;0;0;0;0;0;0
2020-01-13 02:00:00;0;0;0;0;0;0;0;0;0
2020-01-13 02:15:00;0;0;1;0;0;0;0;0;0
2020-01-13 02:30:00;0;0;0;0;0;0;0;0;0
2020-01-13 02:45:00;0;0;0;0;0;0;0;0;0
2020-01-13 03:00:00;0;0;0;0;0;0;0;0;0
2020-01-13 03:15:00;1;0;0;0;0;0;0;0;0
2020-01-13 03:30:00;0;0;0;0;0;0;0;0;0
2020-01-13 03:45:00;0;0;0;0;0;0;0;0;0
2020-01-13 04:00:00;0;0;0;0;0;0;0;0;0
2020-01-13 04:15:00;0;0;0;0;0;0;0;0;0
2020-01-13 04:30:00;0;0;0;0;0;0;0;0;0
2020-01-13 04:45:00;1;0;2;0;0;0;0;0;0
2020-01-13 05:00:00;1;0;1;0;0;0;0;0;0
2020-01-13 05:15:00;3;0;5;0;0;0;0;0;0
2020-01-13 05:30:00;2;3;4;0;0;0;2;0;0
2020-01-13 05:45:00;5;0;3;0;0;0;0;0;0
2020-01-13 06:00:00;2;0;1;0;0;0;0;0;0
2020-01-13 06:15:00;0;2;4;0;0;1;0;0;0
2020-01-13 06:30:00;8;3;4;1;0;0;2;0;0
2020-01-13 06:45:00;10;12;11;4;0;2;2;0;0
2020-01-13 07:00:00;7;10;6;2;0;1;1;2;2
2020-01-13 07:15:00;16;2;7;5;3;1;0;0;2
2020-01-13 07:30:00;27;9;9;5;1;3;1;1;0
