DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-07-07 00:00:00;0;3;4;11;3;0;0
2020-07-07 00:15:00;0;14;9;9;3;3;2
2020-07-07 00:30:00;0;10;2;9;7;0;1
2020-07-07 00:45:00;0;9;4;6;2;0;0
2020-07-07 01:00:00;0;4;3;6;3;0;0
2020-07-07 01:15:00;0;6;2;3;0;0;0
2020-07-07 01:30:00;0;2;1;5;4;0;0
2020-07-07 01:45:00;0;5;0;6;1;0;0
2020-07-07 02:00:00;0;3;3;3;5;0;0
2020-07-07 02:15:00;0;1;1;8;3;0;0
2020-07-07 02:30:00;0;1;3;5;0;0;0
2020-07-07 02:45:00;0;5;4;6;1;0;0
2020-07-07 03:00:00;0;1;0;7;6;0;0
2020-07-07 03:15:00;0;4;3;7;4;0;0
2020-07-07 03:30:00;0;3;1;7;1;0;0
2020-07-07 03:45:00;0;1;4;6;0;0;0
2020-07-07 04:00:00;0;2;0;9;4;0;0
2020-07-07 04:15:00;0;9;3;17;5;0;0
2020-07-07 04:30:00;0;14;9;14;9;0;0
2020-07-07 04:45:00;0;18;11;19;13;0;0
2020-07-07 05:00:00;0;53;39;23;15;0;0
2020-07-07 05:15:00;0;70;61;32;22;0;0
2020-07-07 05:30:00;3;58;68;44;26;1;1
2020-07-07 05:45:00;2;49;50;43;45;2;2
2020-07-07 06:00:00;3;53;51;59;41;5;5
2020-07-07 06:15:00;3;76;93;60;57;3;3
2020-07-07 06:30:00;4;93;123;61;45;6;7
2020-07-07 06:45:00;4;89;103;65;57;4;4
2020-07-07 07:00:00;5;117;123;60;59;4;4
2020-07-07 07:15:00;25;123;146;85;78;9;9
2020-07-07 07:30:00;27;137;139;78;81;3;3
2020-07-07 07:45:00;14;121;133;125;96;5;5
2020-07-07 08:00:00;25;103;116;92;85;6;6
2020-07-07 08:15:00;8;102;120;105;85;2;2
2020-07-07 08:30:00;6;101;111;95;88;5;5
2020-07-07 08:45:00;28;86;112;111;89;3;3
2020-07-07 09:00:00;25;90;85;81;83;3;3
2020-07-07 09:15:00;10;111;105;72;90;4;4
2020-07-07 09:30:00;1;95;99;88;80;4;4
2020-07-07 09:45:00;17;97;106;104;97;3;3
2020-07-07 10:00:00;18;88;90;107;72;3;3
2020-07-07 10:15:00;10;81;85;111;99;4;3
2020-07-07 10:30:00;27;83;102;106;106;5;5
2020-07-07 10:45:00;12;78;80;118;111;2;3
2020-07-07 11:00:00;8;84;97;110;99;3;3
2020-07-07 11:15:00;11;77;106;86;92;4;3
2020-07-07 11:30:00;5;79;104;104;101;5;6
2020-07-07 11:45:00;8;94;77;103;131;3;3
2020-07-07 12:00:00;26;94;109;103;116;4;4
2020-07-07 12:15:00;10;85;83;99;97;3;3
2020-07-07 12:30:00;5;104;93;107;105;2;2
2020-07-07 12:45:00;13;106;115;86;102;5;6
2020-07-07 13:00:00;14;121;114;101;108;2;2
2020-07-07 13:15:00;16;105;117;94;97;9;9
2020-07-07 13:30:00;13;118;119;108;98;6;6
2020-07-07 13:45:00;13;110;99;124;100;2;2
2020-07-07 14:00:00;28;105;101;120;110;4;4
2020-07-07 14:15:00;8;93;86;123;145;1;1
2020-07-07 14:30:00;32;116;96;127;137;7;7
2020-07-07 14:45:00;6;111;104;134;166;3;3
2020-07-07 15:00:00;29;97;79;105;117;6;6
2020-07-07 15:15:00;15;113;97;142;148;2;2
2020-07-07 15:30:00;13;99;90;118;125;4;5
2020-07-07 15:45:00;14;104;91;129;128;4;4
2020-07-07 16:00:00;11;102;111;144;133;2;2
2020-07-07 16:15:00;17;108;92;139;160;4;4
2020-07-07 16:30:00;9;107;115;144;158;4;4
2020-07-07 16:45:00;20;104;107;142;161;5;5
2020-07-07 17:00:00;16;101;108;134;146;5;5
2020-07-07 17:15:00;21;136;104;128;155;2;2
2020-07-07 17:30:00;33;121;105;130;137;4;4
2020-07-07 17:45:00;17;113;109;140;151;5;5
2020-07-07 18:00:00;14;102;86;121;126;4;4
2020-07-07 18:15:00;10;87;112;126;115;2;2
2020-07-07 18:30:00;15;84;86;113;114;6;6
2020-07-07 18:45:00;10;73;77;104;92;2;2
2020-07-07 19:00:00;5;64;69;96;93;3;3
2020-07-07 19:15:00;5;80;83;78;69;4;4
2020-07-07 19:30:00;6;67;65;79;62;4;4
2020-07-07 19:45:00;6;51;65;75;65;2;2
2020-07-07 20:00:00;26;67;61;64;56;3;3
2020-07-07 20:15:00;2;40;43;54;34;1;1
2020-07-07 20:30:00;7;38;35;48;42;2;2
2020-07-07 20:45:00;3;51;61;59;47;1;1
2020-07-07 21:00:00;3;56;67;56;45;3;3
2020-07-07 21:15:00;15;50;52;65;42;1;1
2020-07-07 21:30:00;6;39;34;53;45;1;1
2020-07-07 21:45:00;2;26;5;59;57;1;1
2020-07-07 22:00:00;2;32;9;69;64;2;2
2020-07-07 22:15:00;1;39;12;72;77;2;2
2020-07-07 22:30:00;0;24;13;42;36;2;2
2020-07-07 22:45:00;0;25;1;27;20;1;1
2020-07-07 23:00:00;1;27;14;25;12;2;2
2020-07-07 23:15:00;1;21;16;35;27;1;1
2020-07-07 23:30:00;2;16;7;23;11;1;1
