DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-07-13 00:00:00;1;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
2020-07-13 00:15:00;3;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0
2020-07-13 00:30:00;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 00:45:00;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 01:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 01:15:00;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 01:30:00;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-07-13 01:45:00;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 02:00:00;13;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0
2020-07-13 02:15:00;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-07-13 02:30:00;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 02:45:00;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
2020-07-13 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 03:15:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 03:30:00;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-07-13 03:45:00;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0
2020-07-13 04:00:00;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 04:15:00;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-13 04:30:00;5;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0
2020-07-13 04:45:00;11;2;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0
2020-07-13 05:00:00;297;1;1;0;0;0;18;2;1;0;0;0;0;0;0;0;0;0
2020-07-13 05:15:00;0;2;0;0;0;0;21;2;1;0;0;0;0;0;0;0;0;0
2020-07-13 05:30:00;10;3;2;0;0;0;28;2;3;0;0;0;0;0;0;1;6;0
2020-07-13 05:45:00;281;5;8;0;0;0;27;6;5;0;0;0;0;0;0;0;0;0
2020-07-13 06:00:00;0;7;10;0;0;0;26;4;8;0;0;0;0;0;0;0;0;0
2020-07-13 06:15:00;21;6;8;0;0;0;26;2;12;0;0;0;0;0;0;0;0;0
2020-07-13 06:30:00;67;8;10;0;0;0;34;8;10;0;0;0;1;0;0;0;0;0
2020-07-13 06:45:00;264;8;10;0;0;0;56;7;15;0;0;0;0;0;0;0;0;0
2020-07-13 07:00:00;93;15;15;0;0;0;54;6;10;0;0;0;1;1;0;1;0;0
2020-07-13 07:15:00;124;6;18;0;0;0;60;10;19;0;0;0;0;0;0;0;0;0
2020-07-13 07:30:00;130;19;22;0;0;0;75;23;32;0;0;0;0;0;0;5;12;0
2020-07-13 07:45:00;89;17;25;0;0;0;72;14;24;0;0;0;0;0;0;1;0;0
2020-07-13 08:00:00;95;16;13;0;0;0;65;13;14;0;0;0;0;0;0;0;0;0
2020-07-13 08:15:00;79;21;21;0;0;0;60;19;14;0;0;0;0;0;0;1;0;0
2020-07-13 08:30:00;102;17;29;0;0;0;61;17;10;0;0;0;5;2;0;0;0;0
2020-07-13 08:45:00;92;21;28;0;0;0;55;15;15;0;0;0;1;0;0;0;0;0
2020-07-13 09:00:00;70;19;18;0;0;0;50;12;16;0;0;0;0;0;0;1;0;0
2020-07-13 09:15:00;66;18;22;0;0;0;65;21;12;0;0;0;1;0;0;0;0;0
2020-07-13 09:30:00;83;11;17;0;0;0;47;16;16;0;0;0;1;0;0;0;0;0
2020-07-13 09:45:00;91;22;32;0;0;0;55;26;22;0;0;0;2;2;0;3;0;0
2020-07-13 10:00:00;73;25;25;0;0;0;72;18;15;0;0;0;0;0;0;0;0;0
2020-07-13 10:15:00;73;27;29;0;0;0;74;30;18;0;0;0;0;0;0;1;0;0
2020-07-13 10:30:00;67;24;32;0;0;0;75;23;23;0;0;0;3;0;5;0;13;0
2020-07-13 10:45:00;87;22;20;0;0;0;81;20;25;0;0;0;0;0;0;0;0;0
2020-07-13 11:00:00;89;28;35;0;0;0;81;19;11;0;0;0;0;0;0;0;0;0
2020-07-13 11:15:00;75;25;27;0;0;0;83;16;30;0;0;0;2;7;0;0;0;2
2020-07-13 11:30:00;91;24;40;0;0;0;92;27;31;0;0;0;4;0;0;0;0;0
2020-07-13 11:45:00;98;30;38;0;0;0;93;23;22;0;0;0;0;0;0;0;0;0
2020-07-13 12:00:00;71;21;22;0;0;0;86;24;33;0;0;0;0;0;0;1;0;0
2020-07-13 12:15:00;78;25;28;0;0;0;85;16;25;0;0;0;1;0;0;4;0;0
2020-07-13 12:30:00;69;20;27;0;0;0;71;16;23;0;0;0;0;0;0;1;5;0
2020-07-13 12:45:00;84;21;29;0;0;0;315;24;23;0;0;0;3;0;0;2;1;0
2020-07-13 13:00:00;60;14;20;0;0;0;59;24;36;0;0;0;7;1;0;2;4;0
2020-07-13 13:15:00;97;13;21;0;0;0;74;15;18;0;0;0;0;0;0;0;0;0
2020-07-13 13:30:00;102;22;16;0;0;0;69;19;25;0;0;0;2;0;0;0;0;0
2020-07-13 13:45:00;72;24;26;0;0;0;80;25;19;0;0;0;0;0;0;0;0;0
2020-07-13 14:00:00;79;18;27;0;0;0;79;18;24;0;0;0;1;0;0;0;0;0
2020-07-13 14:15:00;63;14;21;0;0;0;95;28;20;0;0;0;0;0;0;0;0;0
2020-07-13 14:30:00;82;16;27;0;0;0;95;21;20;0;0;0;1;0;0;0;0;0
2020-07-13 14:45:00;75;22;24;0;0;0;112;13;18;0;0;0;1;0;0;0;0;0
2020-07-13 15:00:00;79;15;22;0;0;0;97;19;14;0;0;0;1;6;0;0;3;0
2020-07-13 15:15:00;75;21;26;0;0;0;108;18;29;0;0;0;0;0;0;1;0;0
2020-07-13 15:30:00;73;14;16;0;0;0;96;16;17;0;0;0;1;0;0;2;22;0
2020-07-13 15:45:00;89;23;33;0;0;0;110;30;31;0;0;0;1;1;0;0;0;0
2020-07-13 16:00:00;64;24;29;0;0;0;109;21;34;0;0;0;0;0;0;0;0;0
2020-07-13 16:15:00;79;25;35;0;0;0;107;18;29;0;0;0;0;0;0;0;0;0
2020-07-13 16:30:00;83;18;28;0;0;0;92;19;24;0;0;0;1;0;0;0;0;1
2020-07-13 16:45:00;87;20;18;0;0;0;115;28;26;0;0;0;1;0;0;0;0;0
2020-07-13 17:00:00;105;33;34;0;0;0;108;37;37;0;0;0;2;3;0;1;0;0
2020-07-13 17:15:00;87;22;34;0;0;0;91;31;25;0;0;0;1;0;0;0;0;0
2020-07-13 17:30:00;95;35;35;0;0;0;91;22;28;0;0;0;0;0;0;1;0;0
2020-07-13 17:45:00;
2020-07-13 18:00:00;21;6;4;0;0;0;21;4;4;0;0;0;0;0;0;0;0;0
2020-07-13 18:15:00;
2020-07-13 18:30:00;
2020-07-13 18:45:00;
2020-07-13 19:00:00;
2020-07-13 19:15:00;
2020-07-13 19:30:00;
2020-07-13 19:45:00;
2020-07-13 20:00:00;
2020-07-13 20:15:00;
2020-07-13 20:30:00;
2020-07-13 20:45:00;
2020-07-13 21:00:00;
2020-07-13 21:15:00;
2020-07-13 21:30:00;
2020-07-13 21:45:00;
2020-07-13 22:00:00;
2020-07-13 22:15:00;
2020-07-13 22:30:00;
2020-07-13 22:45:00;
2020-07-13 23:00:00;
2020-07-13 23:15:00;
2020-07-13 23:30:00;
2020-07-13 23:45:00;
