DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-09-21 00:00:00;6;10;2;2;12;10;0;0;15;0;0
2020-09-21 00:15:00;5;7;1;0;11;9;0;0;7;0;0
2020-09-21 00:30:00;2;1;0;1;19;13;0;0;13;0;0
2020-09-21 00:45:00;4;4;0;0;15;8;0;0;13;0;0
2020-09-21 01:00:00;9;12;1;0;4;7;1;0;5;0;0
2020-09-21 01:15:00;6;3;0;0;9;5;1;0;3;0;0
2020-09-21 01:30:00;10;10;2;0;6;5;1;0;6;0;0
2020-09-21 01:45:00;7;8;1;0;9;5;0;0;5;0;0
2020-09-21 02:00:00;4;6;1;0;3;1;0;0;4;0;0
2020-09-21 02:15:00;6;8;1;0;2;2;0;0;2;0;0
2020-09-21 02:30:00;4;4;0;0;7;1;0;0;3;0;0
2020-09-21 02:45:00;4;1;0;0;2;2;0;0;3;0;0
2020-09-21 03:00:00;10;12;3;1;7;5;0;0;5;0;0
2020-09-21 03:15:00;2;5;1;0;8;4;0;0;5;0;0
2020-09-21 03:30:00;4;5;0;0;5;1;1;0;2;0;0
2020-09-21 03:45:00;4;5;1;1;6;3;1;0;2;0;0
2020-09-21 04:00:00;12;14;1;0;8;4;0;0;4;0;0
2020-09-21 04:15:00;12;10;0;0;12;5;0;0;6;0;0
2020-09-21 04:30:00;20;13;0;0;10;5;1;0;7;0;0
2020-09-21 04:45:00;20;10;2;0;15;6;0;0;9;0;0
2020-09-21 05:00:00;28;25;0;2;26;10;1;0;13;0;0
2020-09-21 05:15:00;26;39;3;1;39;18;0;0;24;0;0
2020-09-21 05:30:00;58;60;15;2;52;33;0;0;36;0;0
2020-09-21 05:45:00;56;75;10;3;55;30;2;0;35;0;0
2020-09-21 06:00:00;64;89;18;5;100;50;5;0;56;0;0
2020-09-21 06:15:00;73;90;28;8;102;57;5;0;61;0;4
2020-09-21 06:30:00;87;134;39;19;141;101;8;0;104;0;12
2020-09-21 06:45:00;94;131;19;31;132;120;7;0;116;1;23
2020-09-21 07:00:00;76;84;17;8;128;129;6;0;135;3;7
2020-09-21 07:15:00;84;105;12;10;167;171;9;0;179;4;3
2020-09-21 07:30:00;91;114;12;16;151;163;6;0;168;5;1
2020-09-21 07:45:00;90;127;16;24;104;117;10;0;130;2;5
2020-09-21 08:00:00;93;123;17;13;122;99;10;0;110;6;0
2020-09-21 08:15:00;83;111;43;11;101;99;8;0;103;2;3
2020-09-21 08:30:00;85;108;13;11;99;73;7;0;77;4;6
2020-09-21 08:45:00;68;73;2;11;105;101;7;0;99;3;3
2020-09-21 09:00:00;88;106;10;6;93;72;10;0;79;5;4
2020-09-21 09:15:00;61;93;10;9;108;73;4;0;84;5;0
2020-09-21 09:30:00;98;103;8;12;91;100;10;0;104;6;1
2020-09-21 09:45:00;82;86;8;8;100;89;12;0;90;9;11
2020-09-21 10:00:00;98;97;11;8;81;82;7;0;80;7;5
2020-09-21 10:15:00;87;95;8;9;100;97;8;0;96;11;9
2020-09-21 10:30:00;86;90;15;12;100;102;6;0;112;6;1
2020-09-21 10:45:00;64;134;19;8;88;92;11;0;95;10;5
2020-09-21 11:00:00;64;131;19;7;92;115;10;0;128;3;15
2020-09-21 11:15:00;86;105;14;10;84;87;5;0;92;7;2
2020-09-21 11:30:00;64;79;10;12;84;76;7;0;85;6;1
2020-09-21 11:45:00;78;112;14;5;102;106;7;0;114;5;7
2020-09-21 12:00:00;93;97;29;10;87;90;9;0;87;9;3
2020-09-21 12:15:00;89;102;9;4;89;85;6;0;98;7;7
2020-09-21 12:30:00;81;103;10;4;92;89;8;0;89;1;0
2020-09-21 12:45:00;80;107;7;4;120;122;6;0;123;3;6
2020-09-21 13:00:00;95;114;12;6;93;91;5;0;96;7;3
2020-09-21 13:15:00;90;127;14;2;106;88;8;0;95;2;7
2020-09-21 13:30:00;10;167;49;26;94;94;7;0;107;11;4
2020-09-21 13:45:00;0;167;20;9;105;95;11;0;103;9;0
2020-09-21 14:00:00;15;122;11;8;85;93;9;0;96;8;1
2020-09-21 14:15:00;67;115;21;6;113;93;10;0;116;12;0
