DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-07-18 00:00:00;18;0;1;0;20;0;0;0;0;0;0;0;0
2020-07-18 00:15:00;19;0;1;2;35;0;0;0;0;0;0;0;0
2020-07-18 00:30:00;22;0;0;0;28;0;0;0;0;0;0;0;0
2020-07-18 00:45:00;13;0;0;1;24;0;0;0;0;0;0;0;0
2020-07-18 01:00:00;16;1;1;0;17;0;0;0;0;0;0;0;0
2020-07-18 01:15:00;7;1;0;0;21;0;0;0;0;0;0;0;0
2020-07-18 01:30:00;14;0;0;1;5;0;0;0;0;0;0;0;0
2020-07-18 01:45:00;20;0;0;0;16;1;0;0;0;0;0;0;0
2020-07-18 02:00:00;13;0;0;2;10;0;0;0;0;0;0;0;0
2020-07-18 02:15:00;15;1;0;0;8;0;0;0;0;0;0;0;0
2020-07-18 02:30:00;6;0;0;0;11;0;0;0;0;0;0;0;0
2020-07-18 02:45:00;4;0;1;1;7;0;0;0;0;0;0;0;0
2020-07-18 03:00:00;9;0;0;0;8;0;0;0;0;0;0;0;0
2020-07-18 03:15:00;11;0;0;0;8;0;0;0;0;0;0;0;0
2020-07-18 03:30:00;7;0;1;1;6;0;0;0;0;0;0;0;0
2020-07-18 03:45:00;5;0;0;0;3;0;0;0;0;0;0;0;0
2020-07-18 04:00:00;6;1;0;0;7;0;0;0;0;0;0;0;0
2020-07-18 04:15:00;5;1;0;0;4;1;0;0;0;0;0;0;0
2020-07-18 04:30:00;4;0;0;0;5;0;0;0;0;0;0;0;0
2020-07-18 04:45:00;8;1;0;1;3;0;0;0;0;0;0;0;0
2020-07-18 05:00:00;6;1;0;0;6;0;0;0;0;0;0;0;0
2020-07-18 05:15:00;16;0;0;1;10;0;0;0;0;0;0;0;0
2020-07-18 05:30:00;20;0;0;1;14;0;0;0;0;0;0;0;0
2020-07-18 05:45:00;21;1;1;0;18;0;0;0;0;0;0;0;0
2020-07-18 06:00:00;22;0;4;0;21;0;0;0;0;0;0;0;0
2020-07-18 06:15:00;35;1;3;2;29;0;0;0;0;0;0;0;0
2020-07-18 06:30:00;29;3;1;1;19;0;0;0;0;0;0;0;0
2020-07-18 06:45:00;27;1;0;4;20;0;0;0;0;0;0;0;0
2020-07-18 07:00:00;28;1;2;0;20;0;0;0;2;0;0;0;0
2020-07-18 07:15:00;39;4;5;0;29;0;0;0;5;0;0;0;0
2020-07-18 07:30:00;49;4;9;3;35;0;0;0;7;0;0;0;0
2020-07-18 07:45:00;47;3;6;4;39;0;0;0;2;0;0;0;0
2020-07-18 08:00:00;52;6;6;4;34;0;1;0;7;0;0;0;0
2020-07-18 08:15:00;61;7;9;6;61;0;0;1;0;0;0;0;0
2020-07-18 08:30:00;74;2;7;4;56;0;1;0;14;0;0;0;0
2020-07-18 08:45:00;67;9;4;5;65;3;1;0;1;0;0;0;0
2020-07-18 09:00:00;98;8;5;5;66;2;1;8;0;0;0;0;0
2020-07-18 09:15:00;98;6;12;9;98;4;1;0;21;0;0;0;0
2020-07-18 09:30:00;144;9;13;7;82;5;1;2;2;0;0;0;0
2020-07-18 09:45:00;133;8;10;8;111;2;8;5;15;0;1;0;0
2020-07-18 10:00:00;144;12;9;11;95;10;2;0;3;0;0;0;0
2020-07-18 10:15:00;139;8;11;11;101;10;5;3;13;0;0;0;0
2020-07-18 10:30:00;147;8;9;11;133;6;9;1;7;0;6;0;0
2020-07-18 10:45:00;149;5;13;8;127;7;8;5;16;0;0;0;0
2020-07-18 11:00:00;125;11;13;12;131;10;8;2;6;0;0;0;0
2020-07-18 11:15:00;131;9;11;11;128;8;12;2;8;0;0;0;0
2020-07-18 11:30:00;137;12;13;13;133;10;7;4;2;0;0;0;0
2020-07-18 11:45:00;127;7;13;10;155;8;16;3;41;0;0;0;0
2020-07-18 12:00:00;139;6;12;16;137;6;10;0;12;0;0;0;0
2020-07-18 12:15:00;128;4;13;9;133;2;9;1;20;0;0;0;0
2020-07-18 12:30:00;134;9;4;11;130;8;10;12;6;0;0;6;0
2020-07-18 12:45:00;122;4;12;13;153;4;10;22;3;2;0;0;0
2020-07-18 13:00:00;98;6;6;17;154;4;13;9;6;6;0;0;0
2020-07-18 13:15:00;136;2;7;17;133;10;10;0;13;0;0;0;0
2020-07-18 13:30:00;134;5;8;8;135;4;13;27;2;0;0;0;0
2020-07-18 13:45:00;166;5;7;9;147;6;13;19;9;0;4;0;0
2020-07-18 14:00:00;129;3;3;6;129;11;10;4;7;0;0;0;0
2020-07-18 14:15:00;123;6;14;7;150;7;7;2;9;0;1;0;0
2020-07-18 14:30:00;154;6;9;7;157;6;10;8;10;0;0;1;0
2020-07-18 14:45:00;164;9;12;9;164;9;4;6;3;0;0;0;0
2020-07-18 15:00:00;126;6;11;10;137;5;7;5;15;0;0;0;0
2020-07-18 15:15:00;133;2;13;10;145;8;15;3;2;0;0;0;0
2020-07-18 15:30:00;110;4;12;5;146;8;6;0;7;0;0;0;0
2020-07-18 15:45:00;153;5;6;5;119;9;13;5;24;0;0;5;0
2020-07-18 16:00:00;115;5;13;13;147;9;8;0;69;0;0;0;0
2020-07-18 16:15:00;112;2;3;6;150;8;8;0;29;0;0;3;0
2020-07-18 16:30:00;127;4;6;6;131;6;11;2;7;0;1;1;0
2020-07-18 16:45:00;124;6;15;5;134;12;15;1;16;0;0;0;0
2020-07-18 17:00:00;116;4;8;9;121;5;8;2;16;1;0;1;0
2020-07-18 17:15:00;119;5;7;5;136;2;8;3;11;0;3;0;0
2020-07-18 17:30:00;126;1;4;7;136;6;4;7;16;0;0;7;0
2020-07-18 17:45:00;132;6;11;6;135;0;11;0;8;0;0;0;0
2020-07-18 18:00:00;112;5;5;9;139;1;6;5;9;0;0;0;0
2020-07-18 18:15:00;92;3;9;6;135;0;2;0;27;0;0;1;0
2020-07-18 18:30:00;93;3;3;13;119;1;1;4;3;0;0;0;0
2020-07-18 18:45:00;95;1;7;0;105;1;1;0;6;0;0;0;0
2020-07-18 19:00:00;89;4;7;4;111;0;1;1;7;0;0;0;0
2020-07-18 19:15:00;102;3;5;9;107;0;0;0;2;0;0;0;0
2020-07-18 19:30:00;88;2;8;5;94;1;0;4;7;0;0;0;0
2020-07-18 19:45:00;49;5;8;7;104;1;0;12;6;0;0;0;0
2020-07-18 20:00:00;61;1;3;7;95;0;0;0;1;0;0;0;0
