DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2020-07-23 00:00:00;3;1;3;2;6;6;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 00:15:00;1;2;1;2;5;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 00:30:00;5;1;3;2;9;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 00:45:00;1;2;6;3;9;9;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 01:00:00;3;1;2;2;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 01:15:00;1;2;1;2;6;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 01:30:00;1;4;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 01:45:00;2;0;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 02:00:00;1;0;2;2;2;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 02:15:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 02:30:00;1;0;3;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 02:45:00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 03:00:00;2;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 03:15:00;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 03:30:00;1;2;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 03:45:00;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 04:00:00;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 04:15:00;3;1;1;0;5;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 04:30:00;3;4;4;1;11;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 04:45:00;7;6;4;4;7;5;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 05:00:00;6;6;3;0;22;8;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 05:15:00;7;12;10;6;47;19;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 05:30:00;9;10;14;6;62;25;4;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 05:45:00;20;25;26;12;66;35;5;1;0;6;0;0;0;1;1;0;0;0;0;0;0;0
2020-07-23 06:00:00;18;29;19;18;36;21;10;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0
2020-07-23 06:15:00;18;30;26;16;53;25;8;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 06:30:00;20;32;23;18;82;35;9;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 06:45:00;27;29;37;16;97;39;12;6;0;8;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 07:00:00;18;27;30;14;81;28;20;4;0;7;0;0;0;0;0;0;0;0;0;0;0;4
2020-07-23 07:15:00;18;47;56;27;96;32;35;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 07:30:00;39;45;58;19;83;44;49;5;0;21;0;0;0;0;0;0;0;0;0;0;0;0
