DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-06-12 00:00:00;0;9;10;5;2;0;0;0;0;0;0;0
2020-06-12 00:15:00;1;9;10;10;6;0;0;0;0;0;0;0
2020-06-12 00:30:00;0;6;9;4;4;0;0;0;0;0;0;0
2020-06-12 00:45:00;2;2;6;8;2;0;0;0;0;0;0;0
2020-06-12 01:00:00;2;3;5;8;10;0;0;0;0;0;0;0
2020-06-12 01:15:00;0;4;10;2;3;0;0;0;0;0;0;0
2020-06-12 01:30:00;2;4;6;6;1;0;0;0;0;0;0;0
2020-06-12 01:45:00;1;3;3;3;2;0;0;0;0;0;0;0
2020-06-12 02:00:00;1;2;6;6;6;0;0;0;0;0;0;0
2020-06-12 02:15:00;0;2;3;2;2;0;0;0;0;0;0;0
2020-06-12 02:30:00;0;1;4;3;4;0;0;0;0;0;0;0
2020-06-12 02:45:00;1;2;3;5;1;0;0;0;0;0;0;0
2020-06-12 03:00:00;0;1;2;1;1;0;0;0;0;0;0;0
2020-06-12 03:15:00;1;3;4;1;0;0;0;0;0;0;0;0
2020-06-12 03:30:00;0;1;0;2;2;0;0;0;0;0;0;0
2020-06-12 03:45:00;0;6;3;4;3;0;0;0;0;0;0;0
2020-06-12 04:00:00;1;0;0;1;0;0;0;0;0;0;0;0
2020-06-12 04:15:00;0;3;2;4;0;0;0;0;0;0;0;0
2020-06-12 04:30:00;0;6;3;4;0;0;0;0;0;0;0;0
2020-06-12 04:45:00;3;5;4;6;3;0;0;0;0;0;0;0
2020-06-12 05:00:00;4;18;12;6;2;0;0;0;0;0;0;0
2020-06-12 05:15:00;0;17;16;12;8;0;0;0;0;0;0;0
2020-06-12 05:30:00;3;11;6;18;11;0;0;0;0;0;0;0
2020-06-12 05:45:00;3;17;17;31;12;0;0;0;0;0;0;0
2020-06-12 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 06:15:00;7;23;24;33;21;0;0;0;0;0;0;0
2020-06-12 06:30:00;4;29;24;26;26;0;0;0;0;0;1;6
2020-06-12 06:45:00;7;31;18;39;25;1;1;0;0;4;0;0
2020-06-12 07:00:00;5;40;25;37;24;0;0;0;0;1;0;0
2020-06-12 07:15:00;5;37;31;37;36;0;2;0;0;1;2;8
2020-06-12 07:30:00;4;34;20;43;37;0;5;0;0;0;3;14
2020-06-12 07:45:00;10;39;44;45;35;2;0;0;0;0;4;2
2020-06-12 08:00:00;9;43;30;47;30;2;0;0;0;2;1;25
2020-06-12 08:15:00;8;47;41;53;33;0;0;0;0;0;5;0
2020-06-12 08:30:00;9;47;52;43;36;3;4;0;0;0;2;10
2020-06-12 08:45:00;16;56;43;57;41;4;3;0;0;12;4;25
2020-06-12 09:15:00;12;54;56;53;37;5;0;0;0;0;3;7
2020-06-12 09:30:00;9;49;43;58;53;3;2;0;0;17;3;0
2020-06-12 09:45:00;13;72;59;64;50;7;6;0;0;7;11;12
2020-06-12 10:00:00;12;65;89;53;48;3;1;0;0;3;2;2
2020-06-12 10:15:00;9;56;50;59;49;2;2;0;0;3;6;2
2020-06-12 10:30:00;14;69;71;61;62;3;2;0;0;1;9;3
2020-06-12 10:45:00;9;70;69;71;74;1;4;0;0;4;3;0
2020-06-12 11:00:00;16;62;68;46;76;4;1;0;0;12;11;127
2020-06-12 11:15:00;5;66;65;62;47;3;1;0;0;3;4;3
2020-06-12 11:30:00;11;91;64;78;70;5;5;0;0;20;5;8
2020-06-12 11:45:00;14;90;52;72;73;4;12;0;0;49;13;54
2020-06-12 12:00:00;12;81;72;68;58;7;3;0;0;2;12;10
2020-06-12 12:15:00;10;86;70;69;56;1;3;0;0;14;6;7
2020-06-12 12:30:00;13;85;75;60;47;1;3;0;0;8;12;28
2020-06-12 12:45:00;10;71;74;68;61;2;3;0;0;2;8;2
2020-06-12 13:00:00;8;76;58;54;48;1;2;0;0;23;13;6
2020-06-12 13:15:00;11;92;57;70;57;0;3;0;0;2;11;0
2020-06-12 13:30:00;17;101;72;65;61;4;15;0;0;79;16;0
2020-06-12 13:45:00;14;80;62;84;53;2;5;0;0;0;6;1
2020-06-12 14:00:00;10;87;77;85;55;4;3;0;0;103;9;22
2020-06-12 14:15:00;7;90;76;74;60;2;7;0;0;25;10;14
2020-06-12 14:30:00;9;102;82;86;66;5;6;0;0;12;6;6
2020-06-12 14:45:00;12;68;91;80;60;1;3;0;0;2;7;29
2020-06-12 15:00:00;22;83;73;60;58;10;20;0;0;56;2;33
2020-06-12 15:15:00;10;75;77;58;45;1;1;0;0;14;10;14
2020-06-12 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 15:45:00;15;77;83;62;50;3;2;0;0;2;11;17
2020-06-12 16:00:00;11;107;87;60;47;3;4;0;0;8;7;1
2020-06-12 16:15:00;15;74;70;54;51;2;4;0;0;17;9;29
2020-06-12 16:30:00;13;69;64;79;58;13;0;0;0;32;9;7
2020-06-12 16:45:00;14;77;73;82;57;1;0;0;0;32;4;9
2020-06-12 17:00:00;19;65;60;74;54;2;5;0;0;13;5;6
2020-06-12 17:15:00;13;59;61;64;56;4;1;0;0;10;6;4
2020-06-12 17:30:00;9;61;54;79;65;2;0;0;0;36;14;25
2020-06-12 17:45:00;18;61;56;82;61;2;5;0;0;10;15;11
2020-06-12 18:00:00;12;60;53;74;44;0;3;0;0;2;14;0
2020-06-12 18:15:00;11;60;76;72;67;0;7;0;0;3;1;0
2020-06-12 18:30:00;7;50;49;67;51;2;2;0;0;8;7;20
2020-06-12 18:45:00;22;64;50;53;47;5;0;0;0;16;10;3
2020-06-12 19:00:00;9;49;41;62;38;4;9;0;0;17;4;67
2020-06-12 19:15:00;7;49;50;45;44;3;1;0;8;57;2;24
2020-06-12 19:30:00;13;44;40;45;37;7;2;0;0;31;9;220
2020-06-12 19:45:00;7;55;51;35;39;5;11;0;0;24;7;2
2020-06-12 20:00:00;16;47;49;41;39;1;4;0;0;10;20;2
2020-06-12 20:15:00;14;44;24;39;29;11;1;0;0;0;0;0
2020-06-12 20:30:00;15;40;43;48;40;3;2;0;0;1;2;5
2020-06-12 20:45:00;9;34;29;36;23;4;5;0;0;12;4;2
2020-06-12 21:00:00;12;37;31;35;22;2;1;0;0;6;4;95
2020-06-12 21:15:00;17;36;42;34;18;17;1;0;0;30;2;20
2020-06-12 21:30:00;2;31;31;25;21;3;4;0;0;0;1;2
2020-06-12 21:45:00;3;42;34;28;17;3;1;0;0;40;1;1
2020-06-12 22:00:00;9;126;72;31;24;7;2;0;0;8;4;0
2020-06-12 22:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 22:30:00;4;28;24;11;16;0;2;0;0;3;3;67
2020-06-12 22:45:00;8;36;27;20;8;4;0;0;0;8;2;0
2020-06-12 23:00:00;3;28;28;21;8;0;0;0;0;0;0;0
2020-06-12 23:15:00;1;25;22;25;19;1;0;0;0;2;0;0
2020-06-12 23:30:00;2;12;14;19;21;1;0;0;0;1;0;0
2020-06-12 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
