DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-06-16 00:00:00;8;7;12;7;1;0;0
2020-06-16 00:15:00;5;5;11;7;1;2;0
2020-06-16 00:30:00;10;10;14;5;0;1;0
2020-06-16 00:45:00;7;13;7;5;1;2;0
2020-06-16 01:00:00;7;9;10;5;0;2;0
2020-06-16 01:15:00;4;2;6;5;0;0;0
2020-06-16 01:30:00;5;1;3;4;0;1;0
2020-06-16 01:45:00;7;4;9;2;0;2;0
2020-06-16 02:00:00;11;6;8;3;0;1;0
2020-06-16 02:15:00;10;9;3;6;0;1;0
2020-06-16 02:30:00;6;9;4;3;0;1;0
2020-06-16 03:00:00;6;1;5;6;1;0;0
2020-06-16 03:15:00;4;3;7;5;1;0;0
2020-06-16 03:30:00;3;4;7;3;0;2;0
2020-06-16 03:45:00;10;3;13;5;0;0;0
2020-06-16 04:00:00;6;6;5;4;0;1;0
2020-06-16 04:15:00;7;8;10;2;1;1;0
2020-06-16 04:30:00;18;14;28;8;2;1;0
2020-06-16 04:45:00;16;19;57;10;1;5;0
2020-06-16 05:00:00;38;26;120;66;5;14;0
2020-06-16 05:15:00;34;53;255;159;5;21;0
2020-06-16 05:30:00;48;69;233;165;41;18;0
2020-06-16 05:45:00;126;138;212;103;18;16;0
2020-06-16 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-16 06:15:00;117;169;190;131;17;15;0
2020-06-16 06:30:00;87;121;235;172;15;42;0
2020-06-16 06:45:00;67;115;238;193;36;42;0
2020-06-16 07:00:00;77;89;237;221;36;33;0
2020-06-16 07:15:00;78;101;218;212;36;41;0
2020-06-16 07:30:00;93;120;269;251;50;49;3
2020-06-16 07:45:00;89;143;251;219;29;51;0
2020-06-16 08:00:00;76;122;232;183;23;40;0
2020-06-16 08:15:00;80;128;234;199;14;41;0
2020-06-16 08:30:00;83;102;184;174;14;41;0
2020-06-16 08:45:00;88;117;171;166;29;31;1
2020-06-16 09:00:00;70;112;140;146;16;24;0
2020-06-16 09:15:00;60;105;144;147;24;20;0
2020-06-16 09:30:00;72;89;127;127;18;20;0
2020-06-16 09:45:00;90;111;157;143;24;25;2
2020-06-16 10:00:00;89;120;133;159;12;17;0
2020-06-16 10:15:00;90;143;115;140;22;18;0
2020-06-16 10:30:00;113;127;127;161;93;16;6
2020-06-16 10:45:00;91;131;139;158;22;24;0
2020-06-16 11:00:00;86;144;100;140;26;25;0
2020-06-16 11:15:00;81;139;135;141;25;23;0
2020-06-16 11:30:00;99;156;122;138;26;40;0
2020-06-16 11:45:00;114;169;140;166;25;20;0
2020-06-16 12:00:00;108;142;120;133;22;31;0
2020-06-16 12:15:00;108;163;126;134;21;23;0
2020-06-16 12:30:00;106;145;130;134;22;31;0
2020-06-16 12:45:00;114;155;125;166;146;31;0
2020-06-16 13:00:00;99;140;135;141;153;35;2
2020-06-16 13:15:00;137;181;181;163;25;26;0
2020-06-16 13:30:00;109;145;218;172;16;38;4
2020-06-16 13:45:00;130;170;219;183;20;25;1
2020-06-16 14:00:00;168;224;187;181;105;28;0
2020-06-16 14:15:00;187;250;148;171;14;19;0
2020-06-16 14:30:00;201;210;147;182;23;30;1
2020-06-16 14:45:00;222;228;157;174;30;26;0
2020-06-16 15:00:00;197;206;127;163;14;29;0
2020-06-16 15:15:00;190;220;143;167;20;39;0
2020-06-16 15:30:00;184;211;145;167;9;39;0
2020-06-16 15:45:00;190;219;145;194;25;21;0
2020-06-16 16:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-16 16:15:00;220;289;144;193;17;35;0
2020-06-16 16:30:00;198;249;136;150;73;35;0
2020-06-16 16:45:00;180;246;141;174;252;38;1
2020-06-16 17:00:00;172;228;135;161;18;26;14
2020-06-16 17:15:00;161;236;140;188;25;34;0
2020-06-16 17:30:00;131;197;143;193;15;25;7
2020-06-16 17:45:00;131;208;136;172;23;37;2
2020-06-16 18:00:00;146;207;117;144;20;33;0
2020-06-16 18:15:00;119;168;128;167;21;30;0
2020-06-16 18:30:00;112;171;122;130;221;26;3
2020-06-16 18:45:00;99;139;109;130;19;28;0
2020-06-16 19:00:00;89;115;103;97;13;24;0
2020-06-16 19:15:00;83;124;96;98;4;25;0
2020-06-16 19:30:00;80;119;66;81;8;27;0
2020-06-16 19:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-16 20:00:00;85;100;84;85;8;12;0
2020-06-16 20:15:00;62;90;73;76;10;8;0
2020-06-16 20:30:00;52;65;83;84;4;19;0
2020-06-16 20:45:00;56;67;92;65;5;16;0
2020-06-16 21:00:00;53;68;184;103;3;12;0
2020-06-16 21:15:00;45;70;199;99;3;14;0
2020-06-16 21:30:00;59;82;185;108;3;20;0
2020-06-16 21:45:00;95;124;60;46;1;8;0
2020-06-16 22:00:00;158;186;59;57;5;10;0
2020-06-16 22:15:00;62;69;34;39;4;1;0
2020-06-16 22:30:00;46;39;38;43;2;9;0
2020-06-16 22:45:00;34;35;33;23;0;2;0
2020-06-16 23:00:00;29;30;26;21;1;7;0
2020-06-16 23:15:00;14;16;23;16;0;1;0
2020-06-16 23:30:00;19;15;31;27;0;4;0
