DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2019-11-21 00:00:00;5;10;3;1;0;0;1;4;4;8;0;6;7;1;0;2;0
2019-11-21 00:15:00;7;12;6;0;0;0;0;8;8;4;1;9;8;1;21;0;0
2019-11-21 00:30:00;6;14;6;0;0;2;2;10;16;4;1;6;11;2;0;0;0
2019-11-21 00:45:00;5;6;4;0;0;0;0;6;10;3;0;6;9;5;0;0;0
2019-11-21 01:00:00;9;6;1;1;0;0;1;5;2;2;1;6;5;0;0;3;0
2019-11-21 01:15:00;7;8;1;0;0;0;1;4;1;6;1;3;7;2;0;2;0
2019-11-21 01:30:00;6;12;3;0;0;0;0;5;2;3;3;3;5;1;11;3;0
2019-11-21 01:45:00;5;5;1;0;0;0;0;4;2;1;0;7;7;1;0;2;0
2019-11-21 02:00:00;6;8;2;0;0;0;1;4;1;6;1;3;2;1;0;0;0
2019-11-21 02:15:00;4;5;1;0;0;0;0;2;1;6;0;5;3;0;0;0;0
2019-11-21 02:30:00;6;5;0;0;0;1;0;3;1;1;2;5;7;2;0;1;0
2019-11-21 02:45:00;9;11;2;1;0;0;0;5;3;5;2;4;5;1;0;2;0
2019-11-21 03:00:00;7;9;1;0;0;1;0;4;0;3;1;1;0;0;0;0;0
2019-11-21 03:15:00;4;6;0;0;0;0;0;2;3;2;0;7;4;1;0;0;0
2019-11-21 03:30:00;6;3;1;1;0;1;0;2;2;0;0;1;5;0;0;3;0
2019-11-21 03:45:00;6;4;0;0;0;0;0;5;4;3;0;4;7;4;1;1;0
2019-11-21 04:00:00;5;5;0;0;0;0;0;2;3;5;1;4;3;0;0;0;0
2019-11-21 04:15:00;13;14;4;1;0;0;0;5;6;7;1;8;4;1;0;1;0
2019-11-21 04:30:00;11;17;6;0;0;0;0;8;8;7;4;11;7;2;1;1;0
2019-11-21 04:45:00;15;23;11;0;0;0;0;10;9;4;3;15;9;4;2;1;0
2019-11-21 05:00:00;24;41;40;0;0;1;1;12;15;9;6;27;14;3;6;1;0
2019-11-21 05:15:00;42;63;76;1;1;1;1;21;15;13;5;36;19;4;5;4;0
2019-11-21 05:30:00;52;80;80;1;0;0;1;37;41;23;18;40;24;9;27;3;0
2019-11-21 05:45:00;89;64;76;0;1;2;1;61;60;26;24;59;24;13;9;4;0
2019-11-21 06:00:00;85;55;60;1;0;2;1;46;68;24;22;52;34;12;21;6;0
2019-11-21 06:15:00;102;92;88;4;0;1;0;37;69;33;24;56;46;28;12;3;0
2019-11-21 06:30:00;141;80;107;13;0;2;0;69;59;35;32;73;45;33;21;12;0
2019-11-21 06:45:00;144;82;98;5;0;3;1;77;71;38;36;83;50;62;11;9;0
2019-11-21 07:00:00;131;113;123;11;2;3;0;33;60;25;23;90;87;69;31;27;0
2019-11-21 07:15:00;115;124;128;27;0;2;1;64;71;31;33;115;79;80;16;48;0
2019-11-21 07:30:00;112;129;137;40;3;6;3;101;102;36;44;96;77;63;39;72;0
2019-11-21 07:45:00;97;126;140;21;0;3;10;111;119;44;44;107;77;66;14;39;0
2019-11-21 08:00:00;115;105;119;20;0;5;2;83;91;43;47;93;57;58;20;22;0
2019-11-21 08:15:00;106;121;128;24;2;8;2;63;88;33;34;94;64;71;8;31;0
2019-11-21 08:30:00;112;98;117;13;1;3;2;96;93;49;51;104;63;50;10;22;0
2019-11-21 08:45:00;117;89;99;14;1;6;3;90;89;42;46;94;70;63;13;22;0
2019-11-21 09:00:00;108;79;63;13;0;7;0;63;67;43;35;70;54;51;14;16;0
2019-11-21 09:15:00;85;78;74;26;0;2;1;70;73;35;30;83;56;49;6;21;0
2019-11-21 09:30:00;85;77;73;10;1;4;1;72;67;39;28;72;49;50;7;14;0
2019-11-21 09:45:00;92;95;78;8;0;4;5;85;81;33;38;86;53;42;9;18;0
2019-11-21 10:00:00;96;96;88;4;3;6;4;56;93;42;25;74;49;44;18;12;0
2019-11-21 10:15:00;94;77;53;8;4;3;8;62;76;45;35;85;43;44;8;15;0
2019-11-21 10:30:00;85;78;68;6;0;7;4;79;61;55;36;65;53;45;16;13;0
2019-11-21 10:45:00;97;74;78;4;1;2;1;96;87;40;33;73;49;45;8;19;0
2019-11-21 11:00:00;90;79;85;14;1;4;9;76;79;36;44;71;53;43;15;14;0
2019-11-21 11:15:00;92;88;73;9;3;5;8;86;101;39;33;76;51;31;12;16;0
2019-11-21 11:30:00;82;84;73;9;2;7;9;92;88;51;38;90;56;48;8;10;0
2019-11-21 11:45:00;88;81;78;11;5;12;11;104;82;35;28;90;48;53;4;19;0
2019-11-21 12:00:00;79;78;73;8;3;4;6;79;97;46;35;74;47;46;17;8;0
2019-11-21 12:15:00;87;80;82;9;1;9;3;72;81;43;41;66;54;58;15;15;0
2019-11-21 12:30:00;90;79;67;8;3;12;6;87;102;46;37;87;55;59;15;11;0
2019-11-21 12:45:00;121;79;85;13;1;13;8;126;101;48;44;75;56;43;26;18;0
2019-11-21 13:00:00;110;74;86;10;2;11;5;80;91;45;37;70;55;46;9;14;0
2019-11-21 13:15:00;100;99;110;14;2;13;9;76;96;58;57;88;52;45;19;16;0
2019-11-21 13:30:00;83;103;112;10;2;12;5;65;87;52;43;77;51;54;27;12;0
2019-11-21 13:45:00;95;80;99;7;2;6;9;98;103;40;48;83;61;64;21;12;0
2019-11-21 14:00:00;106;91;99;18;2;6;5;146;94;55;40;84;58;46;20;23;0
2019-11-21 14:15:00;96;82;72;17;2;6;12;105;130;41;38;76;62;62;17;21;0
2019-11-21 14:30:00;67;90;80;13;1;12;4;100;126;51;37;96;58;44;16;16;0
2019-11-21 14:45:00;89;88;91;17;3;11;11;130;126;62;66;86;62;54;27;26;0
2019-11-21 15:00:00;93;93;95;15;5;10;13;118;129;59;43;83;56;52;11;15;0
2019-11-21 15:15:00;69;96;102;4;2;16;12;114;124;61;54;97;61;63;22;14;0
2019-11-21 15:30:00;96;95;91;7;3;13;12;119;137;61;61;90;61;54;32;16;0
2019-11-21 15:45:00;94;82;89;19;5;22;11;122;144;51;59;74;62;59;18;30;0
2019-11-21 16:00:00;99;96;97;16;3;17;16;155;153;77;64;97;73;69;26;20;0
2019-11-21 16:15:00;106;98;105;15;3;11;18;151;161;63;64;101;79;65;31;17;0
2019-11-21 16:30:00;95;99;103;17;7;17;8;132;139;53;49;104;63;70;19;26;0
2019-11-21 16:45:00;87;98;111;16;5;25;15;149;163;63;68;115;82;83;44;24;0
2019-11-21 17:00:00;87;108;117;27;11;21;15;180;172;67;61;98;77;70;28;36;0
2019-11-21 17:15:00;97;115;113;20;2;27;15;213;169;71;58;95;73;66;29;29;0
2019-11-21 17:30:00;91;96;91;11;1;17;12;135;153;54;56;81;76;80;27;25;0
2019-11-21 17:45:00;99;89;83;11;2;19;8;120;132;59;58;92;67;69;25;23;0
2019-11-21 18:00:00;72;84;77;10;6;14;18;122;139;57;51;91;78;78;56;21;0
2019-11-21 18:15:00;91;92;82;11;4;12;14;137;137;42;43;91;73;67;47;25;0
2019-11-21 18:30:00;70;80;71;10;2;11;7;108;106;49;31;64;67;51;6;14;0
2019-11-21 18:45:00;73;84;88;10;5;12;10;67;89;35;30;71;63;49;16;20;0
2019-11-21 19:00:00;55;95;72;9;1;9;9;79;94;36;32;76;51;39;13;13;0
2019-11-21 19:15:00;60;56;39;10;4;10;11;80;82;28;28;52;65;51;27;8;0
2019-11-21 19:30:00;50;61;58;12;3;8;7;65;70;26;12;51;45;34;6;11;0
2019-11-21 19:45:00;60;69;47;10;2;6;2;51;64;21;12;51;44;27;14;13;0
2019-11-21 20:00:00;53;59;47;12;6;2;5;48;64;17;9;36;51;38;19;22;0
2019-11-21 20:15:00;48;60;41;5;2;1;4;52;59;25;21;39;39;27;24;7;0
2019-11-21 20:30:00;49;48;45;3;4;4;2;57;42;16;9;32;34;17;20;8;0
2019-11-21 20:45:00;39;62;43;3;1;4;3;32;46;18;13;33;30;14;7;5;0
2019-11-21 21:00:00;34;68;69;7;3;4;3;24;37;13;7;28;34;15;8;9;0
2019-11-21 21:15:00;39;52;40;8;0;8;2;34;33;17;7;33;32;15;5;7;0
2019-11-21 21:30:00;49;49;40;6;4;10;2;54;49;16;11;39;26;16;4;5;0
2019-11-21 21:45:00;40;39;21;2;3;5;3;52;75;19;10;21;28;14;10;3;0
2019-11-21 22:00:00;42;36;24;1;0;5;1;55;68;29;17;19;19;12;3;3;0
2019-11-21 22:15:00;43;40;22;3;3;1;4;50;60;34;16;21;23;12;29;6;0
2019-11-21 22:30:00;47;36;21;5;0;4;0;40;28;15;13;25;24;7;4;8;0
2019-11-21 22:45:00;31;33;14;2;1;1;1;19;28;15;8;23;19;6;22;2;0
2019-11-21 23:00:00;27;30;8;4;2;3;4;18;31;13;4;19;18;9;6;4;0
2019-11-21 23:15:00;26;39;13;1;1;3;1;18;18;5;4;10;13;6;2;4;0
2019-11-21 23:30:00;15;25;9;1;2;3;1;18;20;8;1;14;13;7;4;3;0
2019-11-21 23:45:00;9;18;9;0;1;5;1;10;11;9;1;12;21;11;9;5;0
