DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-09-07 00:00:00;7;4;0;0;6;16;11;5;9;2;2;0;0
2019-09-07 00:15:00;11;16;2;0;13;23;13;7;6;5;0;4;0
2019-09-07 00:30:00;6;9;1;0;12;15;16;6;11;4;1;0;0
2019-09-07 00:45:00;9;4;1;1;7;10;6;5;4;1;0;0;0
2019-09-07 01:00:00;5;2;0;0;6;10;6;4;11;4;563;0;0
2019-09-07 01:15:00;4;5;0;0;12;12;11;8;12;6;1479;0;0
2019-09-07 01:30:00;3;1;0;0;7;14;5;3;6;1;387;0;0
2019-09-07 01:45:00;4;5;1;0;9;7;9;2;5;0;1;0;0
2019-09-07 02:00:00;6;4;0;1;3;5;10;8;2;1;1;0;0
2019-09-07 02:15:00;4;4;0;0;7;8;7;4;4;5;0;0;0
2019-09-07 02:30:00;9;5;0;0;2;4;3;5;2;1;0;0;0
2019-09-07 02:45:00;3;1;0;0;3;6;1;2;2;1;0;0;0
2019-09-07 03:00:00;3;2;1;0;4;7;3;4;3;1;0;0;0
2019-09-07 03:15:00;1;2;0;1;6;7;4;3;2;1;0;0;0
2019-09-07 03:30:00;0;4;1;0;1;2;5;0;1;0;0;0;0
2019-09-07 03:45:00;1;1;0;0;2;1;5;2;0;1;1;0;0
2019-09-07 04:00:00;3;0;0;0;3;3;4;0;1;1;0;0;0
2019-09-07 04:15:00;1;2;1;1;3;1;1;1;1;0;0;0;0
2019-09-07 04:30:00;2;4;2;0;3;3;2;1;1;0;0;0;0
2019-09-07 04:45:00;3;1;0;0;5;6;3;2;4;0;0;0;0
2019-09-07 05:00:00;1;1;0;1;5;9;3;5;3;2;0;0;0
2019-09-07 05:15:00;9;6;0;0;6;5;12;2;6;3;10;0;0
2019-09-07 05:30:00;2;1;0;0;9;7;12;5;16;2;5;0;0
2019-09-07 05:45:00;7;4;0;1;17;17;12;4;10;5;705;0;0
2019-09-07 06:00:00;2;1;0;0;19;17;15;7;4;6;944;0;0
2019-09-07 06:15:00;5;2;0;0;12;10;15;4;8;3;376;0;3
2019-09-07 06:30:00;6;2;0;0;11;10;13;14;7;0;1367;0;0
2019-09-07 06:45:00;8;3;0;2;14;12;18;7;10;6;2;0;1
2019-09-07 07:00:00;9;5;0;2;17;17;9;4;6;3;0;0;0
2019-09-07 07:15:00;5;3;0;0;16;13;12;6;11;3;1;0;0
2019-09-07 07:30:00;9;3;0;1;22;12;17;4;12;3;1;0;1
2019-09-07 07:45:00;8;5;0;1;17;9;20;8;18;6;2;0;1
2019-09-07 08:00:00;8;8;4;1;23;21;21;8;16;9;2;0;0
