DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-01-14 00:00:00;12;3;4;7;1;4
2020-01-14 00:15:00;11;4;3;10;1;2
2020-01-14 00:30:00;12;3;1;2;1;2
2020-01-14 00:45:00;10;3;4;12;0;0
2020-01-14 01:00:00;8;1;5;6;1;0
2020-01-14 01:15:00;8;2;6;6;2;0
2020-01-14 01:30:00;11;2;5;7;3;3
2020-01-14 01:45:00;5;1;2;6;1;1
2020-01-14 02:00:00;5;2;1;3;0;3
2020-01-14 02:15:00;11;0;4;4;1;0
2020-01-14 02:30:00;6;1;4;7;2;0
2020-01-14 02:45:00;5;2;4;4;0;3
2020-01-14 03:00:00;7;3;2;5;1;1
2020-01-14 03:15:00;5;1;4;7;1;0
2020-01-14 03:30:00;1;1;3;1;0;1
2020-01-14 03:45:00;11;1;2;4;1;0
2020-01-14 04:00:00;9;3;4;5;0;0
2020-01-14 04:15:00;17;6;0;12;1;1
2020-01-14 04:30:00;20;10;9;17;1;9
2020-01-14 04:45:00;28;9;11;15;0;4
2020-01-14 05:00:00;61;39;14;20;2;8
2020-01-14 05:15:00;82;66;12;34;1;12
2020-01-14 05:30:00;97;94;32;56;3;14
2020-01-14 05:45:00;103;82;40;84;2;17
2020-01-14 06:00:00;83;88;37;75;1;11
2020-01-14 06:15:00;119;111;39;90;11;18
2020-01-14 06:30:00;145;137;46;99;0;18
2020-01-14 06:45:00;130;139;47;95;4;22
2020-01-14 07:00:00;122;148;52;101;12;35
2020-01-14 07:15:00;178;183;70;125;7;40
2020-01-14 07:30:00;167;181;91;133;9;60
2020-01-14 07:45:00;168;193;95;155;13;52
2020-01-14 08:00:00;171;187;79;130;18;51
2020-01-14 08:15:00;138;137;88;134;9;46
2020-01-14 08:30:00;123;155;62;125;22;31
2020-01-14 08:45:00;147;138;74;128;21;43
2020-01-14 09:00:00;125;93;60;90;9;20
2020-01-14 09:15:00;113;98;72;100;13;33
2020-01-14 09:30:00;124;99;59;118;12;30
2020-01-14 09:45:00;130;109;66;117;11;32
2020-01-14 10:00:00;121;103;52;103;7;27
2020-01-14 10:15:00;134;98;76;120;11;29
2020-01-14 10:30:00;130;119;81;124;12;36
2020-01-14 10:45:00;125;107;84;131;9;35
2020-01-14 11:00:00;116;75;82;148;16;30
2020-01-14 11:15:00;130;103;86;129;21;56
2020-01-14 11:30:00;124;92;88;140;16;38
2020-01-14 11:45:00;128;98;73;132;20;41
2020-01-14 12:00:00;128;88;85;138;20;39
2020-01-14 12:15:00;105;94;87;154;11;40
2020-01-14 12:30:00;124;107;85;141;16;40
2020-01-14 12:45:00;112;103;91;151;19;46
2020-01-14 13:00:00;125;105;79;121;11;49
2020-01-14 13:15:00;142;141;87;148;24;52
2020-01-14 13:30:00;134;137;80;149;18;43
2020-01-14 13:45:00;146;134;90;140;23;48
2020-01-14 14:00:00;111;105;109;141;12;40
2020-01-14 14:15:00;133;113;106;188;28;38
2020-01-14 14:30:00;132;110;130;202;21;49
2020-01-14 14:45:00;133;92;113;191;18;54
2020-01-14 15:00:00;132;118;117;177;17;39
2020-01-14 15:15:00;153;112;121;199;17;48
2020-01-14 15:30:00;152;125;145;209;26;45
2020-01-14 15:45:00;160;135;145;230;17;51
2020-01-14 16:00:00;158;137;149;231;30;48
2020-01-14 16:15:00;174;154;162;235;24;58
2020-01-14 16:30:00;164;155;168;245;20;57
2020-01-14 16:45:00;157;146;152;243;21;55
2020-01-14 17:00:00;157;147;143;198;22;56
2020-01-14 17:15:00;185;165;166;233;28;50
2020-01-14 17:30:00;164;131;136;208;30;50
2020-01-14 17:45:00;151;137;137;202;26;59
2020-01-14 18:00:00;143;121;117;192;18;44
2020-01-14 18:15:00;156;131;95;182;17;46
2020-01-14 18:30:00;117;107;86;150;19;52
2020-01-14 18:45:00;134;76;86;164;15;51
2020-01-14 19:00:00;97;80;56;128;20;30
2020-01-14 19:15:00;113;70;62;118;21;35
2020-01-14 19:30:00;88;64;52;93;11;26
2020-01-14 19:45:00;83;61;59;99;8;26
2020-01-14 20:00:00;90;65;50;88;6;18
2020-01-14 20:15:00;61;54;52;83;13;10
2020-01-14 20:30:00;62;42;57;76;7;16
2020-01-14 20:45:00;69;47;27;56;8;5
2020-01-14 21:00:00;82;65;36;50;4;11
2020-01-14 21:15:00;60;49;50;65;7;9
2020-01-14 21:30:00;71;43;45;63;1;8
2020-01-14 21:45:00;64;19;51;72;2;7
2020-01-14 22:00:00;56;22;51;85;5;14
2020-01-14 22:15:00;48;13;42;70;2;4
2020-01-14 22:30:00;57;19;30;57;5;11
2020-01-14 22:45:00;34;22;22;33;4;17
2020-01-14 23:00:00;29;13;19;32;4;6
2020-01-14 23:15:00;31;10;9;24;5;2
2020-01-14 23:30:00;21;12;12;22;3;1
