DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-01-09 00:00:00;0;12;7;13;0;0;0
2020-01-09 00:15:00;0;6;5;15;2;2;2
2020-01-09 00:30:00;0;12;3;5;3;0;0
2020-01-09 00:45:00;0;7;3;3;4;1;1
2020-01-09 01:00:00;0;8;8;9;3;0;0
2020-01-09 01:15:00;0;5;3;7;3;0;0
2020-01-09 01:30:00;0;7;2;7;4;0;0
2020-01-09 01:45:00;0;1;2;9;2;0;0
2020-01-09 02:00:00;0;4;2;5;2;0;0
2020-01-09 02:15:00;0;4;4;3;4;0;0
2020-01-09 02:30:00;0;1;1;4;0;0;0
2020-01-09 02:45:00;0;5;1;1;0;0;0
2020-01-09 03:00:00;0;0;2;8;2;0;0
2020-01-09 03:15:00;0;2;0;6;4;0;0
2020-01-09 03:30:00;0;5;1;8;0;0;0
2020-01-09 03:45:00;0;0;3;7;3;0;0
2020-01-09 04:00:00;0;7;1;4;3;0;0
2020-01-09 04:15:00;0;13;6;14;6;0;0
2020-01-09 04:30:00;0;8;3;12;6;0;0
2020-01-09 04:45:00;0;19;10;13;10;0;0
2020-01-09 05:00:00;0;42;17;22;18;0;0
2020-01-09 05:15:00;3;60;49;38;26;0;0
2020-01-09 05:30:00;0;66;60;38;37;1;1
2020-01-09 05:45:00;3;50;78;36;37;2;2
2020-01-09 06:00:00;6;73;73;49;36;5;5
2020-01-09 06:15:00;6;91;112;48;50;4;3
2020-01-09 06:30:00;7;115;154;55;72;6;8
2020-01-09 06:45:00;31;114;144;70;76;4;4
2020-01-09 07:00:00;14;141;163;74;60;4;3
2020-01-09 07:15:00;16;153;194;93;75;7;8
2020-01-09 07:30:00;35;126;144;88;106;4;4
2020-01-09 07:45:00;30;180;197;99;112;5;5
2020-01-09 08:00:00;4;128;132;94;110;6;6
2020-01-09 08:15:00;16;121;133;84;87;4;3
2020-01-09 08:30:00;5;115;124;109;110;3;4
2020-01-09 08:45:00;6;106;118;103;109;4;4
2020-01-09 09:00:00;13;107;104;101;95;4;4
2020-01-09 09:15:00;4;104;96;92;82;3;3
2020-01-09 09:30:00;27;113;107;92;110;6;6
2020-01-09 09:45:00;7;98;105;113;66;2;2
2020-01-09 10:00:00;20;109;96;100;88;3;3
2020-01-09 10:15:00;10;102;107;96;96;4;3
2020-01-09 10:30:00;8;108;72;100;109;4;4
2020-01-09 10:45:00;5;117;1;116;103;3;4
2020-01-09 11:00:00;1;41;0;28;25;0;0
2020-01-09 11:15:00;30;48;20;54;55;1;1
2020-01-09 11:30:00;3;102;82;120;151;6;6
2020-01-09 11:45:00;8;112;95;89;119;3;3
2020-01-09 12:00:00;2;102;60;112;122;4;4
2020-01-09 12:15:00;6;93;91;104;119;3;2
2020-01-09 12:30:00;23;108;23;129;125;3;4
2020-01-09 12:45:00;21;102;71;103;130;5;5
2020-01-09 13:00:00;52;111;109;119;135;2;2
2020-01-09 13:15:00;51;113;96;122;133;8;8
2020-01-09 13:30:00;15;115;52;109;117;6;6
2020-01-09 13:45:00;16;101;21;114;141;3;3
2020-01-09 14:00:00;22;92;88;106;127;3;3
2020-01-09 14:15:00;2;112;72;148;125;3;3
2020-01-09 14:30:00;10;105;103;131;135;5;5
2020-01-09 14:45:00;6;126;100;153;163;3;3
2020-01-09 15:00:00;10;115;90;136;149;3;3
2020-01-09 15:15:00;5;122;107;149;179;3;3
2020-01-09 15:30:00;16;111;115;164;160;3;3
2020-01-09 15:45:00;32;136;111;167;168;6;6
2020-01-09 16:00:00;50;133;129;178;211;2;2
2020-01-09 16:15:00;13;130;122;160;194;4;4
2020-01-09 16:30:00;14;126;106;153;164;3;3
2020-01-09 16:45:00;22;124;105;175;207;7;7
2020-01-09 17:00:00;17;128;136;161;191;3;3
2020-01-09 17:15:00;27;119;124;182;208;3;3
2020-01-09 17:30:00;23;108;128;146;176;5;5
2020-01-09 17:45:00;45;103;84;165;197;4;4
2020-01-09 18:00:00;25;127;110;141;170;4;4
2020-01-09 18:15:00;16;96;105;154;146;2;2
2020-01-09 18:30:00;14;102;102;122;126;5;5
2020-01-09 18:45:00;9;104;98;101;131;4;4
2020-01-09 19:00:00;31;83;97;94;96;3;3
2020-01-09 19:15:00;6;73;79;98;111;4;4
2020-01-09 19:30:00;9;64;63;78;63;4;4
2020-01-09 19:45:00;2;73;67;95;80;2;2
2020-01-09 20:00:00;2;57;50;57;60;3;3
2020-01-09 20:15:00;3;34;21;82;69;2;2
2020-01-09 20:30:00;1;50;37;67;56;2;2
2020-01-09 20:45:00;1;39;58;88;51;2;2
2020-01-09 21:00:00;2;35;19;59;46;3;3
2020-01-09 21:15:00;1;39;29;60;41;0;0
2020-01-09 21:30:00;1;32;14;58;42;1;1
2020-01-09 21:45:00;2;28;5;39;42;1;1
2020-01-09 22:00:00;0;30;24;66;44;2;2
2020-01-09 22:15:00;0;31;30;57;47;2;2
2020-01-09 22:30:00;3;20;21;56;40;1;1
2020-01-09 22:45:00;0;14;65;56;35;1;1
2020-01-09 23:00:00;0;16;9;44;13;2;2
2020-01-09 23:15:00;0;16;10;38;13;1;1
2020-01-09 23:30:00;0;12;10;33;12;1;1
2020-01-09 23:45:00;0;11;13;20;9;0;0
