DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-10-02 00:00:00;9;5;0;9;3;0;0;0;0;0
2019-10-02 00:15:00;10;2;1;9;4;0;0;0;0;0
2019-10-02 00:30:00;8;4;0;3;4;0;0;0;0;0
2019-10-02 00:45:00;2;1;0;5;3;0;0;0;0;0
2019-10-02 01:00:00;4;6;0;4;2;1;0;0;0;0
2019-10-02 01:15:00;9;8;1;6;6;1;0;0;0;0
2019-10-02 01:30:00;2;4;0;2;4;0;0;0;0;0
2019-10-02 01:45:00;5;7;5;8;1;0;0;0;0;0
2019-10-02 02:00:00;6;5;1;9;5;0;0;0;0;0
2019-10-02 02:15:00;6;3;0;8;3;0;0;0;0;0
2019-10-02 02:30:00;6;7;0;5;2;0;0;0;0;0
2019-10-02 02:45:00;2;1;1;9;4;0;0;0;0;0
2019-10-02 03:00:00;9;5;1;9;2;0;0;0;0;0
2019-10-02 03:15:00;6;6;1;11;7;0;0;0;0;0
2019-10-02 03:30:00;7;6;1;5;2;0;0;0;0;0
2019-10-02 03:45:00;6;6;0;6;4;0;0;0;0;0
2019-10-02 04:00:00;6;4;1;7;5;0;0;0;0;0
2019-10-02 04:15:00;10;4;0;11;9;0;0;0;0;0
2019-10-02 04:30:00;12;5;0;8;1;0;0;0;0;0
2019-10-02 04:45:00;19;19;1;25;11;0;0;0;0;0
2019-10-02 05:00:00;14;7;3;28;16;0;0;0;0;0
2019-10-02 05:15:00;27;16;3;47;26;0;0;0;0;0
2019-10-02 05:30:00;56;27;2;50;22;2;0;0;0;0
2019-10-02 05:45:00;59;30;0;70;43;0;0;0;0;0
2019-10-02 06:00:00;52;45;5;67;24;2;0;0;0;0
2019-10-02 06:15:00;77;29;1;73;28;1;0;0;0;0
2019-10-02 06:30:00;103;53;0;94;53;1;0;0;0;0
2019-10-02 06:45:00;129;108;0;119;66;4;29;0;0;0
2019-10-02 07:00:00;89;44;2;121;69;6;2;0;0;0
2019-10-02 07:15:00;133;85;0;138;90;7;0;0;0;0
2019-10-02 07:30:00;110;56;1;124;93;4;2;0;0;0
2019-10-02 07:45:00;126;89;0;109;77;6;13;0;0;0
2019-10-02 08:00:00;118;104;1;104;67;5;2;0;0;0
2019-10-02 08:15:00;97;77;1;72;67;6;4;0;0;0
2019-10-02 08:30:00;90;82;1;89;55;6;0;0;0;0
2019-10-02 08:45:00;81;86;3;84;59;5;0;0;0;0
2019-10-02 09:00:00;93;69;4;95;61;7;0;0;0;0
2019-10-02 09:15:00;99;68;5;111;51;7;3;0;0;0
2019-10-02 09:30:00;100;69;1;98;78;8;0;0;0;0
2019-10-02 09:45:00;104;64;1;94;52;7;0;0;0;0
2019-10-02 10:00:00;103;62;4;110;55;6;0;0;0;0
2019-10-02 10:15:00;83;61;2;92;62;9;1;0;0;0
2019-10-02 10:30:00;108;75;1;121;84;11;0;0;0;0
2019-10-02 10:45:00;102;62;1;126;77;7;1;0;0;0
2019-10-02 11:00:00;108;61;6;116;66;5;5;0;0;0
2019-10-02 11:15:00;94;73;5;105;54;6;19;0;0;0
2019-10-02 11:30:00;129;75;7;122;80;8;0;0;0;0
2019-10-02 11:45:00;121;78;9;114;74;9;6;0;0;0
2019-10-02 12:00:00;104;64;7;135;78;14;5;0;0;0
2019-10-02 12:15:00;93;86;11;123;59;11;58;0;0;0
2019-10-02 12:30:00;97;52;13;108;82;9;2;0;0;0
2019-10-02 12:45:00;113;77;6;112;56;8;5;0;0;0
2019-10-02 13:00:00;104;57;8;108;73;8;3;0;0;0
2019-10-02 13:15:00;101;73;4;99;72;4;4;0;0;0
2019-10-02 13:30:00;129;66;12;111;63;9;7;0;0;0
2019-10-02 13:45:00;113;71;8;116;52;263;0;0;0;0
2019-10-02 14:00:00;129;98;8;123;77;7;2;0;0;0
2019-10-02 14:15:00;119;90;13;138;78;7;0;0;0;0
2019-10-02 14:30:00;139;126;5;114;69;9;0;0;0;0
2019-10-02 14:45:00;132;108;6;143;75;10;26;0;0;0
2019-10-02 15:00:00;128;76;4;128;87;10;7;0;0;0
2019-10-02 15:15:00;129;82;12;136;82;7;3;0;0;0
2019-10-02 15:30:00;117;90;4;130;120;11;6;0;0;0
2019-10-02 15:45:00;130;93;8;123;89;8;0;0;0;0
2019-10-02 16:00:00;154;94;4;144;98;11;0;0;0;0
2019-10-02 16:15:00;146;97;9;158;107;10;0;0;0;0
2019-10-02 16:30:00;135;79;6;134;102;10;3;0;0;0
2019-10-02 16:45:00;112;89;3;122;82;10;5;0;0;0
2019-10-02 17:00:00;120;59;6;143;117;8;1;0;0;0
2019-10-02 17:15:00;120;69;1;136;78;10;12;0;0;0
2019-10-02 17:30:00;112;69;8;138;76;5;0;0;0;0
2019-10-02 17:45:00;88;55;1;116;68;5;2;0;0;0
2019-10-02 18:00:00;111;67;64;115;63;6;0;0;0;0
2019-10-02 18:15:00;99;37;0;106;49;2;0;0;0;0
2019-10-02 18:30:00;95;58;3;79;53;8;1;0;0;0
2019-10-02 18:45:00;77;37;3;80;41;4;0;0;0;0
2019-10-02 19:00:00;80;39;0;84;37;3;0;0;0;0
2019-10-02 19:15:00;58;16;0;62;36;3;0;0;0;0
2019-10-02 19:30:00;57;30;0;47;20;0;0;0;0;0
2019-10-02 19:45:00;52;27;2;35;20;5;0;0;0;0
2019-10-02 20:00:00;75;21;0;37;22;4;0;0;0;0
2019-10-02 20:15:00;50;22;2;35;13;2;0;0;0;0
2019-10-02 20:30:00;40;10;1;41;11;0;0;0;0;0
2019-10-02 20:45:00;49;20;3;43;17;1;0;0;0;0
2019-10-02 21:00:00;38;12;0;34;10;0;0;0;0;0
2019-10-02 21:15:00;38;27;2;42;17;0;0;0;0;0
2019-10-02 21:30:00;29;11;0;29;14;0;0;0;0;0
2019-10-02 21:45:00;48;28;2;30;21;0;0;0;0;0
2019-10-02 22:00:00;38;23;4;26;14;0;0;0;0;0
2019-10-02 22:15:00;35;13;3;27;12;0;0;0;0;0
2019-10-02 22:30:00;32;18;0;25;10;0;0;0;0;0
2019-10-02 22:45:00;24;16;0;20;9;0;0;0;0;0
2019-10-02 23:00:00;31;18;0;20;5;0;0;0;0;0
2019-10-02 23:15:00;26;17;0;12;5;0;0;0;0;0
2019-10-02 23:30:00;34;28;0;16;7;0;0;0;0;0
2019-10-02 23:45:00;22;11;2;21;7;0;0;0;0;0
