DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-11-06 00:00:00;14;6;1;6;6;0;0;0;0;0
2019-11-06 00:15:00;6;3;0;4;3;1;0;0;0;0
2019-11-06 00:30:00;7;1;1;6;3;0;0;0;0;0
2019-11-06 00:45:00;8;5;0;2;3;0;0;0;0;0
2019-11-06 01:00:00;2;4;0;9;3;0;0;0;0;0
2019-11-06 01:15:00;12;9;0;4;1;0;0;0;0;0
2019-11-06 01:30:00;9;5;0;6;4;0;0;0;0;0
2019-11-06 01:45:00;7;4;0;5;2;0;0;0;0;0
2019-11-06 02:00:00;7;5;0;4;1;0;0;0;0;0
2019-11-06 02:15:00;2;8;0;4;3;0;0;0;0;0
2019-11-06 02:30:00;6;1;1;3;3;0;0;0;0;0
2019-11-06 02:45:00;7;5;0;2;1;0;0;0;0;0
2019-11-06 03:00:00;4;3;1;4;3;0;0;0;0;0
2019-11-06 03:15:00;4;3;0;7;2;0;0;0;0;0
2019-11-06 03:30:00;0;5;0;7;9;0;0;0;0;0
2019-11-06 03:45:00;3;5;1;7;5;0;0;0;0;0
2019-11-06 04:00:00;7;4;0;3;0;0;0;0;0;0
2019-11-06 04:15:00;8;4;0;5;2;0;0;0;0;0
2019-11-06 04:30:00;15;6;0;10;4;0;0;0;0;0
2019-11-06 04:45:00;18;14;2;17;8;0;0;0;0;0
2019-11-06 05:00:00;22;9;0;36;13;0;0;0;0;0
2019-11-06 05:15:00;33;21;2;42;20;0;0;0;0;0
2019-11-06 05:30:00;54;13;2;40;22;0;0;0;0;0
2019-11-06 05:45:00;66;34;1;68;29;1;0;0;0;0
2019-11-06 06:00:00;50;28;4;65;38;1;0;0;0;0
2019-11-06 06:15:00;66;49;4;94;45;1;0;0;0;0
2019-11-06 06:30:00;109;67;1;96;64;5;0;0;0;0
2019-11-06 06:45:00;133;85;2;125;64;4;0;0;0;0
2019-11-06 07:00:00;118;60;0;123;86;3;0;0;0;0
2019-11-06 07:15:00;149;74;1;136;100;5;1;0;0;0
2019-11-06 07:30:00;111;85;5;125;99;4;0;0;0;0
2019-11-06 07:45:00;128;86;1;107;64;1;3;0;0;0
2019-11-06 08:00:00;125;108;0;113;65;10;5;0;0;0
2019-11-06 08:15:00;102;103;2;118;61;7;0;0;0;0
2019-11-06 08:30:00;92;99;2;81;46;5;0;0;0;0
