DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-10-09 00:00:00;6;2;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-10-09 00:15:00;10;3;0;3;3;1;0;1;1;0;0;0;0;0;0
2020-10-09 00:30:00;8;1;0;2;2;1;0;0;0;0;0;0;0;0;0
2020-10-09 00:45:00;3;1;1;0;0;2;0;2;2;0;0;0;0;0;0
2020-10-09 01:00:00;7;2;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-09 01:15:00;5;2;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-10-09 01:30:00;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-10-09 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-09 02:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-09 02:15:00;2;2;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-10-09 02:30:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-10-09 02:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-09 03:00:00;3;2;0;2;2;0;0;4;3;0;0;0;0;0;0
2020-10-09 03:15:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-10-09 03:30:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-09 03:45:00;2;1;0;1;1;1;0;1;1;0;0;0;0;0;0
2020-10-09 04:00:00;2;3;0;2;3;1;0;0;0;0;0;0;0;0;0
2020-10-09 04:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-09 04:30:00;3;2;0;2;2;4;0;3;5;0;0;0;0;0;0
2020-10-09 04:45:00;3;4;0;3;3;5;0;2;2;0;0;0;0;0;0
2020-10-09 05:00:00;8;3;0;3;4;12;0;4;5;0;0;0;0;0;0
2020-10-09 05:15:00;29;10;1;7;8;16;0;8;9;0;0;0;0;0;0
2020-10-09 05:30:00;36;13;0;9;9;20;0;12;12;0;0;0;0;0;0
2020-10-09 05:45:00;44;27;1;27;25;22;0;4;4;0;0;0;0;0;0
2020-10-09 06:00:00;39;20;0;20;18;24;0;11;11;0;0;0;0;0;0
2020-10-09 06:15:00;35;16;0;15;13;21;0;7;6;0;0;0;0;0;0
2020-10-09 06:30:00;44;30;0;30;27;18;0;21;17;0;0;0;0;0;0
2020-10-09 06:45:00;56;39;0;34;33;30;0;12;9;0;0;0;0;0;0
2020-10-09 07:00:00;49;43;0;40;39;28;0;19;17;0;0;0;0;0;0
2020-10-09 07:15:00;64;81;2;76;56;43;0;34;21;4;0;1;1;0;0
2020-10-09 07:30:00;70;72;8;69;51;40;0;29;22;2;0;5;5;1;21
2020-10-09 07:45:00;84;71;2;69;47;42;0;22;21;0;0;0;0;0;0
2020-10-09 08:00:00;46;36;1;36;30;28;0;21;20;1;0;0;0;0;0
2020-10-09 08:15:00;48;44;2;40;26;22;0;22;19;0;0;0;0;0;0
2020-10-09 08:30:00;42;36;1;35;27;16;0;17;17;0;1;0;0;0;0
