DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-12-06 00:00:00;9;3;3;0;0;4;2;4;0;0;0
2019-12-06 00:15:00;7;4;6;0;0;10;3;10;0;2;0
2019-12-06 00:30:00;2;0;0;0;0;8;0;8;1;0;0
2019-12-06 00:45:00;5;2;2;0;0;5;3;5;2;2;0
2019-12-06 01:00:00;5;5;5;0;0;6;10;6;2;1;0
2019-12-06 01:15:00;4;1;0;0;0;5;0;5;0;4;0
2019-12-06 01:30:00;3;1;1;0;0;3;1;3;1;0;0
2019-12-06 01:45:00;6;0;0;0;0;5;6;5;0;2;0
2019-12-06 02:00:00;2;5;2;0;0;7;3;7;0;2;0
2019-12-06 02:15:00;4;4;2;0;0;6;0;6;0;0;0
2019-12-06 02:30:00;4;1;1;0;0;7;3;7;2;1;0
2019-12-06 02:45:00;2;0;0;0;0;5;2;5;1;3;0
2019-12-06 03:00:00;5;1;0;0;0;4;6;4;0;3;0
2019-12-06 03:15:00;4;2;0;0;0;1;5;1;2;4;0
2019-12-06 03:30:00;6;3;3;0;0;7;5;7;1;2;0
2019-12-06 03:45:00;13;4;2;0;0;4;6;5;3;5;0
2019-12-06 04:00:00;5;1;2;0;0;12;9;12;3;2;0
2019-12-06 04:15:00;12;1;1;0;0;5;0;5;0;3;0
2019-12-06 04:30:00;12;3;1;0;0;8;7;8;3;4;0
2019-12-06 04:45:00;20;6;4;0;0;10;6;10;1;3;0
2019-12-06 05:00:00;35;3;0;0;0;16;5;17;4;0;0
2019-12-06 05:15:00;47;3;3;0;0;22;7;22;4;2;0
2019-12-06 05:30:00;77;10;9;0;0;56;9;56;3;9;0
2019-12-06 05:45:00;85;4;1;0;1;37;7;37;5;4;0
2019-12-06 06:00:00;89;5;4;0;1;64;17;64;12;13;0
2019-12-06 06:15:00;128;6;5;0;0;46;10;46;9;7;0
2019-12-06 06:30:00;143;5;4;2;1;83;10;83;14;5;0
2019-12-06 06:45:00;194;0;0;0;1;81;19;81;6;8;0
2019-12-06 07:00:00;162;2;2;0;2;56;20;56;4;3;0
2019-12-06 07:15:00;207;1;0;0;0;64;16;64;12;5;0
2019-12-06 07:30:00;211;1;1;0;1;54;17;54;7;4;1
2019-12-06 07:45:00;187;3;2;0;1;65;15;66;12;6;1
2019-12-06 08:00:00;168;4;1;0;1;49;19;49;11;10;0
2019-12-06 08:15:00;131;1;1;1;0;64;30;64;12;10;0
2019-12-06 08:30:00;124;1;0;0;0;58;22;58;21;5;0
2019-12-06 08:45:00;129;1;0;1;0;48;31;48;23;5;0
2019-12-06 09:00:00;111;2;0;0;1;63;32;63;25;8;0
2019-12-06 09:15:00;134;6;2;1;0;72;37;73;30;19;0
2019-12-06 09:30:00;120;2;0;0;1;64;42;65;37;11;0
2019-12-06 09:45:00;108;2;1;0;1;70;29;69;43;18;0
2019-12-06 10:00:00;116;2;1;0;1;86;34;86;56;14;0
2019-12-06 10:15:00;99;2;0;0;0;75;36;76;28;13;0
2019-12-06 10:30:00;122;2;1;0;3;90;27;90;34;11;0
2019-12-06 10:45:00;100;2;1;0;1;109;31;109;33;11;0
2019-12-06 11:00:00;116;2;2;3;1;116;43;116;24;13;0
2019-12-06 11:15:00;87;8;4;0;0;92;25;92;22;22;2
2019-12-06 11:30:00;103;7;2;1;1;115;36;116;37;14;0
2019-12-06 11:45:00;117;7;1;0;1;112;34;111;30;21;0
2019-12-06 12:00:00;90;5;1;1;2;142;29;142;31;18;2
2019-12-06 12:15:00;107;0;0;0;3;128;36;127;29;16;0
2019-12-06 12:30:00;118;3;1;0;0;120;38;120;29;14;0
2019-12-06 12:45:00;113;5;3;0;1;122;40;123;32;15;0
2019-12-06 13:00:00;105;4;2;0;3;161;28;162;15;17;0
2019-12-06 13:15:00;117;5;2;1;1;156;41;156;26;18;1
2019-12-06 13:30:00;149;3;2;1;3;154;40;155;35;15;0
2019-12-06 13:45:00;130;4;2;1;2;135;37;135;24;19;0
2019-12-06 14:00:00;114;4;1;0;1;173;31;171;34;18;0
2019-12-06 14:15:00;141;4;1;3;4;166;27;166;23;17;2
2019-12-06 14:30:00;148;2;1;0;4;157;36;156;31;19;0
2019-12-06 14:45:00;156;1;0;0;2;175;42;173;35;23;0
2019-12-06 15:00:00;144;5;0;0;2;173;36;169;29;13;1
2019-12-06 15:15:00;113;2;0;0;2;172;30;174;27;14;2
2019-12-06 15:30:00;125;1;0;0;2;189;27;188;26;15;0
2019-12-06 15:45:00;118;1;1;0;1;176;26;172;20;14;0
2019-12-06 16:00:00;132;3;3;0;3;141;19;142;16;11;0
2019-12-06 16:15:00;142;5;2;0;1;182;26;181;13;8;0
2019-12-06 16:30:00;123;5;5;1;1;185;18;186;15;5;0
2019-12-06 16:45:00;113;4;3;0;1;165;17;164;10;11;1
2019-12-06 17:00:00;104;9;6;0;0;132;23;131;16;6;1
2019-12-06 17:15:00;111;5;5;0;3;121;22;121;7;8;1
2019-12-06 17:30:00;102;2;0;0;3;125;27;124;23;4;0
2019-12-06 17:45:00;114;6;0;0;2;113;18;113;14;11;0
2019-12-06 18:00:00;94;4;2;0;0;122;12;122;12;8;0
2019-12-06 18:15:00;64;8;2;0;0;105;11;104;6;3;0
2019-12-06 18:30:00;76;1;1;1;1;79;8;80;9;5;0
2019-12-06 18:45:00;75;2;2;0;1;69;7;68;10;8;0
2019-12-06 19:00:00;49;2;2;0;0;85;3;85;5;0;0
2019-12-06 19:15:00;44;5;3;0;0;58;10;58;3;2;0
2019-12-06 19:30:00;41;1;0;0;0;44;3;44;1;2;0
2019-12-06 19:45:00;39;1;0;0;0;55;5;54;2;1;0
2019-12-06 20:00:00;39;1;0;0;0;51;4;51;4;4;0
2019-12-06 20:15:00;30;4;4;0;0;61;6;62;2;4;0
2019-12-06 20:30:00;41;3;1;1;0;41;1;41;2;1;0
2019-12-06 20:45:00;31;2;0;0;1;34;4;34;0;1;0
2019-12-06 21:00:00;31;3;3;0;0;58;3;58;5;0;0
2019-12-06 21:15:00;32;1;1;0;0;40;2;40;3;0;0
2019-12-06 21:30:00;29;2;2;0;0;43;3;43;2;1;0
2019-12-06 21:45:00;20;4;4;0;1;34;4;34;2;0;0
2019-12-06 22:00:00;28;3;2;0;0;44;3;43;2;4;0
2019-12-06 22:15:00;20;1;1;0;0;49;2;49;4;0;0
2019-12-06 22:30:00;36;5;2;0;0;38;3;38;0;2;0
2019-12-06 22:45:00;19;0;1;0;0;24;3;24;3;4;0
2019-12-06 23:00:00;18;3;1;0;0;33;3;33;0;0;0
2019-12-06 23:15:00;19;1;0;0;0;19;0;19;4;0;0
2019-12-06 23:30:00;17;2;2;0;0;29;1;29;0;0;0
2019-12-06 23:45:00;17;0;0;0;0;18;2;18;0;0;0
