DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-09-15 00:00:00;3;1;0;2;1;5;0;0;0;0
2020-09-15 00:15:00;7;2;1;5;4;2;7;0;0;0
2020-09-15 00:30:00;4;2;0;5;4;8;3;0;0;0
2020-09-15 00:45:00;4;3;1;1;7;9;3;0;0;0
2020-09-15 01:00:00;5;4;0;0;2;7;1;0;0;0
2020-09-15 01:15:00;4;2;1;0;0;7;4;0;0;0
2020-09-15 01:30:00;3;2;1;2;6;2;4;0;0;0
2020-09-15 01:45:00;4;3;0;1;5;3;2;0;0;0
2020-09-15 02:00:00;3;3;1;2;3;5;2;0;0;0
2020-09-15 02:15:00;4;3;0;0;2;5;3;0;0;0
2020-09-15 02:30:00;5;3;1;1;3;6;0;0;0;0
2020-09-15 02:45:00;2;2;0;3;5;4;3;0;0;0
2020-09-15 03:00:00;5;4;1;4;5;6;1;0;0;0
2020-09-15 03:15:00;4;3;0;2;6;6;4;0;0;0
2020-09-15 03:30:00;7;2;0;1;2;7;0;0;0;0
2020-09-15 03:45:00;2;0;0;0;3;8;1;0;0;0
2020-09-15 04:00:00;3;4;1;1;4;4;2;0;0;0
2020-09-15 04:15:00;6;9;2;3;5;9;3;0;0;0
2020-09-15 04:30:00;5;5;3;4;4;7;6;0;0;0
2020-09-15 04:45:00;4;9;12;9;7;20;5;0;0;0
2020-09-15 05:00:00;14;19;38;20;3;21;20;0;0;0
2020-09-15 05:15:00;32;54;71;41;6;34;37;0;0;0
2020-09-15 05:30:00;59;59;73;53;16;49;37;1;0;0
2020-09-15 05:45:00;98;43;51;140;28;41;42;2;0;0
2020-09-15 06:00:00;72;28;36;143;44;30;34;0;0;0
2020-09-15 06:15:00;34;32;47;52;15;31;38;0;0;0
2020-09-15 06:30:00;52;55;82;78;19;43;39;0;0;0
2020-09-15 06:45:00;81;45;71;54;11;27;59;0;0;0
2020-09-15 07:00:00;70;38;68;70;17;37;60;3;0;0
2020-09-15 07:15:00;102;70;99;53;13;35;53;0;0;0
2020-09-15 07:30:00;125;61;77;68;9;42;55;6;0;0
2020-09-15 07:45:00;112;46;58;90;17;32;64;0;0;0
2020-09-15 08:00:00;88;46;46;79;14;31;64;0;0;0
2020-09-15 08:15:00;85;33;55;63;12;28;82;0;0;0
2020-09-15 08:30:00;93;30;27;54;11;24;66;2;0;0
2020-09-15 08:45:00;85;21;29;43;18;41;46;0;0;0
2020-09-15 09:00:00;71;23;27;44;27;35;35;0;0;0
2020-09-15 09:15:00;97;26;25;37;20;33;76;0;0;0
2020-09-15 09:30:00;96;24;20;25;16;22;38;0;0;0
2020-09-15 09:45:00;72;16;21;29;16;26;36;0;0;0
2020-09-15 10:00:00;84;26;25;35;11;23;49;1;0;0
2020-09-15 10:15:00;60;20;28;32;14;29;48;0;1;0
2020-09-15 10:30:00;77;31;27;34;15;28;50;0;0;0
2020-09-15 10:45:00;94;29;24;49;17;26;91;0;0;0
2020-09-15 11:00:00;77;18;17;40;16;28;63;0;0;0
2020-09-15 11:15:00;82;16;19;45;13;22;47;0;0;0
2020-09-15 11:30:00;49;26;20;44;21;38;81;0;0;0
2020-09-15 11:45:00;62;22;14;39;17;27;59;1;0;0
2020-09-15 12:00:00;72;15;17;56;23;36;69;0;0;0
