DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-11-15 00:00:00;0;2;3;0;3;2;3;0;0;0;0;0
2019-11-15 00:15:00;0;1;1;1;0;2;3;0;1;0;0;0
2019-11-15 00:30:00;0;1;3;4;2;3;6;0;2;0;0;0
2019-11-15 00:45:00;1;4;4;0;0;0;2;0;0;0;0;0
2019-11-15 01:00:00;1;3;3;1;1;4;8;0;0;0;0;0
2019-11-15 01:15:00;0;3;3;1;0;3;9;0;0;0;0;0
2019-11-15 01:30:00;2;2;5;0;1;2;7;0;0;0;0;0
2019-11-15 01:45:00;1;3;3;0;1;0;4;1;1;0;0;0
2019-11-15 02:00:00;1;2;2;0;0;0;2;0;1;0;0;0
2019-11-15 02:15:00;1;1;2;0;0;2;5;0;0;0;0;0
2019-11-15 02:30:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-11-15 02:45:00;1;2;2;0;0;1;1;0;0;0;0;0
2019-11-15 03:00:00;0;1;0;3;2;0;0;0;0;0;0;0
2019-11-15 03:15:00;1;0;1;0;0;1;2;0;0;0;0;0
2019-11-15 03:30:00;3;4;4;1;0;0;1;0;1;0;0;0
2019-11-15 03:45:00;0;0;0;1;1;0;0;0;0;0;0;0
2019-11-15 04:00:00;1;1;1;0;0;0;0;0;0;0;0;0
2019-11-15 04:15:00;0;0;1;1;1;0;2;0;0;0;0;0
2019-11-15 04:30:00;1;2;2;1;1;0;3;0;0;0;0;0
2019-11-15 04:45:00;2;2;2;1;0;1;12;0;0;0;0;0
2019-11-15 05:00:00;3;4;4;0;1;1;14;0;1;1;0;0
2019-11-15 05:15:00;2;2;6;0;0;4;26;0;0;3;0;0
2019-11-15 05:30:00;9;9;15;0;0;6;49;0;2;1;254;0
2019-11-15 05:45:00;26;24;39;0;0;8;38;0;0;0;0;0
2019-11-15 06:00:00;39;30;46;0;0;5;29;0;1;1;0;0
2019-11-15 06:15:00;20;12;20;0;0;5;20;0;1;0;0;1
2019-11-15 06:30:00;19;20;36;2;0;10;41;0;2;1;0;0
2019-11-15 06:45:00;16;26;37;0;0;11;47;0;1;5;0;0
2019-11-15 07:00:00;27;26;38;3;1;20;65;1;2;3;0;0
2019-11-15 07:15:00;38;24;31;0;3;9;54;0;2;2;0;2
2019-11-15 07:30:00;61;51;73;0;3;24;72;0;2;3;0;1
2019-11-15 07:45:00;55;45;56;0;6;17;60;0;4;4;0;0
2019-11-15 08:00:00;55;54;72;4;10;19;56;0;3;1;0;1
2019-11-15 08:15:00;48;56;80;3;7;17;57;1;3;0;0;0
2019-11-15 08:30:00;46;46;61;4;6;18;39;1;3;3;0;0
2019-11-15 08:45:00;38;71;128;2;7;16;45;1;5;4;0;4
2019-11-15 09:00:00;63;66;77;2;17;12;39;1;6;0;0;0
2019-11-15 09:15:00;57;73;108;4;18;10;39;0;13;2;0;3
2019-11-15 09:30:00;68;96;88;7;19;24;46;1;17;0;0;0
2019-11-15 09:45:00;80;99;99;9;18;20;63;4;57;1;0;3
2019-11-15 10:00:00;50;69;84;16;15;24;64;1;17;0;0;0
2019-11-15 10:15:00;79;77;75;23;21;24;64;12;25;0;0;3
2019-11-15 10:30:00;63;55;67;21;14;39;82;6;24;1;0;1
2019-11-15 10:45:00;71;57;91;20;20;40;88;7;22;0;0;0
2019-11-15 11:00:00;64;56;73;25;19;37;99;8;26;3;0;3
2019-11-15 11:15:00;76;78;88;31;21;37;84;3;20;0;0;0
2019-11-15 11:30:00;56;56;64;26;12;37;85;2;20;3;0;3
2019-11-15 11:45:00;74;92;95;22;25;42;121;5;20;0;0;6
2019-11-15 12:00:00;93;68;77;20;27;38;119;1;19;0;0;6
2019-11-15 12:15:00;80;87;98;30;32;42;117;4;16;1;0;4
2019-11-15 12:30:00;68;66;89;31;21;55;107;5;29;1;0;9
2019-11-15 12:45:00;73;70;85;33;21;45;106;4;24;0;0;5
2019-11-15 13:00:00;65;80;95;31;25;49;109;1;20;0;0;4
2019-11-15 13:15:00;60;73;84;32;16;32;104;8;64;1;0;2
2019-11-15 13:30:00;65;78;90;17;24;43;81;3;22;3;0;2
2019-11-15 13:45:00;87;82;92;22;32;46;101;1;20;3;0;0
2019-11-15 14:00:00;97;96;111;29;21;34;80;7;25;1;0;3
2019-11-15 14:15:00;86;95;114;14;23;36;91;1;27;2;0;14
2019-11-15 14:30:00;124;120;139;22;35;37;77;5;26;1;0;2
2019-11-15 14:45:00;100;93;109;25;22;44;89;6;28;5;0;5
2019-11-15 15:00:00;90;104;114;25;22;35;81;3;29;0;0;1
2019-11-15 15:15:00;112;92;104;18;23;30;74;5;26;1;0;1
2019-11-15 15:30:00;122;108;110;33;36;35;104;6;35;2;0;2
2019-11-15 15:45:00;81;95;99;37;38;34;85;4;21;1;0;0
2019-11-15 16:00:00;86;91;95;29;32;38;90;8;25;1;0;0
2019-11-15 16:15:00;108;99;93;28;32;42;108;10;26;4;0;3
2019-11-15 16:30:00;90;102;111;27;30;30;89;1;27;1;0;0
2019-11-15 16:45:00;81;89;93;25;27;43;98;5;27;2;0;6
2019-11-15 17:00:00;87;110;116;33;21;47;105;11;26;2;0;0
2019-11-15 17:15:00;85;88;90;32;28;41;106;4;20;2;0;5
2019-11-15 17:30:00;64;88;95;35;26;48;101;9;32;2;0;6
2019-11-15 17:45:00;58;80;89;23;31;38;94;3;19;2;0;0
2019-11-15 18:00:00;56;76;95;38;33;48;102;4;30;2;0;4
2019-11-15 18:15:00;44;67;70;30;28;45;74;4;22;4;0;6
2019-11-15 18:30:00;58;76;79;32;30;44;86;4;29;0;0;0
2019-11-15 18:45:00;45;77;85;32;32;40;89;5;14;0;0;0
2019-11-15 19:00:00;45;58;70;31;25;40;96;5;13;0;0;8
2019-11-15 19:15:00;39;50;61;27;20;27;75;1;12;0;0;2
2019-11-15 19:30:00;22;55;66;23;29;29;89;2;9;0;0;1
2019-11-15 19:45:00;18;43;54;30;29;34;94;0;4;4;0;0
2019-11-15 20:00:00;18;30;46;38;53;39;103;0;8;0;0;1
