DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-11-02 00:00:00;9;10;2;2;21;12;12;16;8;24;16;8;24;0
2019-11-02 00:15:00;14;7;4;1;20;6;8;20;10;30;20;10;30;0
2019-11-02 00:30:00;14;5;3;1;13;4;11;20;10;30;20;10;30;0
2019-11-02 00:45:00;7;3;3;2;19;4;11;20;10;30;20;10;30;0
2019-11-02 01:00:00;7;4;5;0;22;3;12;24;12;36;24;12;36;0
2019-11-02 01:15:00;6;3;2;1;22;9;4;26;13;39;26;13;39;0
2019-11-02 01:30:00;3;1;0;1;27;14;14;26;13;39;26;13;39;0
2019-11-02 01:45:00;3;5;5;1;32;15;7;26;13;39;26;13;39;0
2019-11-02 02:00:00;6;2;3;1;21;6;8;26;13;39;26;13;39;0
2019-11-02 02:15:00;4;4;0;0;12;2;5;24;12;37;24;12;37;0
2019-11-02 02:30:00;3;4;3;0;16;4;2;26;13;39;26;13;39;0
2019-11-02 02:45:00;3;3;1;0;7;5;3;26;13;39;26;13;39;0
2019-11-02 03:00:00;3;1;2;1;14;1;8;26;13;39;26;13;39;0
2019-11-02 03:15:00;3;0;0;1;8;2;3;26;13;39;26;13;39;0
2019-11-02 03:30:00;3;1;4;0;3;2;3;26;13;39;26;13;39;0
2019-11-02 03:45:00;1;0;2;1;9;3;7;26;13;39;26;13;39;0
2019-11-02 04:00:00;1;0;2;0;12;4;4;24;12;36;24;12;36;0
2019-11-02 04:15:00;0;7;2;0;6;0;3;26;13;39;26;13;39;0
2019-11-02 04:30:00;2;1;1;0;11;1;4;26;13;39;26;13;39;0
2019-11-02 04:45:00;4;4;3;0;11;3;0;26;13;39;26;13;39;0
2019-11-02 05:00:00;6;2;4;0;20;4;5;20;10;30;20;10;30;0
2019-11-02 05:15:00;0;6;5;1;15;6;1;20;10;30;20;10;30;0
2019-11-02 05:30:00;15;11;12;5;22;2;4;20;10;30;20;10;30;0
2019-11-02 05:45:00;12;5;8;5;19;6;4;20;10;29;20;10;29;0
2019-11-02 06:00:00;8;6;6;2;22;6;9;20;10;31;20;10;31;0
2019-11-02 06:15:00;11;3;10;5;17;7;12;18;9;27;18;9;27;0
2019-11-02 06:30:00;11;11;7;3;25;12;9;20;10;30;20;10;30;0
2019-11-02 06:45:00;19;19;10;5;33;11;11;20;10;30;20;10;30;0
2019-11-02 07:00:00;17;16;9;3;36;11;9;20;10;30;20;10;30;0
2019-11-02 07:15:00;17;14;19;5;42;13;14;20;10;30;20;10;30;0
2019-11-02 07:30:00;28;34;20;7;35;15;17;20;10;30;20;10;30;0
2019-11-02 07:45:00;37;28;16;10;42;27;18;20;10;30;20;10;30;0
2019-11-02 08:00:00;32;22;20;8;37;14;25;20;10;30;20;10;30;0
2019-11-02 08:15:00;49;41;25;15;50;19;16;21;11;30;21;11;30;0
2019-11-02 08:30:00;44;51;32;17;83;26;24;20;10;30;20;10;30;0
2019-11-02 08:45:00;56;47;34;21;74;39;31;20;10;30;20;10;30;0
2019-11-02 09:00:00;78;61;40;23;79;33;39;20;10;30;20;10;30;0
2019-11-02 09:15:00;69;72;48;36;75;36;41;18;9;27;18;9;27;0
2019-11-02 09:30:00;89;83;65;48;98;47;45;20;10;30;20;10;30;0
