DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-04-19 00:00:00;3;3;4;4;0;0;0;0;0;0;0;0
2020-04-19 00:15:00;5;5;6;4;0;0;0;0;0;0;0;0
2020-04-19 00:30:00;2;2;1;3;0;0;0;0;0;0;0;0
2020-04-19 00:45:00;6;2;4;2;0;0;0;0;0;0;0;0
2020-04-19 01:00:00;5;4;3;2;0;0;0;0;0;0;0;0
2020-04-19 01:15:00;4;3;5;4;0;0;0;0;0;0;0;0
2020-04-19 01:30:00;8;1;2;1;0;0;0;0;0;0;0;0
2020-04-19 01:45:00;1;2;2;5;0;0;0;0;0;0;0;0
2020-04-19 02:00:00;2;2;4;4;0;0;0;0;0;0;0;0
2020-04-19 02:15:00;2;1;5;4;0;0;0;0;0;0;0;0
2020-04-19 02:30:00;4;3;2;0;0;0;0;0;0;0;0;0
2020-04-19 02:45:00;0;1;1;4;0;0;0;0;0;0;0;0
2020-04-19 03:00:00;2;1;3;3;0;0;0;0;0;0;0;0
2020-04-19 03:15:00;1;1;5;1;0;0;0;0;0;0;0;0
2020-04-19 03:30:00;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-19 03:45:00;0;0;2;2;0;0;0;0;0;0;0;0
2020-04-19 04:00:00;2;4;3;3;0;0;0;0;0;0;0;0
2020-04-19 04:15:00;3;1;3;1;0;0;0;0;0;0;0;0
2020-04-19 04:30:00;4;0;1;1;0;0;0;0;0;0;0;0
2020-04-19 04:45:00;3;1;1;2;0;0;0;0;0;0;0;0
2020-04-19 05:00:00;2;1;3;6;0;0;0;0;0;0;0;0
2020-04-19 05:15:00;3;2;4;5;0;0;0;0;0;0;0;0
2020-04-19 05:30:00;14;2;4;6;0;0;0;0;0;0;0;0
2020-04-19 05:45:00;9;5;8;5;0;0;0;0;0;0;0;0
2020-04-19 06:00:00;7;1;5;4;0;0;0;0;0;0;0;0
2020-04-19 06:15:00;9;2;5;8;0;0;0;0;0;0;0;0
2020-04-19 06:30:00;5;5;4;7;0;0;0;0;0;0;0;0
2020-04-19 06:45:00;3;6;3;4;0;0;0;0;0;0;0;0
2020-04-19 07:00:00;7;7;7;6;0;0;0;0;0;0;0;0
2020-04-19 07:15:00;9;2;5;7;0;0;0;0;0;0;0;0
2020-04-19 07:30:00;8;3;5;2;0;0;0;0;0;0;0;0
2020-04-19 07:45:00;12;5;4;3;0;0;0;0;0;0;0;0
2020-04-19 08:00:00;7;2;8;13;0;0;0;0;0;0;0;0
2020-04-19 08:15:00;8;2;5;4;0;0;0;0;0;0;0;0
