DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-12-11 00:00:00;3;1;1;1;0;9;0;0;0;0
2020-12-11 00:15:00;6;1;0;4;5;7;1;0;0;0
2020-12-11 00:30:00;8;1;0;2;6;8;1;0;0;0
2020-12-11 00:45:00;7;4;1;4;7;7;3;0;0;0
2020-12-11 01:00:00;4;1;1;2;3;8;1;0;0;0
2020-12-11 01:15:00;5;1;0;0;1;5;2;0;0;0
2020-12-11 01:30:00;2;2;1;2;6;2;0;0;0;0
2020-12-11 01:45:00;3;1;0;0;4;4;0;0;0;0
2020-12-11 02:00:00;3;2;0;2;4;4;2;0;0;0
2020-12-11 02:15:00;4;2;1;2;1;8;1;0;0;0
2020-12-11 02:30:00;2;0;1;2;2;4;3;0;0;0
2020-12-11 02:45:00;6;6;0;2;4;5;0;0;0;0
2020-12-11 03:00:00;1;1;0;1;7;7;4;0;0;0
2020-12-11 03:15:00;5;2;0;2;5;7;0;0;0;0
2020-12-11 03:30:00;4;0;0;0;1;4;1;0;0;0
2020-12-11 03:45:00;4;6;1;0;5;11;5;0;0;0
2020-12-11 04:00:00;0;2;1;3;4;5;3;0;0;0
2020-12-11 04:15:00;5;4;3;3;4;4;2;0;0;0
2020-12-11 04:30:00;5;6;4;3;1;12;3;0;0;0
2020-12-11 04:45:00;9;8;10;5;5;18;9;0;0;0
2020-12-11 05:00:00;12;16;41;10;7;35;17;0;0;0
2020-12-11 05:15:00;44;53;76;46;12;37;48;0;0;1
2020-12-11 05:30:00;71;47;67;34;13;36;53;3;0;2
2020-12-11 05:45:00;89;46;44;132;27;29;42;0;0;1
2020-12-11 06:00:00;72;29;39;150;43;34;36;0;0;2
2020-12-11 06:15:00;36;39;41;73;30;29;30;0;0;0
2020-12-11 06:30:00;58;45;60;50;16;38;37;0;0;3
2020-12-11 06:45:00;63;33;58;58;17;30;24;0;0;2
2020-12-11 07:00:00;74;43;54;46;14;26;17;0;0;2
2020-12-11 07:15:00;100;42;67;42;17;34;27;0;0;4
2020-12-11 07:30:00;106;50;49;59;17;56;32;0;0;1
2020-12-11 07:45:00;94;25;39;57;12;38;67;0;0;3
2020-12-11 08:00:00;92;28;37;42;11;40;54;0;0;1
2020-12-11 08:15:00;71;26;34;39;12;35;49;0;0;2
2020-12-11 08:30:00;94;22;22;31;18;28;40;0;0;2
2020-12-11 08:45:00;87;25;22;49;13;33;36;0;0;1
2020-12-11 09:00:00;124;24;21;43;12;35;42;0;0;0
2020-12-11 09:15:00;124;22;30;33;16;26;40;0;0;1
2020-12-11 09:30:00;111;20;26;37;17;20;27;0;0;2
2020-12-11 09:45:00;102;19;21;35;24;33;50;0;0;1
2020-12-11 10:00:00;111;25;19;38;14;29;57;0;0;1
2020-12-11 10:15:00;109;32;22;31;13;33;61;0;0;1
2020-12-11 10:30:00;108;20;25;48;21;36;57;0;0;2
2020-12-11 10:45:00;123;31;21;37;25;47;63;0;0;0
2020-12-11 11:00:00;95;20;14;44;23;40;65;0;0;1
2020-12-11 11:15:00;80;20;24;55;22;37;56;0;0;1
2020-12-11 11:30:00;90;31;20;49;21;34;61;0;0;2
2020-12-11 11:45:00;114;30;21;72;26;38;55;0;0;1
2020-12-11 12:00:00;131;27;34;68;26;45;56;0;0;1
2020-12-11 12:15:00;101;24;20;89;27;46;73;0;0;1
2020-12-11 12:30:00;97;26;23;94;34;35;63;0;0;1
2020-12-11 12:45:00;90;26;31;68;23;42;94;0;0;0
2020-12-11 13:00:00;91;33;50;78;28;40;66;0;0;1
2020-12-11 13:15:00;113;43;50;94;24;50;63;0;0;0
2020-12-11 13:30:00;129;83;90;78;27;64;84;2;0;2
2020-12-11 13:45:00;115;58;74;92;24;51;66;0;0;0
2020-12-11 14:00:00;178;54;51;136;52;44;62;0;0;1
2020-12-11 14:15:00;179;47;39;184;47;36;54;0;1;1
2020-12-11 14:30:00;148;43;24;115;41;43;58;0;0;2
2020-12-11 14:45:00;118;28;31;77;26;29;72;0;0;0
2020-12-11 15:00:00;130;28;22;101;29;42;63;0;0;1
2020-12-11 15:15:00;128;26;30;102;35;45;56;0;0;0
2020-12-11 15:30:00;138;28;23;76;27;45;84;0;0;1
2020-12-11 15:45:00;122;22;25;68;24;38;49;0;0;1
2020-12-11 16:00:00;123;25;23;74;27;44;103;0;0;1
2020-12-11 16:15:00;104;32;30;57;27;39;89;0;1;1
2020-12-11 16:30:00;123;24;22;40;16;46;55;0;0;2
2020-12-11 16:45:00;89;16;22;42;21;40;47;0;0;0
2020-12-11 17:00:00;98;28;21;58;15;48;56;0;0;1
2020-12-11 17:15:00;85;17;24;56;17;45;47;0;0;1
2020-12-11 17:30:00;92;17;14;55;14;46;65;0;0;1
2020-12-11 17:45:00;66;10;8;41;21;31;54;0;0;1
2020-12-11 18:00:00;77;16;17;27;13;43;53;0;0;0
2020-12-11 18:15:00;58;11;18;43;17;28;47;1;0;1
2020-12-11 18:30:00;55;15;17;40;13;38;41;0;0;2
2020-12-11 18:45:00;44;9;17;27;8;32;46;0;0;1
2020-12-11 19:00:00;48;12;19;36;11;23;40;0;0;1
2020-12-11 19:15:00;39;10;12;36;8;37;46;0;0;1
2020-12-11 19:30:00;25;14;17;23;11;31;37;0;0;2
2020-12-11 19:45:00;25;10;11;17;7;26;29;0;0;0
2020-12-11 20:00:00;21;11;6;19;10;25;29;0;0;1
2020-12-11 20:15:00;23;14;13;12;11;15;13;0;0;0
