DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2019-09-19 00:00:00;11;0;6;0;0;0;0;0;0;0;0;0
2019-09-19 00:15:00;14;0;7;0;0;0;0;0;0;0;0;0
2019-09-19 00:30:00;9;0;7;0;0;0;0;0;0;0;0;0
2019-09-19 00:45:00;7;0;13;0;0;0;0;0;0;0;0;0
2019-09-19 01:00:00;4;0;4;0;0;0;0;0;0;0;0;0
2019-09-19 01:15:00;5;0;5;0;0;0;0;0;0;0;0;0
2019-09-19 01:30:00;4;0;4;0;0;0;0;0;0;0;0;0
2019-09-19 01:45:00;2;0;3;0;0;0;0;0;0;0;0;0
2019-09-19 02:00:00;1;0;2;0;0;0;0;0;0;0;0;0
2019-09-19 02:15:00;5;0;3;0;0;0;0;0;0;0;0;0
2019-09-19 02:30:00;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 02:45:00;5;0;5;0;0;0;0;0;0;0;0;0
2019-09-19 03:00:00;1;0;1;0;0;0;0;0;0;0;0;0
2019-09-19 03:15:00;1;0;2;0;0;0;0;0;0;0;0;0
2019-09-19 03:30:00;4;0;9;0;0;0;0;0;0;0;0;0
2019-09-19 03:45:00;7;0;5;0;0;0;0;0;0;0;0;0
2019-09-19 04:00:00;3;0;8;0;0;0;0;0;0;0;0;0
2019-09-19 04:15:00;3;0;13;0;0;0;0;0;0;0;0;0
2019-09-19 04:30:00;1;0;17;0;0;0;0;0;0;0;0;0
2019-09-19 04:45:00;7;0;35;0;0;0;0;0;0;0;0;0
2019-09-19 05:00:00;7;0;67;0;0;0;0;0;0;0;0;0
2019-09-19 05:15:00;9;0;116;0;0;0;0;0;0;0;0;0
2019-09-19 05:30:00;14;0;127;0;0;0;0;0;0;0;0;0
2019-09-19 05:45:00;45;0;143;0;0;0;0;0;0;0;0;0
2019-09-19 06:00:00;57;0;130;0;1;0;0;0;0;0;0;0
2019-09-19 06:15:00;49;0;189;0;7;1;0;0;0;1;0;0
2019-09-19 06:30:00;59;0;218;0;8;1;0;0;0;2;0;0
2019-09-19 06:45:00;43;0;221;0;8;1;0;0;0;3;0;0
2019-09-19 07:00:00;52;0;204;0;9;2;0;0;0;1;0;0
2019-09-19 07:15:00;58;0;208;0;17;2;0;0;0;3;0;0
2019-09-19 07:30:00;61;0;176;0;14;5;0;0;0;10;3;0
2019-09-19 07:45:00;109;0;193;0;12;2;0;0;0;2;0;0
2019-09-19 08:00:00;85;0;200;0;9;2;0;0;0;4;2;0
2019-09-19 08:15:00;79;0;207;0;11;0;0;0;0;2;0;0
2019-09-19 08:30:00;58;0;162;0;11;0;0;0;0;2;0;0
2019-09-19 08:45:00;91;0;154;0;3;0;0;0;0;2;0;0
2019-09-19 09:00:00;58;0;140;0;5;1;0;0;0;0;0;0
2019-09-19 09:15:00;56;0;139;0;8;0;0;0;0;1;0;0
2019-09-19 09:30:00;70;0;113;0;9;4;0;0;0;4;0;0
2019-09-19 09:45:00;75;0;117;0;9;2;0;0;0;3;0;0
2019-09-19 10:00:00;83;0;123;0;7;3;0;0;0;2;0;0
2019-09-19 10:15:00;76;0;109;0;5;0;0;0;0;2;0;0
2019-09-19 10:30:00;92;0;104;0;5;4;0;0;0;5;2;0
2019-09-19 10:45:00;101;0;104;0;1;0;0;0;0;6;1;0
2019-09-19 11:00:00;101;0;115;0;1;0;0;0;0;3;1;0
2019-09-19 11:15:00;103;0;116;0;3;0;0;0;0;3;3;0
2019-09-19 11:30:00;96;0;103;0;6;0;0;0;0;4;0;0
2019-09-19 11:45:00;101;0;101;0;6;0;0;0;0;3;0;0
2019-09-19 12:00:00;121;0;96;0;2;0;0;0;0;6;0;0
2019-09-19 12:15:00;120;0;96;0;5;0;0;0;0;5;0;0
2019-09-19 12:30:00;108;0;123;0;5;1;0;0;0;6;4;0
2019-09-19 12:45:00;132;0;125;0;4;3;0;0;0;5;0;0
2019-09-19 13:00:00;119;0;109;0;7;3;0;0;0;11;16;0
2019-09-19 13:15:00;122;0;149;0;6;5;0;0;0;10;0;0
2019-09-19 13:30:00;121;0;164;0;7;5;0;0;0;3;1;0
2019-09-19 13:45:00;132;0;133;0;5;2;0;0;0;4;0;0
2019-09-19 14:00:00;126;0;120;0;5;3;0;0;0;4;0;0
2019-09-19 14:15:00;162;0;106;0;6;4;0;0;0;3;0;0
2019-09-19 14:30:00;173;0;113;0;5;7;0;0;0;5;2;0
2019-09-19 14:45:00;163;0;136;0;3;6;0;0;0;6;1;0
2019-09-19 15:00:00;187;0;109;0;6;4;0;0;0;7;38;0
2019-09-19 15:15:00;179;0;119;0;3;8;0;0;0;6;1;0
2019-09-19 15:30:00;183;0;135;0;3;4;0;0;0;11;59;0
2019-09-19 15:45:00;182;0;132;0;2;6;0;0;0;7;6;0
2019-09-19 16:00:00;213;0;139;0;4;7;0;0;0;5;0;0
2019-09-19 16:15:00;208;0;121;0;2;9;0;0;0;6;4;0
2019-09-19 16:30:00;223;0;153;0;4;11;0;0;0;8;9;0
2019-09-19 16:45:00;234;0;115;0;7;6;0;0;0;5;2;0
2019-09-19 17:00:00;227;0;137;0;3;5;0;0;0;11;0;0
2019-09-19 17:15:00;230;0;138;0;5;7;0;0;0;8;13;0
2019-09-19 17:30:00;187;0;109;0;4;3;0;0;0;13;1;0
2019-09-19 17:45:00;177;0;140;0;4;9;0;0;0;8;23;0
2019-09-19 18:00:00;169;0;137;0;3;5;0;0;0;6;3;0
2019-09-19 18:15:00;175;0;122;0;3;10;0;0;0;7;0;0
2019-09-19 18:30:00;180;0;105;0;2;6;0;0;0;7;0;0
2019-09-19 18:45:00;135;0;140;0;2;4;0;0;0;5;0;0
2019-09-19 19:00:00;125;0;109;0;2;6;0;0;0;16;1;0
2019-09-19 19:15:00;119;0;98;0;1;6;0;0;0;3;0;0
2019-09-19 19:30:00;114;0;99;0;1;8;0;0;0;2;0;0
2019-09-19 19:45:00;112;0;88;0;4;2;0;0;0;3;1;0
2019-09-19 20:00:00;97;0;59;0;1;0;0;0;0;6;0;0
2019-09-19 20:15:00;114;0;62;0;1;0;0;0;0;4;2;0
2019-09-19 20:30:00;80;0;60;0;0;3;0;0;0;3;0;0
