DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-08-11 00:00:00;1;2;5;1;0;5;0;0;0;0;0;0
2020-08-11 00:15:00;2;7;12;3;5;5;0;0;0;0;0;0
2020-08-11 00:30:00;2;2;6;1;0;4;0;0;0;0;0;0
2020-08-11 00:45:00;2;3;3;0;0;2;0;0;0;0;0;0
2020-08-11 01:00:00;1;1;6;1;1;6;0;0;0;0;0;0
2020-08-11 01:15:00;1;0;2;1;0;1;0;0;0;0;0;0
2020-08-11 01:30:00;1;2;2;0;0;1;0;0;0;0;0;0
2020-08-11 01:45:00;1;0;1;0;0;1;0;0;0;0;0;0
2020-08-11 02:00:00;1;3;2;0;0;0;0;0;0;0;0;0
2020-08-11 02:15:00;0;0;4;0;0;4;0;0;0;0;0;0
2020-08-11 02:30:00;0;1;4;0;0;3;0;0;0;0;0;0
2020-08-11 02:45:00;0;1;1;0;0;0;0;0;0;0;0;0
2020-08-11 03:00:00;1;1;1;0;0;0;0;0;0;0;0;0
2020-08-11 03:15:00;0;0;2;0;0;2;0;0;0;0;0;0
2020-08-11 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-11 03:45:00;0;1;4;0;0;3;0;0;0;0;0;0
2020-08-11 04:00:00;0;1;3;0;0;2;0;0;0;0;0;0
2020-08-11 04:15:00;0;2;2;1;0;0;0;0;0;0;0;0
2020-08-11 04:30:00;0;0;5;0;0;4;0;0;0;0;0;0
2020-08-11 04:45:00;3;2;3;1;0;3;0;0;0;0;0;0
2020-08-11 05:00:00;4;3;4;0;0;3;0;0;0;0;0;0
2020-08-11 05:15:00;4;4;5;0;0;2;0;0;0;0;0;0
2020-08-11 05:30:00;8;7;14;5;4;10;0;0;0;0;0;0
2020-08-11 05:45:00;13;15;19;5;4;7;0;0;0;0;0;0
2020-08-11 06:00:00;15;9;19;5;8;12;0;0;0;0;0;0
2020-08-11 06:15:00;17;19;31;3;6;20;0;0;0;0;0;0
2020-08-11 06:30:00;34;23;35;7;8;28;0;0;0;0;0;0
2020-08-11 06:45:00;27;31;40;10;5;25;0;0;0;0;0;0
2020-08-11 07:00:00;26;44;58;18;8;33;0;0;0;0;0;0
2020-08-11 07:15:00;27;46;53;18;5;35;0;0;0;0;0;0
2020-08-11 07:30:00;39;38;52;15;8;37;0;0;3;0;0;0
2020-08-11 07:45:00;47;39;52;17;4;34;0;0;0;0;0;0
2020-08-11 08:00:00;30;29;49;8;9;33;0;0;1;0;0;0
2020-08-11 08:15:00;43;47;53;10;8;31;1;0;0;0;0;0
2020-08-11 08:30:00;52;36;44;8;8;35;1;0;0;0;0;0
2020-08-11 08:45:00;41;56;66;14;4;40;0;0;0;0;0;0
2020-08-11 09:00:00;43;36;53;11;7;44;0;0;1;0;0;0
2020-08-11 09:15:00;43;35;57;7;8;34;0;0;0;0;0;0
2020-08-11 09:30:00;38;40;56;9;8;37;0;0;1;0;0;0
2020-08-11 09:45:00;55;45;65;7;4;41;0;0;0;0;0;0
2020-08-11 10:00:00;44;39;71;8;8;54;2;0;1;0;0;0
2020-08-11 10:15:00;46;60;80;12;6;55;2;0;1;0;0;0
2020-08-11 10:30:00;47;43;89;7;7;61;0;0;1;0;0;0
2020-08-11 10:45:00;35;48;66;13;9;49;2;0;1;0;0;0
2020-08-11 11:00:00;31;39;77;12;6;56;1;0;10;2;0;0
2020-08-11 11:15:00;38;33;60;8;6;41;1;1;1;0;0;0
2020-08-11 11:30:00;27;32;70;7;7;51;1;0;0;0;0;0
2020-08-11 11:45:00;41;41;66;23;6;46;1;2;2;0;0;0
2020-08-11 12:00:00;25;26;71;7;7;68;0;0;0;0;0;0
2020-08-11 12:15:00;32;39;67;13;8;51;0;1;1;0;0;0
2020-08-11 12:30:00;40;37;65;12;9;56;0;0;0;0;0;0
2020-08-11 12:45:00;36;31;50;9;5;36;0;0;1;0;0;0
2020-08-11 13:00:00;25;29;46;15;6;32;1;0;0;0;0;0
2020-08-11 13:15:00;27;25;60;16;10;45;0;0;0;0;0;0
2020-08-11 13:30:00;31;29;59;13;9;53;0;0;3;0;0;0
2020-08-11 13:45:00;45;37;54;9;6;35;1;0;0;0;0;0
