DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-08-31 00:00:00;5;3;0;0;6;4;0;0
2019-08-31 00:15:00;3;1;0;0;8;6;0;0
2019-08-31 00:30:00;2;6;0;0;3;5;0;0
2019-08-31 00:45:00;3;2;0;0;2;4;0;0
2019-08-31 01:00:00;2;2;0;0;2;0;0;0
2019-08-31 01:15:00;1;2;0;0;5;4;0;0
2019-08-31 01:30:00;3;4;0;0;4;5;0;0
2019-08-31 01:45:00;4;4;0;0;4;5;0;0
2019-08-31 02:00:00;2;5;1;0;3;1;0;0
2019-08-31 02:15:00;1;2;0;0;4;6;0;0
2019-08-31 02:30:00;1;5;0;0;1;2;0;0
2019-08-31 02:45:00;4;6;0;0;5;0;0;0
2019-08-31 03:00:00;2;1;0;0;1;1;0;0
2019-08-31 03:15:00;2;2;0;0;3;5;0;0
2019-08-31 03:30:00;0;3;0;0;0;6;0;0
2019-08-31 03:45:00;1;1;0;0;0;4;0;0
2019-08-31 04:00:00;3;4;0;0;1;1;0;0
2019-08-31 04:15:00;1;2;0;0;1;5;0;0
2019-08-31 04:30:00;2;3;0;0;1;2;0;0
2019-08-31 04:45:00;1;3;0;0;1;2;0;0
2019-08-31 05:00:00;2;3;0;0;1;4;0;0
2019-08-31 05:15:00;0;8;2;0;6;2;1;2
2019-08-31 05:30:00;11;8;0;0;13;10;1;8
2019-08-31 05:45:00;17;25;1;0;12;7;4;16
2019-08-31 06:00:00;33;35;4;0;13;2;0;16
2019-08-31 06:15:00;11;6;1;0;8;8;1;10
2019-08-31 06:30:00;5;13;0;0;10;10;0;2
2019-08-31 06:45:00;4;10;0;0;6;4;0;0
2019-08-31 07:00:00;3;5;0;0;12;4;1;0
2019-08-31 07:15:00;1;11;0;0;8;5;0;0
2019-08-31 07:30:00;3;5;0;0;9;3;0;0
2019-08-31 07:45:00;8;14;0;0;12;5;2;0
2019-08-31 08:00:00;10;7;2;0;5;10;0;0
2019-08-31 08:15:00;5;6;0;0;9;3;2;0
2019-08-31 08:30:00;19;20;0;0;10;7;4;0
2019-08-31 08:45:00;14;15;1;0;6;5;0;0
2019-08-31 09:00:00;13;19;0;0;16;6;0;0
2019-08-31 09:15:00;8;18;0;0;19;10;0;0
2019-08-31 09:30:00;15;15;0;0;10;5;0;0
2019-08-31 09:45:00;15;23;1;0;14;4;0;0
2019-08-31 10:00:00;15;20;0;0;17;8;0;0
2019-08-31 10:15:00;9;24;0;0;23;7;0;0
2019-08-31 10:30:00;22;29;0;0;15;12;0;0
2019-08-31 10:45:00;16;13;0;0;21;10;0;0
2019-08-31 11:00:00;14;18;0;0;23;6;0;0
2019-08-31 11:15:00;25;27;0;0;20;8;0;0
2019-08-31 11:30:00;13;21;0;0;18;17;0;0
2019-08-31 11:45:00;12;24;1;0;20;10;0;0
2019-08-31 12:00:00;12;16;1;0;27;13;0;0
2019-08-31 12:15:00;20;11;0;0;26;13;2;0
2019-08-31 12:30:00;9;13;2;0;14;12;0;0
2019-08-31 12:45:00;10;13;0;0;13;13;0;0
2019-08-31 13:00:00;8;22;0;0;21;13;0;1
2019-08-31 13:15:00;17;22;1;0;20;12;0;1
2019-08-31 13:30:00;15;18;0;0;16;8;4;8
2019-08-31 13:45:00;20;8;0;0;34;6;0;0
2019-08-31 14:00:00;18;18;3;0;29;12;0;0
2019-08-31 14:15:00;12;16;0;0;20;6;0;1
2019-08-31 14:30:00;17;23;0;0;22;17;0;0
2019-08-31 14:45:00;9;28;0;0;19;10;0;0
2019-08-31 15:00:00;15;18;1;0;11;8;0;0
2019-08-31 15:15:00;11;24;0;0;24;7;0;1
2019-08-31 15:30:00;14;24;0;0;17;13;0;0
2019-08-31 15:45:00;15;15;2;0;13;7;0;0
2019-08-31 16:00:00;8;14;0;0;17;7;0;0
2019-08-31 16:15:00;15;23;3;0;7;10;2;0
2019-08-31 16:30:00;13;22;0;0;9;10;0;0
2019-08-31 16:45:00;7;15;0;0;13;15;0;0
2019-08-31 17:00:00;11;10;0;0;27;11;0;0
2019-08-31 17:15:00;19;25;0;0;15;12;0;1
2019-08-31 17:30:00;20;18;0;0;7;17;0;0
2019-08-31 17:45:00;12;9;0;0;23;12;0;0
2019-08-31 18:00:00;20;15;0;0;15;16;0;0
2019-08-31 18:15:00;15;20;0;0;22;8;0;0
2019-08-31 18:30:00;23;22;0;0;11;11;0;0
2019-08-31 18:45:00;16;15;0;0;16;9;0;0
2019-08-31 19:00:00;13;18;0;0;12;14;0;0
2019-08-31 19:15:00;9;8;0;0;8;10;0;0
2019-08-31 19:30:00;17;16;0;0;10;7;0;0
2019-08-31 19:45:00;14;19;0;0;11;4;0;0
2019-08-31 20:00:00;9;19;0;0;15;8;0;0
2019-08-31 20:15:00;14;16;1;0;11;13;0;0
2019-08-31 20:30:00;8;15;0;0;10;6;0;0
2019-08-31 20:45:00;6;14;0;0;10;6;0;0
2019-08-31 21:00:00;11;16;0;0;12;6;0;0
2019-08-31 21:15:00;6;9;0;0;8;10;0;0
2019-08-31 21:30:00;12;10;0;0;9;6;0;0
2019-08-31 21:45:00;9;9;0;0;9;3;0;0
2019-08-31 22:00:00;10;7;0;0;19;10;0;0
2019-08-31 22:15:00;7;3;0;0;8;2;0;0
2019-08-31 22:30:00;1;3;0;0;9;2;0;0
2019-08-31 22:45:00;3;8;0;0;6;5;0;0
2019-08-31 23:00:00;4;5;0;0;7;4;0;0
2019-08-31 23:15:00;4;5;0;0;8;5;0;0
2019-08-31 23:30:00;4;1;0;0;10;5;0;0
2019-08-31 23:45:00;2;4;0;0;4;6;0;0
