DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-04-20 00:00:00;1;0;0;4;0;10;1;0;0
2020-04-20 00:15:00;2;1;0;3;0;14;1;0;0
2020-04-20 00:30:00;4;0;1;6;0;12;1;0;0
2020-04-20 00:45:00;3;1;0;2;0;14;1;0;0
2020-04-20 01:00:00;2;0;0;0;0;12;0;0;0
2020-04-20 01:15:00;1;2;0;2;0;14;1;0;0
2020-04-20 01:30:00;0;0;0;1;0;12;1;0;0
2020-04-20 01:45:00;2;2;0;0;0;13;1;0;0
2020-04-20 02:00:00;0;0;0;0;0;12;0;0;0
2020-04-20 02:15:00;1;0;0;2;0;14;1;0;0
2020-04-20 02:30:00;4;2;0;1;0;12;1;0;0
2020-04-20 02:45:00;1;1;0;5;0;14;1;0;0
2020-04-20 03:00:00;2;2;0;2;0;12;1;0;0
2020-04-20 03:15:00;2;0;0;2;0;13;1;0;0
2020-04-20 03:30:00;2;2;0;1;0;12;0;0;0
2020-04-20 03:45:00;4;1;0;4;0;14;1;0;0
2020-04-20 04:00:00;3;2;0;4;0;12;1;0;0
2020-04-20 04:15:00;2;1;0;8;0;14;1;0;0
2020-04-20 04:30:00;8;2;0;6;0;12;1;0;0
2020-04-20 04:45:00;9;2;0;5;0;14;0;0;0
2020-04-20 05:00:00;16;1;0;8;0;9;1;0;0
2020-04-20 05:15:00;46;8;0;29;0;10;1;0;0
2020-04-20 05:30:00;57;5;0;46;0;10;0;0;0
2020-04-20 05:45:00;84;37;2;125;0;10;1;0;0
2020-04-20 06:00:00;67;18;2;58;0;10;0;0;0
2020-04-20 06:15:00;69;18;4;100;0;10;1;0;0
2020-04-20 06:30:00;87;15;5;119;2;10;1;0;0
2020-04-20 06:45:00;87;18;4;117;0;10;0;0;0
2020-04-20 07:00:00;66;19;5;119;13;10;1;0;0
2020-04-20 07:15:00;68;10;2;111;0;10;1;0;0
2020-04-20 07:30:00;78;13;3;120;0;10;0;0;0
2020-04-20 07:45:00;92;18;6;116;0;10;1;0;0
2020-04-20 08:00:00;57;13;8;101;1;10;0;0;0
2020-04-20 08:15:00;63;15;7;82;0;10;1;0;0
2020-04-20 08:30:00;67;21;12;124;0;10;1;0;0
2020-04-20 08:45:00;100;23;19;95;1;10;0;0;0
2020-04-20 09:00:00;97;16;18;133;2;12;1;0;0
2020-04-20 09:15:00;88;25;20;130;0;13;1;0;0
2020-04-20 09:30:00;100;24;26;132;2;13;1;0;0
2020-04-20 09:45:00;92;26;27;148;0;13;0;0;0
2020-04-20 10:00:00;93;16;29;111;5;13;1;0;0
