DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-11-28 00:00:00;15;13;0;1;1;14;15;0;0
2020-11-28 00:15:00;16;16;1;0;0;16;5;0;0
2020-11-28 00:30:00;19;14;0;1;1;26;16;0;0
2020-11-28 00:45:00;23;15;0;0;0;15;11;0;0
2020-11-28 01:00:00;15;13;0;0;0;23;17;0;0
2020-11-28 01:15:00;12;7;0;0;0;11;5;0;0
2020-11-28 01:30:00;15;14;1;0;0;9;10;0;0
2020-11-28 01:45:00;9;1;0;0;0;8;9;0;0
2020-11-28 02:00:00;12;11;0;0;0;14;5;0;0
2020-11-28 02:15:00;10;5;0;0;0;3;2;0;0
2020-11-28 02:30:00;12;4;0;0;1;12;3;0;0
2020-11-28 02:45:00;10;3;0;0;0;4;3;0;0
2020-11-28 03:00:00;7;7;0;0;0;6;2;0;0
2020-11-28 03:15:00;6;5;0;0;1;8;4;0;0
2020-11-28 03:30:00;5;2;0;0;0;7;3;0;0
2020-11-28 03:45:00;4;0;0;1;0;5;1;0;0
2020-11-28 04:00:00;8;5;0;0;0;7;2;0;0
2020-11-28 04:15:00;6;1;0;0;0;1;1;0;0
2020-11-28 04:30:00;12;4;0;0;1;8;8;0;0
2020-11-28 04:45:00;10;6;1;1;0;6;4;0;0
2020-11-28 05:00:00;10;11;1;0;1;32;13;0;0
2020-11-28 05:15:00;16;15;0;1;2;38;11;0;1
2020-11-28 05:30:00;37;29;1;0;0;64;47;0;1
2020-11-28 05:45:00;91;84;1;1;1;44;22;0;2
2020-11-28 06:00:00;174;164;0;0;1;35;30;0;3
2020-11-28 06:15:00;74;67;2;0;0;31;21;0;0
2020-11-28 06:30:00;43;36;1;1;3;37;34;0;0
2020-11-28 06:45:00;39;25;4;3;1;27;26;0;0
2020-11-28 07:00:00;49;30;0;2;2;24;25;0;0
2020-11-28 07:15:00;38;27;5;5;5;21;22;0;0
2020-11-28 07:30:00;38;33;3;4;7;40;34;0;3
2020-11-28 07:45:00;55;39;4;6;6;29;23;0;0
2020-11-28 08:00:00;28;25;3;3;3;33;28;1;1
2020-11-28 08:15:00;55;35;4;9;10;32;32;3;2
2020-11-28 08:30:00;47;46;6;4;9;47;53;2;2
2020-11-28 08:45:00;57;57;6;10;16;52;59;0;2
2020-11-28 09:00:00;54;54;6;14;14;58;68;3;1
2020-11-28 09:15:00;59;53;8;10;15;73;100;2;0
2020-11-28 09:30:00;69;62;11;10;26;71;92;31;1
2020-11-28 09:45:00;90;84;10;19;29;85;119;0;2
2020-11-28 10:00:00;84;84;10;38;19;93;118;2;1
2020-11-28 10:15:00;102;76;11;34;26;81;98;10;1
2020-11-28 10:30:00;97;89;19;26;35;103;124;12;1
2020-11-28 10:45:00;121;112;14;41;20;110;124;7;3
2020-11-28 11:00:00;94;113;16;28;24;98;127;2;3
2020-11-28 11:15:00;130;115;12;33;33;94;142;6;0
2020-11-28 11:30:00;119;124;8;27;25;107;125;4;3
2020-11-28 11:45:00;124;118;23;33;29;103;127;4;4
2020-11-28 12:00:00;135;127;22;43;23;107;131;1;3
2020-11-28 12:15:00;118;119;15;34;24;127;158;3;2
2020-11-28 12:30:00;125;131;21;34;26;113;147;3;4
2020-11-28 12:45:00;131;131;20;27;21;127;159;16;1
2020-11-28 13:00:00;134;132;20;37;23;120;146;9;2
2020-11-28 13:15:00;139;139;21;38;28;130;156;34;2
2020-11-28 13:30:00;139;141;17;51;22;132;155;10;2
2020-11-28 13:45:00;127;127;14;40;19;139;167;8;3
2020-11-28 14:00:00;164;164;15;39;26;119;152;7;2
2020-11-28 14:15:00;131;147;24;37;25;134;148;6;1
2020-11-28 14:30:00;148;151;24;28;28;121;153;13;4
2020-11-28 14:45:00;154;169;16;41;30;158;169;7;2
2020-11-28 15:00:00;141;123;14;41;21;129;147;2;3
2020-11-28 15:15:00;158;156;25;33;23;147;168;1;1
2020-11-28 15:30:00;148;152;18;36;23;115;134;13;2
2020-11-28 15:45:00;129;125;25;37;20;137;138;4;0
2020-11-28 16:00:00;150;147;11;54;27;131;151;9;1
2020-11-28 16:15:00;155;166;5;41;18;115;131;6;2
2020-11-28 16:30:00;124;125;12;29;13;134;143;5;3
2020-11-28 16:45:00;136;133;9;34;30;136;154;15;4
2020-11-28 17:00:00;138;142;14;29;26;111;137;55;7
2020-11-28 17:15:00;137;136;16;31;17;127;128;7;6
2020-11-28 17:30:00;127;122;13;24;9;98;114;2;11
2020-11-28 17:45:00;122;138;14;32;16;94;108;3;10
2020-11-28 18:00:00;113;118;12;18;13;109;111;5;10
2020-11-28 18:15:00;119;104;5;23;10;89;106;0;7
2020-11-28 18:30:00;114;114;9;14;10;97;99;0;2
