DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2019-08-07 00:00:00;3;4;7;3;10;1;9;7;0;0;0;0;0;0;0
2019-08-07 00:15:00;6;1;7;8;11;0;3;11;0;0;0;0;0;0;0
2019-08-07 00:30:00;4;4;5;6;14;0;6;12;0;0;0;0;0;0;0
2019-08-07 00:45:00;7;3;2;5;7;1;1;9;0;0;0;0;0;0;0
2019-08-07 01:00:00;3;8;8;3;12;0;4;13;0;0;1;0;0;0;0
2019-08-07 01:15:00;4;2;5;7;9;1;2;15;0;0;0;0;0;0;0
2019-08-07 01:30:00;5;2;8;0;3;2;6;9;0;0;0;0;0;0;0
2019-08-07 01:45:00;2;4;9;2;4;0;7;12;0;0;0;0;0;0;0
2019-08-07 02:00:00;2;5;9;4;3;1;1;11;0;0;0;0;0;0;0
2019-08-07 02:15:00;5;2;5;5;1;1;3;11;0;0;0;0;0;0;0
2019-08-07 02:30:00;4;2;6;4;7;0;3;6;0;0;0;0;0;0;0
2019-08-07 02:45:00;7;3;3;0;4;0;2;3;0;0;0;0;0;0;0
2019-08-07 03:00:00;4;4;3;2;6;1;2;7;0;0;0;0;0;0;0
2019-08-07 03:15:00;4;2;6;6;3;0;0;8;0;0;0;0;0;0;0
2019-08-07 03:30:00;2;3;6;3;2;1;1;12;0;0;0;0;0;0;0
2019-08-07 03:45:00;4;4;3;10;6;2;3;15;0;0;0;0;0;0;0
2019-08-07 04:00:00;3;6;9;3;3;1;5;16;0;0;0;0;0;0;0
2019-08-07 04:15:00;4;5;8;3;1;1;1;11;0;0;0;4;0;0;0
2019-08-07 04:30:00;12;9;14;7;5;1;3;16;0;0;0;0;0;0;0
2019-08-07 04:45:00;10;20;6;7;10;0;3;13;0;0;0;0;0;0;0
2019-08-07 05:00:00;25;38;9;8;14;2;8;36;0;2;0;0;0;0;0
2019-08-07 05:15:00;44;86;9;10;16;0;10;45;0;1;3;0;0;0;0
2019-08-07 05:30:00;56;58;25;16;14;2;21;34;0;0;1;0;0;0;0
2019-08-07 05:45:00;76;77;44;46;23;4;25;36;0;1;1;0;0;1;0
2019-08-07 06:00:00;64;70;44;37;38;1;25;36;0;0;1;0;0;0;0
2019-08-07 06:15:00;85;56;42;38;41;6;35;45;0;0;0;0;0;0;0
2019-08-07 06:30:00;88;84;40;68;41;4;52;34;0;0;0;0;0;0;0
2019-08-07 06:45:00;76;58;39;62;28;1;75;27;0;0;2;0;0;0;0
2019-08-07 07:00:00;90;64;51;53;27;2;65;49;0;0;1;0;0;1;0
2019-08-07 07:15:00;94;60;53;65;44;2;72;40;0;1;4;0;0;9;0
2019-08-07 07:30:00;99;51;56;52;47;7;76;38;0;2;1;0;0;0;0
2019-08-07 07:45:00;108;54;61;51;43;5;58;49;0;1;0;2;0;0;0
2019-08-07 08:00:00;113;45;49;45;34;5;68;34;0;0;3;0;0;0;0
2019-08-07 08:15:00;99;52;42;39;45;9;66;50;0;0;0;0;0;0;0
2019-08-07 08:30:00;96;35;62;43;43;3;74;43;0;0;1;0;0;0;0
2019-08-07 08:45:00;95;46;67;42;50;10;48;51;0;2;3;0;0;5;0
2019-08-07 09:00:00;126;42;55;38;41;9;70;39;0;0;2;0;0;0;0
2019-08-07 09:15:00;103;28;44;41;40;13;59;46;0;0;0;0;0;0;0
2019-08-07 09:30:00;114;30;49;50;56;9;36;59;0;0;1;0;0;0;0
2019-08-07 09:45:00;112;31;48;37;47;11;47;41;0;0;1;0;0;0;0
2019-08-07 10:00:00;112;26;55;51;63;10;58;57;0;0;7;0;0;0;0
2019-08-07 10:15:00;128;33;78;41;55;19;38;29;0;0;5;0;0;0;0
2019-08-07 10:30:00;126;33;61;56;65;10;56;51;0;0;0;0;0;0;0
2019-08-07 10:45:00;104;26;65;49;67;13;49;55;0;0;2;0;0;2;0
2019-08-07 11:00:00;93;22;53;53;75;10;49;50;0;0;0;2;0;0;0
2019-08-07 11:15:00;119;21;79;66;74;9;47;42;0;0;16;0;0;2;0
2019-08-07 11:30:00;116;17;77;60;72;11;63;43;0;0;6;5;0;0;0
2019-08-07 11:45:00;82;19;64;49;72;17;69;53;0;0;0;0;0;1;0
2019-08-07 12:00:00;88;20;68;56;84;16;60;51;0;1;0;0;0;0;0
2019-08-07 12:15:00;92;18;66;64;78;12;67;45;0;0;0;0;0;0;0
2019-08-07 12:30:00;98;25;52;50;78;8;62;41;0;0;7;0;0;6;0
2019-08-07 12:45:00;88;24;56;47;82;10;47;44;0;0;1;0;0;0;0
2019-08-07 13:00:00;100;42;67;50;102;8;64;41;0;0;1;0;2;0;0
2019-08-07 13:15:00;89;34;81;47;110;14;52;43;0;0;0;0;0;0;0
2019-08-07 13:30:00;75;42;71;54;82;12;51;42;0;0;0;0;0;0;1
2019-08-07 13:45:00;85;37;42;44;92;12;59;44;0;0;0;0;0;1;0
2019-08-07 14:00:00;104;35;71;46;88;11;65;49;0;0;0;0;0;0;0
2019-08-07 14:15:00;84;22;83;62;128;9;82;42;0;3;1;0;0;1;0
2019-08-07 14:30:00;124;25;76;66;71;13;67;35;0;0;1;0;0;6;0
2019-08-07 14:45:00;97;17;80;106;102;10;51;43;0;0;3;0;0;0;0
2019-08-07 15:00:00;106;22;70;104;91;25;65;59;0;2;1;0;0;0;0
2019-08-07 15:15:00;122;24;83;64;92;14;57;50;0;1;0;3;0;0;0
2019-08-07 15:30:00;118;12;72;62;84;19;60;43;0;0;0;0;0;0;0
2019-08-07 15:45:00;82;21;77;47;56;10;67;56;0;0;2;0;0;1;0
2019-08-07 16:00:00;87;22;92;48;71;12;67;47;0;0;0;0;0;0;0
2019-08-07 16:15:00;86;21;48;48;57;16;71;55;0;0;0;0;0;0;0
2019-08-07 16:30:00;81;10;67;39;63;13;40;37;0;1;0;0;2;0;0
2019-08-07 16:45:00;120;19;92;42;103;9;49;48;0;0;0;0;10;0;0
2019-08-07 17:00:00;96;16;70;55;71;15;72;37;0;4;6;0;0;3;0
2019-08-07 17:15:00;96;13;73;56;81;16;72;39;0;0;0;1;0;0;0
2019-08-07 17:30:00;120;19;50;73;85;8;71;42;0;0;0;0;0;1;0
2019-08-07 17:45:00;104;15;95;81;85;10;66;37;0;2;3;0;0;7;0
2019-08-07 18:00:00;94;25;83;98;103;15;51;46;0;0;0;0;0;0;0
2019-08-07 18:15:00;88;14;77;76;116;14;47;49;0;0;1;0;0;1;0
2019-08-07 18:30:00;97;13;73;36;83;14;55;37;0;0;0;0;0;0;0
2019-08-07 18:45:00;75;15;58;44;80;11;50;43;0;0;1;0;0;0;0
2019-08-07 19:00:00;82;13;62;42;80;13;46;39;0;0;0;0;0;0;0
2019-08-07 19:15:00;63;10;46;29;83;10;47;34;0;0;1;0;0;3;0
2019-08-07 19:30:00;59;8;24;29;80;15;30;19;0;0;3;0;0;0;0
2019-08-07 19:45:00;69;11;45;29;85;11;34;29;0;0;0;0;0;0;0
2019-08-07 20:00:00;61;12;36;21;90;14;30;30;0;0;5;0;0;0;0
