DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-02-27 00:00:00;4;0;3;4;0;0;0;0;0;0;0;0
2020-02-27 00:15:00;5;0;2;1;0;0;0;0;0;0;0;0
2020-02-27 00:30:00;8;0;3;2;0;0;0;0;0;0;0;0
2020-02-27 00:45:00;3;0;1;2;0;0;0;0;0;0;0;0
2020-02-27 01:00:00;1;0;5;1;0;0;0;0;0;0;0;0
2020-02-27 01:15:00;4;0;2;0;0;0;0;0;0;0;0;0
2020-02-27 01:30:00;3;0;0;1;0;0;0;0;0;0;0;0
2020-02-27 01:45:00;3;0;2;2;0;0;0;0;0;0;0;0
2020-02-27 02:00:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-02-27 02:15:00;5;0;0;1;0;0;0;0;0;0;0;0
2020-02-27 02:30:00;0;0;2;1;0;0;0;0;0;0;0;0
2020-02-27 02:45:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-02-27 03:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-02-27 03:15:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-02-27 03:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-02-27 03:45:00;0;0;1;2;0;0;0;0;0;0;0;0
2020-02-27 04:00:00;3;0;4;2;0;0;0;0;0;0;0;0
2020-02-27 04:15:00;6;0;4;4;0;0;0;0;0;0;0;0
2020-02-27 04:30:00;8;0;7;1;0;0;0;0;0;0;0;0
2020-02-27 04:45:00;13;0;11;7;0;0;0;0;0;0;0;0
2020-02-27 05:00:00;9;0;19;8;0;0;0;0;0;0;0;0
2020-02-27 05:15:00;20;0;34;11;0;0;0;0;0;0;0;0
2020-02-27 05:30:00;36;0;50;14;0;0;7;0;0;0;0;0
2020-02-27 05:45:00;39;0;48;10;0;0;1;0;0;0;0;0
2020-02-27 06:00:00;55;0;48;9;0;0;1;0;0;0;0;0
2020-02-27 06:15:00;60;0;79;22;0;1;0;0;0;0;0;0
2020-02-27 06:30:00;53;0;92;17;33;0;0;0;0;0;0;0
2020-02-27 06:45:00;59;0;91;21;0;1;2;0;0;0;0;0
2020-02-27 07:00:00;52;0;117;22;0;0;1;0;0;0;0;0
2020-02-27 07:15:00;67;0;128;22;1;0;2;0;0;0;0;0
2020-02-27 07:30:00;54;0;118;18;10;0;1;0;0;0;0;0
2020-02-27 07:45:00;67;0;134;28;3;0;4;2;0;0;0;0
2020-02-27 08:00:00;56;0;100;21;2;0;0;0;0;0;0;0
2020-02-27 08:15:00;53;0;100;23;6;0;0;0;0;0;0;0
2020-02-27 08:30:00;49;0;83;24;0;0;0;0;0;0;0;0
2020-02-27 08:45:00;60;0;85;17;3;0;5;0;0;0;0;0
2020-02-27 09:00:00;39;0;80;17;3;0;2;0;0;0;0;0
2020-02-27 09:15:00;51;0;47;13;0;0;4;0;0;0;0;0
2020-02-27 09:30:00;58;0;73;18;0;0;2;0;0;0;0;0
2020-02-27 09:45:00;84;0;79;26;0;1;1;0;0;0;0;0
2020-02-27 10:00:00;57;0;62;21;7;0;3;3;0;0;0;0
2020-02-27 10:15:00;73;0;76;26;0;0;8;0;0;0;0;0
2020-02-27 10:30:00;54;0;65;26;0;0;6;0;0;0;0;0
2020-02-27 10:45:00;78;0;76;29;0;0;13;0;0;0;0;0
2020-02-27 11:00:00;77;0;69;23;3;0;0;1;0;2;0;0
2020-02-27 11:15:00;55;0;76;23;9;0;0;0;0;0;0;0
2020-02-27 11:30:00;66;0;70;23;0;0;7;0;0;0;0;0
2020-02-27 11:45:00;74;0;75;21;0;0;1;0;0;0;0;0
2020-02-27 12:00:00;77;0;70;26;0;0;2;0;0;0;0;0
2020-02-27 12:15:00;60;0;58;14;3;0;0;0;0;0;0;0
