DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-09-21 00:00:00;7;8;5;1;4;4;0
2020-09-21 00:15:00;3;4;3;1;5;2;0
2020-09-21 00:30:00;1;3;2;2;2;1;0
2020-09-21 00:45:00;6;4;1;0;8;2;0
2020-09-21 01:00:00;2;1;1;0;8;4;0
2020-09-21 01:15:00;5;4;1;0;3;1;0
2020-09-21 01:30:00;2;1;0;0;4;2;0
2020-09-21 01:45:00;1;2;1;3;5;5;0
2020-09-21 02:00:00;2;2;2;2;8;2;0
2020-09-21 02:15:00;3;7;8;2;8;6;0
2020-09-21 02:30:00;2;2;1;0;7;3;0
2020-09-21 02:45:00;4;2;1;2;9;6;0
2020-09-21 03:00:00;2;3;3;5;5;0;0
2020-09-21 03:15:00;8;4;2;1;4;1;0
2020-09-21 03:30:00;2;2;1;6;2;1;0
2020-09-21 03:45:00;3;5;4;2;4;3;0
2020-09-21 04:00:00;4;2;2;4;6;7;0
2020-09-21 04:15:00;5;5;3;3;9;6;0
2020-09-21 04:30:00;11;4;5;2;12;5;0
2020-09-21 04:45:00;16;12;9;5;7;3;0
2020-09-21 05:00:00;31;12;2;8;15;2;0
2020-09-21 05:15:00;37;17;11;11;38;19;0
2020-09-21 05:30:00;53;29;24;7;44;13;0
2020-09-21 05:45:00;49;40;34;9;56;27;0
2020-09-21 06:00:00;40;23;17;15;55;27;0
2020-09-21 06:15:00;71;46;38;26;65;32;0
2020-09-21 06:30:00;73;55;49;16;82;27;0
2020-09-21 06:45:00;106;58;54;32;113;38;2
2020-09-21 07:00:00;91;75;69;61;74;28;0
2020-09-21 07:15:00;121;76;68;47;86;39;1
2020-09-21 07:30:00;94;53;50;52;77;32;0
2020-09-21 07:45:00;85;64;61;39;97;38;2
2020-09-21 08:00:00;91;57;50;56;84;36;1
2020-09-21 08:15:00;51;45;34;34;65;38;1
2020-09-21 08:30:00;69;51;45;29;73;28;0
2020-09-21 08:45:00;85;49;49;29;80;34;0
2020-09-21 09:00:00;64;43;40;31;81;41;2
2020-09-21 09:15:00;75;56;46;37;79;40;0
2020-09-21 09:30:00;76;43;41;40;77;46;1
2020-09-21 09:45:00;82;51;44;29;70;59;2
2020-09-21 10:00:00;84;53;46;50;71;44;0
2020-09-21 10:15:00;85;65;54;42;89;53;0
2020-09-21 10:30:00;79;43;38;46;75;43;4
2020-09-21 10:45:00;74;45;43;46;81;39;2
2020-09-21 11:00:00;73;53;50;43;85;43;2
2020-09-21 11:15:00;78;49;41;36;91;43;4
2020-09-21 11:30:00;73;42;37;41;73;45;3
2020-09-21 11:45:00;81;55;50;41;84;40;1
2020-09-21 12:00:00;69;47;42;60;99;60;3
2020-09-21 12:15:00;74;45;31;38;81;53;3
2020-09-21 12:30:00;72;53;41;40;90;60;3
2020-09-21 12:45:00;85;68;61;32;88;47;6
2020-09-21 13:00:00;85;51;44;51;88;44;2
2020-09-21 13:15:00;66;48;40;32;86;46;0
2020-09-21 13:30:00;64;49;46;34;91;48;2
2020-09-21 13:45:00;72;52;35;37;92;60;2
2020-09-21 14:00:00;68;50;46;43;100;41;0
2020-09-21 14:15:00;79;47;38;48;98;59;0
2020-09-21 14:30:00;79;55;54;52;87;59;4
2020-09-21 14:45:00;68;52;50;26;108;52;1
2020-09-21 15:00:00;74;53;43;48;99;53;1
2020-09-21 15:15:00;82;51;48;43;101;68;3
2020-09-21 15:30:00;92;54;51;60;97;53;0
2020-09-21 15:45:00;91;62;64;50;112;72;0
2020-09-21 16:00:00;88;56;56;47;116;61;5
2020-09-21 16:15:00;120;69;58;40;125;53;4
2020-09-21 16:30:00;116;65;60;60;130;65;1
2020-09-21 16:45:00;87;60;52;42;118;51;1
2020-09-21 17:00:00;81;59;53;73;108;65;2
2020-09-21 17:15:00;78;49;46;45;82;51;6
2020-09-21 17:30:00;91;66;53;32;87;45;0
2020-09-21 17:45:00;61;40;39;28;88;43;1
2020-09-21 18:00:00;72;52;45;29;70;35;5
2020-09-21 18:15:00;62;44;39;12;65;33;0
2020-09-21 18:30:00;49;38;32;22;73;34;0
2020-09-21 18:45:00;45;29;19;12;68;37;0
2020-09-21 19:00:00;37;25;21;11;45;24;3
2020-09-21 19:15:00;36;36;27;13;45;16;0
2020-09-21 19:30:00;37;22;12;10;40;11;0
2020-09-21 19:45:00;22;23;22;11;50;12;0
2020-09-21 20:00:00;26;23;16;15;39;15;0
2020-09-21 20:15:00;33;20;15;15;43;18;0
2020-09-21 20:30:00;21;15;11;3;26;8;0
2020-09-21 20:45:00;26;12;6;10;30;10;0
2020-09-21 21:00:00;23;7;4;8;29;15;0
2020-09-21 21:15:00;25;19;10;5;21;6;0
2020-09-21 21:30:00;15;10;8;4;20;2;0
2020-09-21 21:45:00;20;12;10;4;27;13;0
2020-09-21 22:00:00;15;10;7;8;32;17;0
2020-09-21 22:15:00;25;18;11;15;31;17;0
2020-09-21 22:30:00;16;9;5;1;17;8;0
2020-09-21 22:45:00;15;16;7;9;5;5;0
2020-09-21 23:00:00;12;8;2;2;8;2;0
2020-09-21 23:15:00;9;3;3;2;7;2;0
2020-09-21 23:30:00;6;3;1;2;8;8;0
2020-09-21 23:45:00;1;1;1;1;8;7;0
