DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-12-28 00:00:00;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-12-28 00:15:00;0;0;2;0;0;1;0;0;0;0;0;0;0;0
2020-12-28 00:30:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 00:45:00;0;0;3;1;1;3;0;0;0;0;0;0;0;0
2020-12-28 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 01:15:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-28 01:30:00;0;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-12-28 01:45:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-12-28 02:00:00;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 02:30:00;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-12-28 02:45:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 03:00:00;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-12-28 03:15:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-12-28 03:30:00;0;0;0;0;0;4;0;0;0;0;0;0;0;0
2020-12-28 03:45:00;0;0;2;0;0;1;0;0;0;0;0;0;0;0
2020-12-28 04:00:00;0;0;5;0;0;1;0;0;0;0;0;0;0;0
2020-12-28 04:15:00;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-12-28 04:30:00;0;0;8;1;1;3;0;0;0;0;0;0;0;0
2020-12-28 04:45:00;1;0;6;0;0;4;0;0;0;0;0;0;0;0
2020-12-28 05:00:00;0;0;9;0;0;4;0;0;0;0;0;0;0;0
2020-12-28 05:15:00;0;0;17;0;0;4;0;0;0;0;0;0;0;0
2020-12-28 05:30:00;0;0;51;1;1;7;0;0;0;0;0;0;0;0
2020-12-28 05:45:00;0;0;25;0;1;8;0;0;0;0;0;0;0;0
2020-12-28 06:00:00;0;0;24;0;0;14;0;0;0;0;0;0;0;0
2020-12-28 06:15:00;0;0;41;0;1;18;0;1;0;0;0;0;0;0
2020-12-28 06:30:00;1;0;62;4;3;9;0;0;0;0;0;0;0;0
2020-12-28 06:45:00;0;0;55;3;5;21;0;0;0;0;0;0;0;0
2020-12-28 07:00:00;1;0;56;0;0;17;0;0;0;0;0;0;0;0
2020-12-28 07:15:00;1;0;69;6;8;22;0;0;0;0;0;0;0;0
2020-12-28 07:30:00;0;0;72;5;7;23;0;0;0;0;0;0;0;0
2020-12-28 07:45:00;1;0;69;3;4;29;0;2;0;0;0;0;0;0
2020-12-28 08:00:00;0;0;63;2;4;38;0;0;0;0;0;0;0;0
2020-12-28 08:15:00;1;0;58;8;8;27;0;0;0;0;1;0;0;0
2020-12-28 08:30:00;2;0;72;2;5;41;0;1;0;0;0;0;0;0
2020-12-28 08:45:00;0;0;84;2;5;53;0;2;0;0;0;0;0;0
2020-12-28 09:00:00;3;0;64;7;7;53;0;1;0;0;0;0;0;0
2020-12-28 09:15:00;3;0;68;2;4;51;0;1;0;0;0;0;0;0
2020-12-28 09:30:00;0;0;96;4;4;58;0;1;0;0;0;0;0;0
