DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-03-22 00:00:00;2;1;0;0;0;2;2;1;1;1;0;0
2020-03-22 00:15:00;4;3;0;0;0;0;2;2;0;1;0;0
2020-03-22 00:30:00;2;2;0;0;0;0;0;0;1;1;0;0
2020-03-22 00:45:00;0;3;0;0;0;3;4;2;0;0;0;0
2020-03-22 01:00:00;3;2;0;0;0;5;5;0;1;0;0;0
2020-03-22 01:15:00;1;1;0;0;0;0;0;0;0;1;0;0
2020-03-22 01:30:00;1;0;0;0;0;1;1;0;0;1;0;0
2020-03-22 01:45:00;0;0;0;0;0;1;1;0;1;0;0;0
2020-03-22 02:00:00;1;0;0;0;1;1;2;1;2;2;0;0
2020-03-22 02:15:00;1;1;0;0;0;2;0;0;0;1;0;0
2020-03-22 02:30:00;2;3;1;0;0;3;2;0;2;0;0;0
2020-03-22 02:45:00;0;0;1;0;0;0;1;2;1;2;0;0
2020-03-22 03:00:00;2;1;0;0;0;0;1;0;1;0;0;0
2020-03-22 03:15:00;1;1;0;0;0;0;0;1;1;2;0;0
2020-03-22 03:30:00;1;0;0;0;0;0;1;1;0;0;0;0
2020-03-22 03:45:00;1;0;0;0;0;2;0;0;1;1;0;0
2020-03-22 04:00:00;0;1;0;0;0;1;3;2;0;0;0;0
2020-03-22 04:15:00;4;2;0;0;0;1;0;0;0;1;0;0
2020-03-22 04:30:00;0;1;0;0;0;4;2;1;1;2;0;0
2020-03-22 04:45:00;1;1;0;0;0;2;1;1;0;0;0;0
2020-03-22 05:00:00;1;0;0;1;1;2;3;0;3;0;0;0
2020-03-22 05:15:00;4;3;0;0;0;4;3;1;2;2;0;0
2020-03-22 05:30:00;7;5;0;1;1;10;9;5;2;6;0;0
2020-03-22 05:45:00;6;2;0;1;1;3;10;5;4;4;0;0
2020-03-22 06:00:00;7;5;1;1;6;10;8;7;7;5;0;0
2020-03-22 06:15:00;4;2;0;1;1;4;0;0;4;3;0;0
2020-03-22 06:30:00;4;5;0;1;1;7;3;2;9;4;0;0
2020-03-22 06:45:00;1;2;0;1;2;3;2;1;0;1;0;0
2020-03-22 07:00:00;8;5;0;0;0;5;3;2;4;4;0;0
2020-03-22 07:15:00;10;5;1;1;3;3;4;4;4;1;0;0
2020-03-22 07:30:00;8;4;0;0;0;2;4;2;1;4;0;0
2020-03-22 07:45:00;3;3;1;2;4;4;5;1;5;2;0;0
2020-03-22 08:00:00;4;7;1;1;4;3;3;2;4;4;0;0
2020-03-22 08:15:00;3;3;2;1;4;1;3;2;2;1;0;0
2020-03-22 08:30:00;9;10;0;1;1;6;6;4;7;2;0;0
2020-03-22 08:45:00;6;1;0;1;2;5;6;5;7;2;0;0
2020-03-22 09:00:00;5;9;0;2;2;9;4;4;6;2;1;0
2020-03-22 09:15:00;9;3;1;1;1;8;4;3;8;2;3;0
2020-03-22 09:30:00;11;2;0;4;4;6;10;5;6;5;2;3
2020-03-22 09:45:00;7;6;0;4;5;10;6;6;7;5;0;0
2020-03-22 10:00:00;9;3;0;2;2;8;4;5;13;5;2;0
2020-03-22 10:15:00;11;6;0;1;1;8;8;7;9;3;0;0
2020-03-22 10:30:00;15;12;0;0;1;11;11;7;13;3;1;0
2020-03-22 10:45:00;17;8;3;4;6;10;11;11;11;7;3;0
2020-03-22 11:00:00;15;2;1;1;2;10;12;8;15;10;0;2
2020-03-22 11:15:00;7;4;0;4;4;13;13;12;8;4;1;0
2020-03-22 11:30:00;19;8;0;5;4;13;7;5;7;2;3;4
2020-03-22 11:45:00;15;6;3;2;5;12;13;9;10;5;0;0
2020-03-22 12:00:00;13;14;1;5;2;19;9;7;15;4;0;0
2020-03-22 12:15:00;26;7;1;5;5;14;10;6;16;5;0;0
2020-03-22 12:30:00;20;8;1;3;3;16;17;13;15;2;4;0
2020-03-22 12:45:00;15;13;1;4;8;17;17;11;13;9;1;0
2020-03-22 13:00:00;19;15;7;6;12;13;16;7;14;4;2;2
2020-03-22 13:15:00;20;15;3;3;6;21;14;10;9;3;5;4
2020-03-22 13:30:00;19;16;2;3;2;19;6;5;9;4;1;23
2020-03-22 13:45:00;31;11;3;5;5;17;13;7;14;9;1;0
2020-03-22 14:00:00;13;10;2;3;3;5;14;12;12;11;3;0
2020-03-22 14:15:00;17;17;5;4;9;12;19;15;16;10;0;0
2020-03-22 14:30:00;23;12;0;2;1;20;21;15;14;7;6;0
2020-03-22 14:45:00;22;8;0;2;4;23;23;18;19;8;2;0
2020-03-22 15:00:00;14;9;4;1;3;16;18;10;15;7;5;2
2020-03-22 15:15:00;26;16;3;10;13;17;18;13;11;6;4;0
2020-03-22 15:30:00;15;12;1;5;5;18;24;14;13;10;1;0
2020-03-22 15:45:00;22;10;1;6;10;19;15;11;12;7;0;0
2020-03-22 16:00:00;14;7;0;3;5;19;19;16;20;4;3;4
2020-03-22 16:15:00;24;16;1;6;9;13;7;9;14;6;8;8
2020-03-22 16:30:00;13;7;1;3;2;15;20;13;20;5;1;18
2020-03-22 16:45:00;23;14;3;3;6;24;17;9;13;13;2;0
2020-03-22 17:00:00;21;9;2;3;7;22;10;7;13;6;1;4
2020-03-22 17:15:00;24;11;1;6;10;25;21;15;9;6;2;0
2020-03-22 17:30:00;14;9;3;8;9;27;15;9;7;9;11;1
2020-03-22 17:45:00;16;7;1;5;7;20;22;11;6;6;0;1
2020-03-22 18:00:00;16;12;2;7;11;8;14;15;11;6;0;0
2020-03-22 18:15:00;14;9;1;4;8;15;21;17;6;8;2;0
2020-03-22 18:30:00;19;13;3;4;5;22;17;13;6;10;5;2
2020-03-22 18:45:00;21;8;3;5;9;12;21;11;10;6;0;0
2020-03-22 19:00:00;12;8;0;1;1;12;16;17;9;4;0;0
2020-03-22 19:15:00;11;5;1;2;2;13;18;11;12;10;0;0
2020-03-22 19:30:00;9;6;2;1;2;17;22;16;9;4;0;0
2020-03-22 19:45:00;15;9;1;4;7;10;13;12;18;8;0;0
2020-03-22 20:00:00;15;11;2;1;3;9;8;6;9;7;0;0
2020-03-22 20:15:00;6;4;2;1;2;21;10;5;4;2;0;0
2020-03-22 20:30:00;5;5;2;1;4;4;7;6;5;5;0;0
2020-03-22 20:45:00;15;9;1;1;2;5;13;9;8;10;0;0
2020-03-22 21:00:00;9;7;1;2;4;13;10;6;7;14;0;0
2020-03-22 21:15:00;10;9;0;2;2;6;10;5;5;8;0;0
2020-03-22 21:30:00;5;0;0;0;0;8;9;6;5;7;0;0
2020-03-22 21:45:00;9;2;0;0;0;9;9;4;0;0;0;0
2020-03-22 22:00:00;11;8;0;1;1;5;5;2;5;8;0;0
2020-03-22 22:15:00;4;2;0;1;2;10;13;8;2;3;0;0
2020-03-22 22:30:00;4;4;1;1;3;4;11;5;3;5;0;0
2020-03-22 22:45:00;8;2;2;1;2;4;8;4;1;3;0;0
2020-03-22 23:00:00;5;7;0;0;1;6;8;5;1;6;0;0
2020-03-22 23:15:00;2;1;0;2;2;1;3;3;0;2;0;0
2020-03-22 23:30:00;2;2;0;0;0;3;1;1;2;0;0;0
2020-03-22 23:45:00;3;1;1;1;1;1;3;3;2;1;0;0
