DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-10-05 00:00:00;7;6;1;2;1;5;3;1;0;2;2
2020-10-05 00:15:00;8;9;1;3;4;13;12;3;1;2;1
2020-10-05 00:30:00;6;3;1;1;1;9;4;1;1;1;1
2020-10-05 00:45:00;6;5;3;0;0;5;5;2;0;3;2
2020-10-05 01:00:00;2;1;0;1;1;8;1;1;1;4;0
2020-10-05 01:15:00;4;2;1;1;0;9;6;0;0;1;1
2020-10-05 01:30:00;5;2;0;1;1;4;3;2;1;1;0
2020-10-05 01:45:00;2;3;1;0;1;4;5;2;0;0;0
2020-10-05 02:00:00;9;7;0;0;1;6;3;1;0;3;2
2020-10-05 02:15:00;12;9;0;0;0;2;1;2;1;2;1
2020-10-05 02:30:00;5;2;0;2;1;8;5;0;0;0;0
2020-10-05 02:45:00;3;5;0;0;0;10;3;0;0;2;1
2020-10-05 03:00:00;4;1;1;0;0;2;6;0;1;1;0
2020-10-05 03:15:00;6;4;1;1;0;7;5;1;0;2;0
2020-10-05 03:30:00;3;3;1;3;4;7;4;1;0;1;0
2020-10-05 03:45:00;10;5;0;1;0;8;5;0;0;1;0
2020-10-05 04:00:00;8;6;0;0;0;10;6;0;1;3;2
2020-10-05 04:15:00;10;7;1;1;0;8;7;0;0;1;1
2020-10-05 04:30:00;14;8;1;6;3;31;11;3;1;4;3
2020-10-05 04:45:00;28;16;1;8;4;48;24;3;2;7;3
2020-10-05 05:00:00;28;25;5;12;6;81;69;1;2;5;3
2020-10-05 05:15:00;36;37;8;35;8;129;136;4;7;13;10
2020-10-05 05:30:00;33;38;12;25;13;99;121;6;7;24;10
2020-10-05 05:45:00;43;38;18;40;13;100;112;8;10;19;7
2020-10-05 06:00:00;64;79;10;41;26;73;94;2;8;14;7
2020-10-05 06:15:00;55;59;9;36;21;117;127;8;11;27;11
2020-10-05 06:30:00;70;89;17;51;18;115;138;19;18;27;11
2020-10-05 06:45:00;74;80;26;56;19;106;149;12;14;33;19
2020-10-05 07:00:00;59;63;22;56;15;106;140;15;10;22;12
2020-10-05 07:15:00;76;82;14;89;21;118;142;29;25;31;11
2020-10-05 07:30:00;77;86;13;102;18;122;153;37;20;42;22
2020-10-05 07:45:00;86;103;17;89;29;109;122;40;39;46;22
2020-10-05 08:00:00;81;77;20;62;29;113;139;20;38;45;15
2020-10-05 08:15:00;83;83;20;55;10;100;113;21;25;32;15
2020-10-05 08:30:00;87;74;22;52;20;97;100;30;26;35;18
2020-10-05 08:45:00;98;90;15;59;15;92;103;27;19;34;15
2020-10-05 09:00:00;73;88;23;45;9;75;86;17;31;40;22
2020-10-05 09:15:00;75;75;21;57;15;92;98;21;27;37;18
2020-10-05 09:30:00;80;76;30;65;19;81;105;28;32;42;17
2020-10-05 09:45:00;72;91;27;59;21;72;87;24;20;44;21
2020-10-05 10:00:00;81;78;28;51;21;75;89;20;30;54;28
2020-10-05 10:15:00;74;82;21;44;12;59;60;29;15;31;18
2020-10-05 10:30:00;78;82;28;42;17;86;88;31;28;44;24
2020-10-05 10:45:00;85;91;30;57;14;76;72;20;26;47;24
2020-10-05 11:00:00;89;109;28;51;19;77;93;22;30;50;20
2020-10-05 11:15:00;82;85;31;35;9;76;74;19;37;50;25
2020-10-05 11:30:00;85;99;33;47;20;60;81;20;31;55;27
2020-10-05 11:45:00;97;101;35;32;16;73;65;31;38;53;30
2020-10-05 12:00:00;85;99;32;39;19;77;80;27;32;55;24
2020-10-05 12:15:00;99;96;36;44;6;77;68;28;24;55;20
2020-10-05 12:30:00;100;95;32;45;11;81;84;26;28;57;26
2020-10-05 12:45:00;82;100;38;44;16;67;85;30;33;53;25
2020-10-05 13:00:00;96;102;29;50;16;97;112;23;31;51;15
2020-10-05 13:15:00;108;115;24;65;14;109;116;18;37;60;31
2020-10-05 13:30:00;107;114;35;57;18;128;115;28;34;55;26
2020-10-05 13:45:00;103;111;34;51;13;109;129;22;27;52;27
2020-10-05 14:00:00;113;147;27;44;21;89;94;24;37;70;30
2020-10-05 14:15:00;149;188;43;47;14;69;77;27;40;44;13
2020-10-05 14:30:00;164;201;34;57;20;80;86;23;34;56;29
2020-10-05 14:45:00;168;192;36;58;17;81;77;23;24;42;20
2020-10-05 15:00:00;145;165;36;63;22;82;82;21;48;64;28
2020-10-05 15:15:00;148;178;32;69;17;87;95;35;40;49;19
2020-10-05 15:30:00;155;182;37;54;18;88;89;25;40;62;23
2020-10-05 15:45:00;130;164;39;48;25;99;99;28;32;56;26
2020-10-05 16:00:00;161;187;32;54;19;75;81;28;50;68;24
2020-10-05 16:15:00;156;196;36;59;17;83;93;28;46;72;25
2020-10-05 16:30:00;147;177;43;56;21;84;84;31;42;73;28
2020-10-05 16:45:00;148;170;41;71;28;96;87;33;30;55;18
2020-10-05 17:00:00;146;167;32;61;29;90;85;38;40;79;36
2020-10-05 17:15:00;147;176;32;60;24;89;87;25;38;69;27
2020-10-05 17:30:00;149;176;41;55;27;84;89;37;48;73;23
2020-10-05 17:45:00;142;152;30;53;12;89;76;29;38;73;30
2020-10-05 18:00:00;111;125;34;57;17;84;79;23;48;60;28
2020-10-05 18:15:00;117;114;38;29;12;75;76;27;32;61;28
2020-10-05 18:30:00;109;118;40;43;16;63;81;24;25;43;17
2020-10-05 18:45:00;93;97;29;38;14;72;63;17;23;43;16
2020-10-05 19:00:00;93;94;31;31;9;69;56;13;12;54;20
2020-10-05 19:15:00;60;56;24;18;8;50;42;15;17;43;13
2020-10-05 19:30:00;80;62;14;29;11;56;48;19;15;25;6
2020-10-05 19:45:00;58;63;21;26;2;50;45;20;17;40;14
2020-10-05 20:00:00;51;61;30;25;9;49;36;19;10;36;13
2020-10-05 20:15:00;47;54;20;17;7;37;41;10;13;27;11
2020-10-05 20:30:00;41;44;12;13;5;33;38;6;12;32;12
2020-10-05 20:45:00;29;19;10;16;5;65;39;5;8;16;7
2020-10-05 21:00:00;41;23;8;24;1;79;71;9;8;20;8
2020-10-05 21:15:00;36;26;10;21;6;92;97;6;8;25;7
2020-10-05 21:30:00;36;34;8;14;2;45;38;1;2;23;5
2020-10-05 21:45:00;76;88;14;8;3;35;26;4;3;16;4
2020-10-05 22:00:00;118;131;18;8;0;28;24;7;5;8;3
2020-10-05 22:15:00;63;54;20;13;4;26;21;5;6;13;3
2020-10-05 22:30:00;30;20;6;7;3;18;13;7;2;12;8
2020-10-05 22:45:00;14;14;10;7;1;17;9;4;4;13;2
2020-10-05 23:00:00;13;8;2;10;1;11;11;2;4;7;4
2020-10-05 23:15:00;12;4;5;4;4;13;12;4;3;2;0
2020-10-05 23:30:00;13;8;2;1;2;14;7;0;0;1;0
2020-10-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
