DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-03-09 00:00:00;4;1;0;0;1;7;3;1;4;1;0;0
2020-03-09 00:15:00;7;8;3;1;5;8;8;3;4;2;0;0
2020-03-09 00:30:00;6;4;0;1;1;3;3;1;1;2;0;0
2020-03-09 00:45:00;3;2;0;0;1;5;4;4;3;2;0;0
2020-03-09 01:00:00;3;2;0;0;1;5;4;1;0;3;0;0
2020-03-09 01:15:00;3;3;0;0;0;3;3;2;4;2;0;0
2020-03-09 01:30:00;4;3;0;2;2;0;2;1;1;1;0;0
2020-03-09 01:45:00;1;1;1;0;1;4;5;2;2;1;0;0
2020-03-09 02:00:00;2;2;0;1;1;4;2;2;2;0;0;0
2020-03-09 02:15:00;1;3;1;1;2;3;1;1;2;2;0;0
2020-03-09 02:30:00;2;0;1;0;1;3;3;3;2;0;0;0
2020-03-09 02:45:00;7;5;1;1;2;1;0;0;1;0;0;0
2020-03-09 03:00:00;1;2;1;0;1;2;2;1;2;1;0;0
2020-03-09 03:15:00;2;1;1;1;1;0;2;2;3;2;0;0
2020-03-09 03:30:00;3;0;0;1;1;0;3;1;2;3;0;0
2020-03-09 03:45:00;3;4;0;1;1;2;3;2;3;4;0;0
2020-03-09 04:00:00;12;4;1;0;1;5;4;3;7;5;0;0
2020-03-09 04:15:00;5;2;0;2;2;9;8;7;3;2;0;0
2020-03-09 04:30:00;4;3;0;1;1;5;6;3;7;6;0;0
2020-03-09 04:45:00;12;7;0;0;1;10;10;6;16;7;0;0
2020-03-09 05:00:00;24;9;1;6;9;17;17;5;12;6;0;0
2020-03-09 05:15:00;40;20;2;9;13;52;32;10;36;8;0;0
2020-03-09 05:30:00;48;29;1;6;8;51;46;15;47;5;0;0
2020-03-09 05:45:00;48;21;4;9;10;76;73;33;36;12;1;17
2020-03-09 06:00:00;38;19;4;10;12;44;73;33;48;24;5;3
2020-03-09 06:15:00;76;37;2;2;5;92;114;61;45;26;5;20
2020-03-09 06:30:00;71;30;2;9;23;140;155;48;83;16;0;0
2020-03-09 06:45:00;65;33;3;14;18;175;178;93;97;20;2;8
2020-03-09 07:00:00;59;41;3;16;23;190;181;81;57;34;3;6
2020-03-09 07:15:00;85;36;6;25;35;239;127;101;67;42;1;0
2020-03-09 07:30:00;88;48;8;36;49;264;137;109;99;34;2;16
2020-03-09 07:45:00;83;52;11;21;27;195;122;105;107;32;4;7
2020-03-09 08:00:00;76;38;11;12;18;154;143;87;93;22;3;6
2020-03-09 08:15:00;72;38;4;15;15;133;127;82;87;19;5;14
2020-03-09 08:30:00;69;31;2;12;20;115;116;81;69;27;3;4
2020-03-09 08:45:00;63;41;7;17;19;102;121;81;78;26;7;10
2020-03-09 09:00:00;61;45;7;12;14;77;80;51;53;25;1;5
2020-03-09 09:15:00;72;33;6;11;14;94;79;51;56;21;2;2
2020-03-09 09:30:00;66;35;5;9;17;83;96;82;68;20;3;14
2020-03-09 09:45:00;64;48;3;10;14;75;73;58;82;21;3;2
2020-03-09 10:00:00;64;39;4;13;17;71;73;46;61;23;0;10
2020-03-09 10:15:00;58;49;7;8;14;89;71;61;85;20;5;8
2020-03-09 10:30:00;71;40;2;11;15;79;70;55;72;17;1;4
2020-03-09 10:45:00;82;46;4;10;11;72;71;53;63;16;0;10
2020-03-09 11:00:00;78;47;7;9;15;65;72;46;70;18;7;5
2020-03-09 11:15:00;65;34;8;15;17;67;54;37;53;17;6;1
2020-03-09 11:30:00;84;49;6;12;13;60;61;48;62;17;4;1
2020-03-09 11:45:00;71;62;10;13;27;61;78;52;78;15;1;5
2020-03-09 12:00:00;75;50;7;8;15;55;66;61;65;21;0;10
2020-03-09 12:15:00;67;43;5;9;15;56;77;55;76;17;2;14
2020-03-09 12:30:00;73;49;7;13;19;68;73;54;56;20;5;8
2020-03-09 12:45:00;78;55;4;12;18;72;65;48;89;24;3;5
2020-03-09 13:00:00;103;57;4;11;18;67;72;51;99;19;3;25
2020-03-09 13:15:00;127;77;6;19;18;80;81;50;104;18;8;18
2020-03-09 13:30:00;81;54;7;14;19;82;72;62;89;47;4;59
2020-03-09 13:45:00;68;37;1;12;13;79;74;43;88;37;3;11
2020-03-09 14:00:00;92;62;7;13;15;65;72;41;81;16;4;6
2020-03-09 14:15:00;82;62;2;6;11;77;70;61;62;27;7;2
2020-03-09 14:30:00;98;88;5;22;29;75;64;55;97;20;7;10
2020-03-09 14:45:00;121;61;6;17;12;100;64;62;73;17;9;24
2020-03-09 15:00:00;100;75;4;10;21;88;69;58;86;20;1;3
2020-03-09 15:15:00;128;107;7;14;20;80;67;66;88;18;2;9
2020-03-09 15:30:00;122;86;6;18;29;71;55;65;77;22;10;39
2020-03-09 15:45:00;132;91;11;25;39;94;65;62;104;19;9;11
2020-03-09 16:00:00;152;114;13;14;18;105;65;59;121;22;4;6
2020-03-09 16:15:00;162;100;11;25;39;132;52;69;132;21;7;8
2020-03-09 16:30:00;145;107;8;19;29;141;60;58;115;19;9;15
2020-03-09 16:45:00;138;90;7;33;30;136;77;74;110;19;4;6
2020-03-09 17:00:00;152;91;8;24;29;119;73;61;129;21;6;16
2020-03-09 17:15:00;131;91;9;25;35;128;60;63;127;27;4;10
2020-03-09 17:30:00;126;97;7;18;27;129;61;66;113;30;4;13
2020-03-09 17:45:00;110;60;6;16;22;96;86;59;100;18;3;41
2020-03-09 18:00:00;111;66;5;12;18;87;74;59;103;21;15;0
2020-03-09 18:15:00;89;59;5;10;25;83;74;68;87;15;33;29
2020-03-09 18:30:00;81;57;5;14;26;71;62;63;80;19;6;35
2020-03-09 18:45:00;72;35;5;14;17;65;65;62;69;18;8;3
2020-03-09 19:00:00;59;33;4;7;17;60;48;46;69;15;5;7
2020-03-09 19:15:00;66;29;11;10;22;49;46;39;60;12;11;4
2020-03-09 19:30:00;60;29;4;7;9;48;53;33;54;10;13;29
2020-03-09 19:45:00;43;23;0;6;26;47;53;37;51;20;4;2
2020-03-09 20:00:00;42;49;5;8;15;40;43;43;50;16;10;1
2020-03-09 20:15:00;51;29;5;8;11;33;62;55;37;23;4;14
2020-03-09 20:30:00;28;13;1;3;4;21;27;18;39;9;0;0
2020-03-09 20:45:00;37;19;2;8;12;41;29;15;31;13;0;0
2020-03-09 21:00:00;32;20;3;2;10;29;26;18;30;18;2;0
2020-03-09 21:15:00;40;16;4;4;10;29;30;17;50;11;0;0
2020-03-09 21:30:00;32;21;0;2;2;20;32;18;44;12;0;0
2020-03-09 21:45:00;27;19;5;7;12;24;25;17;31;11;0;0
2020-03-09 22:00:00;25;13;3;4;9;31;28;25;21;15;0;0
2020-03-09 22:15:00;48;28;5;5;11;37;29;28;18;14;0;0
2020-03-09 22:30:00;18;13;1;5;7;15;21;16;22;8;0;0
2020-03-09 22:45:00;19;10;2;0;3;17;13;9;10;4;0;0
2020-03-09 23:00:00;11;8;0;2;6;11;13;8;5;6;0;0
2020-03-09 23:15:00;10;8;1;1;3;20;15;9;9;9;0;0
2020-03-09 23:30:00;5;4;1;2;1;16;7;5;4;2;0;0
2020-03-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
