DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-03-05 00:00:00;2;0;0;2;0;0;0;0;0;0;0;0
2020-03-05 00:15:00;5;0;3;2;0;0;0;0;0;0;0;0
2020-03-05 00:30:00;5;0;8;2;0;0;0;0;0;0;0;0
2020-03-05 00:45:00;4;0;3;1;0;0;0;0;0;0;0;0
2020-03-05 01:00:00;5;0;2;2;0;0;0;0;0;0;0;0
2020-03-05 01:15:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-03-05 01:30:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-03-05 01:45:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-03-05 02:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-03-05 02:15:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-03-05 02:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-03-05 02:45:00;4;0;1;0;0;0;0;0;0;0;0;0
2020-03-05 03:00:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-03-05 03:15:00;2;0;0;1;0;0;0;0;0;0;0;0
2020-03-05 03:30:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-03-05 03:45:00;3;0;2;2;0;0;0;0;0;0;0;0
2020-03-05 04:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-03-05 04:15:00;4;0;8;5;0;0;0;0;0;0;0;0
2020-03-05 04:30:00;7;0;5;4;0;0;0;0;0;0;0;0
2020-03-05 04:45:00;10;0;14;8;0;0;0;0;0;0;0;0
2020-03-05 05:00:00;20;0;30;4;0;0;0;0;0;0;0;0
2020-03-05 05:15:00;17;0;42;5;0;0;0;0;0;0;0;0
2020-03-05 05:30:00;40;0;54;14;0;0;0;0;0;0;0;0
2020-03-05 05:45:00;54;0;52;8;0;3;0;0;0;0;0;0
2020-03-05 06:00:00;58;0;44;11;0;0;2;0;0;0;0;0
2020-03-05 06:15:00;30;0;28;5;0;0;0;0;0;0;0;0
2020-03-05 06:30:00;58;0;97;10;0;0;1;4;0;0;0;0
2020-03-05 06:45:00;78;0;106;20;0;0;0;1;0;0;0;0
2020-03-05 07:00:00;50;0;135;23;1;0;1;3;0;0;0;0
2020-03-05 07:15:00;73;0;160;22;3;0;6;0;0;0;0;0
2020-03-05 07:30:00;76;0;188;34;6;0;14;0;0;0;0;0
2020-03-05 07:45:00;99;0;166;38;5;0;10;4;0;0;0;0
2020-03-05 08:00:00;68;0;127;25;3;0;3;1;1;0;0;0
2020-03-05 08:15:00;58;0;104;18;0;0;2;0;0;0;0;0
2020-03-05 08:30:00;69;0;97;25;1;0;2;0;0;0;0;0
2020-03-05 08:45:00;57;0;83;17;0;0;2;0;0;0;0;0
2020-03-05 09:00:00;50;0;72;26;1;0;7;0;0;0;0;0
2020-03-05 09:15:00;63;0;67;21;0;1;10;0;0;0;0;0
2020-03-05 09:30:00;62;0;78;18;0;5;0;0;0;0;0;0
2020-03-05 09:45:00;60;0;72;20;0;0;1;0;0;0;0;0
2020-03-05 10:00:00;49;0;71;20;1;0;5;0;0;0;0;0
2020-03-05 10:15:00;69;0;79;26;0;5;1;0;0;0;0;0
2020-03-05 10:30:00;52;0;79;20;1;0;2;0;0;0;0;0
2020-03-05 10:45:00;64;0;60;32;0;0;2;0;0;0;0;0
2020-03-05 11:00:00;66;0;58;17;2;0;5;0;0;0;0;0
2020-03-05 11:15:00;63;0;70;15;0;0;1;0;0;0;0;0
