DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-03-31 00:00:00;1;3;0;3;1;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
2020-03-31 00:15:00;1;3;1;0;1;2;1;0;2;2;1;0;2;1;0;0;0;0;0;0;0
2020-03-31 00:30:00;4;4;2;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0
2020-03-31 00:45:00;2;3;0;2;0;2;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0
2020-03-31 01:00:00;2;3;1;2;1;0;1;0;2;0;0;1;3;0;0;0;0;0;0;0;0
2020-03-31 01:15:00;2;3;1;1;1;1;1;0;4;5;0;0;0;0;0;0;0;0;0;0;0
2020-03-31 01:30:00;3;2;0;0;0;2;0;0;1;1;0;0;1;3;0;0;0;0;0;0;0
2020-03-31 01:45:00;0;3;2;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0
2020-03-31 02:00:00;0;0;0;0;0;0;0;1;2;2;2;0;2;1;0;0;0;0;0;0;0
2020-03-31 02:15:00;0;4;2;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0
2020-03-31 02:30:00;1;4;1;0;0;0;0;0;1;0;3;0;1;1;1;0;0;0;0;0;0
2020-03-31 02:45:00;2;1;0;0;0;0;0;0;2;1;1;0;0;3;0;0;0;0;0;0;0
2020-03-31 03:00:00;3;4;1;0;0;1;0;0;2;3;0;0;0;1;1;0;0;0;0;0;0
2020-03-31 03:15:00;0;2;0;0;0;1;1;0;1;0;0;0;4;2;0;0;0;0;0;0;0
2020-03-31 03:30:00;4;5;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-31 03:45:00;2;2;1;1;1;1;0;0;0;1;1;0;1;5;0;0;0;0;0;0;0
2020-03-31 04:00:00;1;4;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
2020-03-31 04:15:00;3;1;0;0;0;2;0;0;0;1;1;0;6;3;1;0;0;0;0;0;0
2020-03-31 04:30:00;2;4;2;1;2;2;1;1;11;3;0;1;5;5;0;0;0;0;0;0;0
2020-03-31 04:45:00;3;6;1;0;0;1;1;0;2;6;0;1;1;4;3;0;0;0;0;0;0
2020-03-31 05:00:00;2;8;2;3;4;8;1;1;10;6;2;3;6;5;2;0;2;0;0;0;0
2020-03-31 05:15:00;7;9;3;4;1;6;2;1;15;11;3;1;9;4;5;0;0;0;0;0;0
2020-03-31 05:30:00;27;20;8;3;7;18;0;1;17;17;6;4;9;10;5;0;0;0;0;0;0
2020-03-31 05:45:00;42;29;14;5;5;30;4;0;18;24;4;2;12;5;5;0;0;0;0;0;0
2020-03-31 06:00:00;20;26;13;9;7;20;4;3;10;29;10;3;14;12;11;0;0;0;0;0;0
2020-03-31 06:15:00;24;39;11;6;8;11;4;0;34;32;11;3;9;13;13;0;0;0;0;0;0
2020-03-31 06:30:00;43;39;16;3;11;29;1;2;27;40;7;2;12;15;9;0;0;0;1;0;0
2020-03-31 06:45:00;52;32;16;2;10;33;9;0;27;32;10;10;26;12;15;0;0;0;0;0;0
2020-03-31 07:00:00;48;35;21;7;17;25;4;1;30;36;11;5;26;24;15;0;0;0;0;0;0
2020-03-31 07:15:00;53;49;26;7;17;40;6;1;25;29;8;6;28;17;14;0;0;0;0;0;0
2020-03-31 07:30:00;41;44;24;11;17;32;9;1;31;34;17;11;35;20;24;0;0;0;0;0;0
2020-03-31 07:45:00;53;50;37;15;14;32;8;2;39;39;17;11;32;16;10;0;0;0;0;0;0
2020-03-31 08:00:00;23;28;17;6;20;29;6;3;32;23;17;13;25;13;14;0;0;0;0;0;0
2020-03-31 08:15:00;28;41;18;7;16;26;2;2;25;27;21;3;38;14;10;0;0;0;0;0;0
2020-03-31 08:30:00;26;37;22;6;18;20;4;5;19;18;8;6;26;18;14;0;0;0;0;0;0
2020-03-31 08:45:00;21;37;16;14;14;19;7;1;28;24;6;10;27;16;16;0;0;0;0;0;0
2020-03-31 09:00:00;27;29;15;8;15;24;5;1;20;19;7;10;22;15;11;0;0;0;0;0;0
2020-03-31 09:15:00;28;30;21;9;18;15;6;1;25;16;9;11;18;13;12;1;0;0;0;0;0
2020-03-31 09:30:00;24;28;13;9;24;20;3;0;33;27;18;7;33;11;16;0;0;0;0;0;0
2020-03-31 09:45:00;19;36;26;9;20;26;5;1;32;22;15;4;49;15;14;0;0;0;0;0;0
2020-03-31 10:00:00;26;36;21;19;28;16;5;5;23;19;9;13;28;19;8;0;0;0;0;0;0
2020-03-31 10:15:00;16;38;19;16;24;20;3;3;31;25;16;11;36;12;11;0;0;0;0;0;0
2020-03-31 10:30:00;25;52;23;17;30;24;2;5;20;29;15;18;48;16;12;0;0;0;0;0;0
2020-03-31 10:45:00;24;38;24;18;22;23;8;4;39;33;19;14;34;16;13;0;0;1;0;0;0
2020-03-31 11:00:00;22;42;33;11;39;36;7;4;35;32;23;15;28;25;14;0;0;0;0;0;0
2020-03-31 11:15:00;23;41;22;13;32;34;12;5;33;23;16;15;32;37;15;0;0;0;0;0;0
2020-03-31 11:30:00;29;46;23;14;36;33;6;12;25;26;16;22;33;20;15;0;0;0;0;0;0
2020-03-31 11:45:00;23;38;19;14;23;31;5;4;29;25;23;13;34;18;13;0;0;0;0;0;0
2020-03-31 12:00:00;15;35;28;15;29;39;4;7;34;38;13;20;44;26;23;0;0;0;0;0;0
2020-03-31 12:15:00;21;34;21;26;35;27;12;3;36;44;7;15;58;16;13;2;0;0;0;0;0
2020-03-31 12:30:00;27;40;23;14;31;32;8;0;33;34;14;18;36;31;19;0;0;0;0;0;0
2020-03-31 12:45:00;14;37;24;16;41;24;5;2;29;28;13;11;47;18;18;0;0;0;0;0;0
2020-03-31 13:00:00;14;41;37;16;43;22;7;2;29;32;14;11;42;22;19;0;0;0;0;0;0
2020-03-31 13:15:00;9;34;23;29;31;24;8;6;26;31;17;17;45;21;20;0;0;0;0;0;0
2020-03-31 13:30:00;28;61;32;10;37;23;24;5;41;39;14;16;30;20;17;0;4;1;0;1;0
2020-03-31 13:45:00;31;46;26;12;23;18;7;4;20;30;17;14;24;19;12;0;0;0;0;0;0
2020-03-31 14:00:00;22;43;24;14;29;32;11;2;31;36;17;10;46;15;23;0;0;0;0;1;0
2020-03-31 14:15:00;28;49;32;17;27;20;6;4;40;27;15;14;35;21;10;0;0;0;0;0;0
2020-03-31 14:30:00;26;49;26;16;36;24;12;2;40;43;12;15;48;27;32;2;0;0;0;0;0
2020-03-31 14:45:00;28;48;19;21;31;30;12;7;33;40;15;16;44;19;20;0;0;0;0;0;0
2020-03-31 15:00:00;23;40;22;18;32;20;7;4;35;47;14;14;36;27;29;0;0;0;0;0;0
2020-03-31 15:15:00;22;42;26;21;36;29;9;0;23;35;20;10;37;20;20;0;0;0;0;0;0
2020-03-31 15:30:00;27;48;29;16;28;16;5;6;47;41;25;20;39;35;43;0;0;2;0;0;0
2020-03-31 15:45:00;29;47;30;14;28;28;1;3;32;37;11;13;49;27;25;7;0;0;0;0;0
2020-03-31 16:00:00;18;31;26;20;39;24;6;3;45;42;11;16;60;38;33;1;0;0;0;0;0
2020-03-31 16:15:00;26;57;40;22;27;30;13;2;45;32;11;14;50;28;39;0;5;0;0;0;1
2020-03-31 16:30:00;41;46;29;20;32;35;4;8;40;36;8;12;51;36;34;0;0;0;0;0;0
2020-03-31 16:45:00;23;43;29;13;34;31;8;6;36;30;5;12;41;28;23;0;0;0;0;0;0
2020-03-31 17:00:00;28;45;31;16;28;38;8;1;31;40;16;14;63;32;38;0;0;0;0;2;1
2020-03-31 17:15:00;19;41;32;16;31;30;5;2;39;43;16;18;52;20;17;0;0;0;5;0;0
2020-03-31 17:30:00;24;50;28;14;25;37;2;3;34;30;12;14;38;23;16;0;0;0;0;0;0
2020-03-31 17:45:00;15;39;26;19;14;23;7;5;36;26;12;13;45;20;11;0;0;2;0;0;0
