DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-05-14 00:00:00;6;0;0;0;5;0;0;0;0;0;0;0;0
2020-05-14 00:15:00;3;0;0;0;15;0;0;0;0;0;0;0;0
2020-05-14 00:30:00;8;1;0;0;15;0;0;0;0;0;0;0;0
2020-05-14 00:45:00;7;0;0;0;15;0;0;0;0;0;0;0;0
2020-05-14 01:00:00;5;0;0;0;9;0;0;0;0;0;0;0;0
2020-05-14 01:15:00;9;1;0;0;8;0;0;0;0;0;0;0;0
2020-05-14 01:30:00;5;0;0;0;6;0;0;0;0;0;0;0;0
2020-05-14 01:45:00;14;0;0;0;4;0;0;0;0;0;0;0;0
2020-05-14 02:00:00;7;0;0;0;8;0;0;0;0;0;0;0;0
2020-05-14 02:15:00;9;0;0;0;7;0;0;0;0;0;0;0;0
2020-05-14 02:30:00;7;1;1;1;9;0;0;0;0;0;0;0;0
2020-05-14 02:45:00;3;0;1;0;9;0;0;0;0;0;0;0;0
2020-05-14 03:00:00;7;1;0;0;7;1;0;0;0;0;0;0;0
2020-05-14 03:15:00;4;0;0;1;8;0;0;0;0;0;0;0;0
2020-05-14 03:30:00;5;0;0;0;9;0;0;0;0;0;0;0;0
2020-05-14 03:45:00;5;0;0;0;5;0;0;0;0;0;0;0;0
2020-05-14 04:00:00;8;0;0;0;7;0;0;0;0;0;0;0;0
2020-05-14 04:15:00;8;0;0;1;4;0;0;0;0;0;0;0;0
2020-05-14 04:30:00;8;0;0;0;5;0;0;0;0;0;0;0;0
2020-05-14 04:45:00;16;0;0;0;17;0;0;0;0;0;0;0;0
2020-05-14 05:00:00;16;1;0;2;19;0;0;0;0;0;0;0;0
2020-05-14 05:15:00;37;0;0;3;28;0;0;0;0;0;0;0;0
2020-05-14 05:30:00;73;0;0;3;38;1;0;0;0;0;0;0;0
2020-05-14 05:45:00;59;1;2;3;54;0;0;0;0;0;0;0;0
