DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-10-27 00:00:00;4;2;1;1;0;3;7;3;0;0;0
2020-10-27 00:15:00;8;4;4;1;0;5;5;5;0;1;0
2020-10-27 00:30:00;11;9;1;0;0;0;10;2;0;2;0
2020-10-27 00:45:00;0;8;3;0;0;5;9;3;0;0;0
2020-10-27 01:00:00;3;2;1;0;0;0;7;2;0;2;0
2020-10-27 01:15:00;1;2;0;1;0;1;12;3;0;0;0
2020-10-27 01:30:00;3;3;0;0;0;4;6;0;0;1;0
2020-10-27 01:45:00;5;3;0;0;0;1;7;0;0;2;0
2020-10-27 02:00:00;7;5;0;0;0;2;4;3;0;1;0
2020-10-27 02:15:00;9;2;0;1;0;1;5;2;0;0;0
2020-10-27 02:30:00;4;5;4;1;0;4;5;1;0;0;0
2020-10-27 02:45:00;4;1;0;1;1;3;5;2;0;0;0
2020-10-27 03:00:00;4;1;0;0;0;0;9;0;0;0;0
2020-10-27 03:15:00;13;6;2;1;0;2;8;0;0;0;0
2020-10-27 03:30:00;3;3;0;1;0;2;15;1;0;0;0
2020-10-27 03:45:00;5;2;0;1;0;2;7;1;0;0;0
2020-10-27 04:00:00;1;6;1;0;0;0;8;2;0;0;0
2020-10-27 04:15:00;2;9;1;2;0;5;21;1;0;0;0
2020-10-27 04:30:00;13;13;3;0;0;1;24;7;0;2;0
2020-10-27 04:45:00;18;11;7;2;0;2;35;12;0;3;0
2020-10-27 05:00:00;25;16;9;1;0;2;74;58;0;5;0
2020-10-27 05:15:00;31;20;14;7;0;12;115;103;4;1;1
2020-10-27 05:30:00;54;31;19;8;0;13;102;95;1;4;0
2020-10-27 05:45:00;97;41;42;20;4;29;90;99;0;6;0
2020-10-27 06:00:00;140;40;54;14;4;20;99;105;1;4;0
2020-10-27 06:15:00;138;55;58;30;8;45;98;126;1;14;3
2020-10-27 06:30:00;73;51;50;28;15;48;129;154;0;8;0
2020-10-27 06:45:00;81;51;56;43;18;61;114;106;1;7;3
2020-10-27 07:00:00;65;49;47;53;21;77;89;109;2;9;1
2020-10-27 07:15:00;41;26;21;38;29;57;74;77;3;11;3
