DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-03-20 00:00:00;7;2;7;6;0;0;0;0;0;0;0;0
2020-03-20 00:15:00;8;5;7;5;0;0;0;0;0;0;0;0
2020-03-20 00:30:00;9;5;2;0;0;0;0;0;0;0;0;0
2020-03-20 00:45:00;3;0;6;7;0;0;0;0;0;0;0;0
2020-03-20 01:00:00;6;3;6;3;0;0;0;0;0;0;0;0
2020-03-20 01:15:00;10;1;6;3;0;0;0;0;0;0;0;0
2020-03-20 01:30:00;7;3;3;1;0;0;0;0;0;0;0;0
2020-03-20 01:45:00;4;0;5;2;0;0;0;0;0;0;0;0
2020-03-20 02:00:00;5;2;4;1;0;0;0;0;0;0;0;0
2020-03-20 02:15:00;7;5;3;2;0;0;0;0;0;0;0;0
2020-03-20 02:30:00;6;1;3;2;0;0;0;0;0;0;0;0
2020-03-20 02:45:00;2;1;7;1;0;0;0;0;0;0;0;0
2020-03-20 03:00:00;8;1;6;0;0;0;0;0;0;0;0;0
2020-03-20 03:15:00;3;2;1;2;0;0;0;0;0;0;0;0
2020-03-20 03:30:00;6;3;0;1;0;0;0;0;0;0;0;0
2020-03-20 03:45:00;5;2;3;3;0;0;0;0;0;0;0;0
2020-03-20 04:00:00;5;2;5;4;0;0;0;0;0;0;0;0
2020-03-20 04:15:00;2;3;10;6;0;0;0;0;0;0;0;0
2020-03-20 04:30:00;10;3;5;4;0;0;0;0;0;0;0;0
2020-03-20 04:45:00;16;2;11;13;0;0;0;0;0;0;0;0
2020-03-20 05:00:00;20;8;20;12;0;0;0;0;0;0;0;0
2020-03-20 05:15:00;24;13;23;29;0;0;0;0;0;0;0;0
2020-03-20 05:30:00;60;20;23;35;0;0;0;0;0;0;0;0
2020-03-20 05:45:00;75;32;34;42;0;0;0;0;0;0;0;0
2020-03-20 06:00:00;53;22;39;45;0;0;0;0;0;0;0;0
2020-03-20 06:15:00;69;44;54;69;2;4;0;0;0;0;0;0
2020-03-20 06:30:00;77;30;33;50;0;0;0;0;0;0;0;0
2020-03-20 06:45:00;79;40;47;70;0;10;0;0;2;1;0;0
2020-03-20 07:00:00;106;55;57;60;4;0;0;0;0;2;0;0
2020-03-20 07:15:00;81;33;63;60;2;0;0;0;0;0;0;0
2020-03-20 07:30:00;107;51;46;54;0;0;0;0;0;0;0;0
2020-03-20 07:45:00;101;67;67;59;0;0;0;0;1;0;0;0
2020-03-20 08:00:00;65;35;53;51;8;0;2;0;0;2;0;5
2020-03-20 08:15:00;85;30;51;62;1;0;0;0;0;0;0;0
2020-03-20 08:30:00;64;37;51;54;0;3;0;0;3;0;0;0
2020-03-20 08:45:00;91;40;45;41;1;0;0;0;0;0;0;0
2020-03-20 09:00:00;68;57;49;48;21;1;0;0;1;4;0;0
2020-03-20 09:15:00;94;54;42;48;1;3;0;0;0;4;0;0
2020-03-20 09:30:00;73;63;59;72;0;10;0;3;8;8;2;0
2020-03-20 09:45:00;88;56;60;57;4;0;0;0;3;1;0;0
2020-03-20 10:00:00;92;52;59;50;8;0;0;0;3;0;0;0
2020-03-20 10:15:00;79;41;66;68;7;1;1;0;2;14;0;2
2020-03-20 10:30:00;95;45;64;77;4;12;3;0;17;8;0;4
2020-03-20 10:45:00;82;62;70;82;27;3;1;0;3;5;0;0
2020-03-20 11:00:00;83;41;57;74;15;2;0;3;6;8;3;3
2020-03-20 11:15:00;83;54;75;83;1;3;0;0;13;3;0;0
2020-03-20 11:30:00;80;56;68;77;14;3;0;0;3;19;0;0
2020-03-20 11:45:00;98;43;78;87;7;4;0;2;0;7;0;0
2020-03-20 12:00:00;92;66;80;96;14;1;0;0;1;16;0;0
2020-03-20 12:15:00;84;51;64;83;5;3;0;3;1;8;3;0
2020-03-20 12:30:00;97;58;80;88;3;0;0;0;3;4;0;0
2020-03-20 12:45:00;96;60;80;76;2;2;1;0;0;3;0;0
2020-03-20 13:00:00;98;58;72;83;5;7;4;2;4;3;0;0
2020-03-20 13:15:00;114;82;86;102;2;4;0;0;18;8;0;0
2020-03-20 13:30:00;110;67;71;96;1;3;0;0;5;1;0;0
2020-03-20 13:45:00;127;82;87;85;6;5;0;2;0;8;0;0
2020-03-20 14:00:00;101;73;69;105;25;10;1;0;19;10;0;0
2020-03-20 14:15:00;98;74;95;120;16;26;0;5;14;10;1;0
2020-03-20 14:30:00;101;82;96;100;4;5;0;0;9;6;0;0
2020-03-20 14:45:00;92;56;81;88;6;2;0;0;11;27;0;6
2020-03-20 15:00:00;121;92;76;107;13;2;0;0;0;18;0;0
2020-03-20 15:15:00;98;86;94;108;1;12;0;0;15;5;0;0
2020-03-20 15:30:00;97;73;89;100;2;0;0;13;25;10;5;0
2020-03-20 15:45:00;83;69;80;101;12;1;6;5;10;22;0;16
2020-03-20 16:00:00;103;66;76;96;1;9;0;2;8;0;2;0
2020-03-20 16:15:00;112;60;76;81;5;9;0;2;6;10;0;0
2020-03-20 16:30:00;90;69;72;78;10;18;0;0;21;4;0;0
2020-03-20 16:45:00;80;71;85;83;3;4;0;0;23;28;0;3
2020-03-20 17:00:00;94;76;90;107;1;0;0;0;4;9;0;0
2020-03-20 17:15:00;74;66;68;93;11;5;3;0;1;14;0;0
2020-03-20 17:30:00;101;59;78;83;12;0;0;0;3;13;0;0
2020-03-20 17:45:00;81;71;60;107;6;15;0;0;4;2;0;0
2020-03-20 18:00:00;90;57;76;88;25;3;3;0;4;36;0;6
2020-03-20 18:15:00;75;55;65;84;6;5;0;0;9;6;2;1
2020-03-20 18:30:00;72;60;73;72;2;0;0;0;3;8;0;0
2020-03-20 18:45:00;67;54;61;50;3;1;0;0;2;1;0;0
2020-03-20 19:00:00;67;51;58;54;33;0;0;0;1;1;0;0
2020-03-20 19:15:00;59;32;62;59;1;7;0;0;0;0;0;0
2020-03-20 19:30:00;56;37;56;49;0;3;0;0;2;2;0;0
2020-03-20 19:45:00;49;38;47;43;0;0;0;0;0;72;0;0
2020-03-20 20:00:00;36;30;37;35;6;0;0;0;0;5;0;0
2020-03-20 20:15:00;39;25;36;43;0;8;0;0;5;0;0;0
2020-03-20 20:30:00;42;30;38;27;0;0;0;0;0;0;0;0
2020-03-20 20:45:00;44;20;29;34;0;0;0;0;0;0;0;0
2020-03-20 21:00:00;33;20;42;36;0;0;0;0;0;0;0;0
2020-03-20 21:15:00;26;18;35;27;0;0;0;0;0;0;0;0
2020-03-20 21:30:00;30;16;32;28;0;0;0;0;0;0;0;0
2020-03-20 21:45:00;32;16;27;26;0;0;0;0;0;0;0;0
2020-03-20 22:00:00;35;18;28;23;0;0;0;0;0;0;0;0
2020-03-20 22:15:00;26;12;25;24;6;0;0;0;0;0;0;0
2020-03-20 22:30:00;22;9;17;15;0;0;0;0;0;0;0;0
2020-03-20 22:45:00;22;13;23;17;0;0;0;0;0;0;0;0
2020-03-20 23:00:00;22;9;17;18;0;0;0;0;0;0;0;0
2020-03-20 23:15:00;11;8;14;10;0;0;0;0;0;0;0;0
2020-03-20 23:30:00;16;5;8;6;0;0;0;0;0;0;0;0
2020-03-20 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
