DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-09-13 00:00:00;1;17;2;17;8;0;0;0;0;0;0;0;0
2020-09-13 00:15:00;0;14;12;30;11;2;1;1;0;0;0;0;0
2020-09-13 00:30:00;0;30;8;18;10;0;0;1;0;0;0;0;0
2020-09-13 00:45:00;0;21;7;20;10;0;1;1;0;0;0;0;0
2020-09-13 01:00:00;1;24;9;16;12;0;0;0;0;0;0;0;0
2020-09-13 01:15:00;1;21;3;18;6;0;2;2;0;0;0;0;0
2020-09-13 01:30:00;0;8;8;13;10;1;0;0;0;0;0;0;0
2020-09-13 01:45:00;0;17;2;11;7;0;0;0;0;0;0;0;0
2020-09-13 02:00:00;0;10;4;9;9;1;0;0;0;0;0;0;0
2020-09-13 02:15:00;0;20;10;12;11;0;0;0;0;0;0;0;0
2020-09-13 02:30:00;0;9;3;13;5;1;0;0;0;0;0;0;0
2020-09-13 02:45:00;1;15;3;8;7;0;1;1;0;0;0;0;0
2020-09-13 03:00:00;0;11;5;7;6;1;0;0;0;0;0;0;0
2020-09-13 03:15:00;0;10;4;5;1;0;0;1;0;0;0;0;0
2020-09-13 03:30:00;1;10;3;7;0;0;0;1;0;0;0;0;0
2020-09-13 03:45:00;0;5;3;3;4;0;0;0;0;0;0;0;0
2020-09-13 04:00:00;0;11;1;5;6;0;0;0;0;0;0;0;0
2020-09-13 04:15:00;0;9;1;1;3;0;0;0;0;0;0;0;0
2020-09-13 04:30:00;1;10;2;6;4;1;1;2;0;0;0;0;0
2020-09-13 04:45:00;0;6;3;7;2;1;0;0;0;0;0;0;0
2020-09-13 05:00:00;0;10;3;10;11;0;1;1;0;0;0;0;0
2020-09-13 05:15:00;0;12;4;12;6;0;0;0;0;0;0;0;0
2020-09-13 05:30:00;0;9;7;8;7;1;1;0;0;0;0;0;0
2020-09-13 05:45:00;0;15;2;6;4;0;0;0;0;0;0;0;0
2020-09-13 06:00:00;0;6;7;8;4;0;0;0;0;0;0;0;0
2020-09-13 06:15:00;0;22;6;11;3;0;0;0;0;0;0;0;0
2020-09-13 06:30:00;0;16;9;5;1;0;0;0;0;0;0;0;0
2020-09-13 06:45:00;0;17;5;8;3;0;0;0;0;0;0;0;0
2020-09-13 07:00:00;0;30;7;9;2;0;0;0;0;0;0;0;0
2020-09-13 07:15:00;0;15;7;13;4;0;0;0;0;0;0;0;0
2020-09-13 07:30:00;0;16;11;13;4;0;0;0;0;0;0;0;0
2020-09-13 07:45:00;1;19;13;10;1;0;1;2;0;0;0;0;0
2020-09-13 08:00:00;1;24;13;14;3;1;1;1;0;0;0;0;0
2020-09-13 08:15:00;0;27;18;14;6;0;1;1;0;0;0;0;0
2020-09-13 08:30:00;1;25;15;28;9;0;1;1;0;0;0;0;0
2020-09-13 08:45:00;0;31;16;23;18;0;0;2;0;0;0;0;0
2020-09-13 09:00:00;0;35;27;26;5;0;0;0;0;0;0;0;0
2020-09-13 09:15:00;3;47;28;19;15;0;1;3;0;0;0;0;0
2020-09-13 09:30:00;1;45;28;42;17;0;1;3;0;0;0;0;0
2020-09-13 09:45:00;1;57;26;40;27;2;0;3;0;0;0;0;0
2020-09-13 10:00:00;3;52;42;44;27;0;2;2;0;0;0;0;0
2020-09-13 10:15:00;1;54;28;32;19;2;2;1;0;0;0;0;0
2020-09-13 10:30:00;0;70;43;40;20;0;1;2;1;0;0;0;0
2020-09-13 10:45:00;0;60;40;40;27;0;0;0;0;0;0;0;0
2020-09-13 11:00:00;1;63;51;54;24;0;0;1;0;0;0;0;0
2020-09-13 11:15:00;0;62;56;56;22;0;0;2;0;0;0;0;0
2020-09-13 11:30:00;1;75;50;45;25;1;0;0;0;0;0;0;0
2020-09-13 11:45:00;2;71;41;56;24;2;4;4;0;0;0;0;0
2020-09-13 12:00:00;4;70;48;52;24;0;2;2;0;0;0;0;0
2020-09-13 12:15:00;1;58;40;51;27;0;4;4;0;0;0;0;0
2020-09-13 12:30:00;1;48;46;38;24;3;0;2;0;0;0;0;0
2020-09-13 12:45:00;2;57;53;53;44;1;1;3;10;0;0;0;0
2020-09-13 13:00:00;1;51;34;60;35;2;0;3;0;0;0;0;0
2020-09-13 13:15:00;4;64;42;54;39;1;1;1;0;0;0;0;0
2020-09-13 13:30:00;0;71;49;62;38;0;1;3;0;0;0;0;0
2020-09-13 13:45:00;1;61;35;57;28;1;0;0;0;0;0;0;0
2020-09-13 14:00:00;0;62;43;55;36;1;1;2;0;0;0;0;0
2020-09-13 14:15:00;1;62;38;58;35;2;0;0;0;0;0;0;0
2020-09-13 14:30:00;1;70;42;51;39;1;1;2;0;0;0;0;0
2020-09-13 14:45:00;1;58;40;52;45;1;2;2;0;0;0;0;0
2020-09-13 15:00:00;2;59;48;38;40;2;0;1;0;0;0;0;0
2020-09-13 15:15:00;3;54;51;51;30;2;1;3;0;0;0;0;0
2020-09-13 15:30:00;1;62;28;51;30;2;3;7;2;2;0;0;0
2020-09-13 15:45:00;2;49;47;54;38;1;4;6;3;0;0;0;0
2020-09-13 16:00:00;1;54;55;65;37;0;0;2;0;0;0;0;0
2020-09-13 16:15:00;1;57;32;54;29;4;1;2;0;0;0;0;0
2020-09-13 16:30:00;0;64;26;69;45;1;2;2;0;0;0;0;0
2020-09-13 16:45:00;0;45;44;63;33;0;3;6;0;0;0;0;0
2020-09-13 17:00:00;2;63;36;72;38;0;1;1;0;0;0;0;0
2020-09-13 17:15:00;1;63;39;74;25;0;0;4;0;0;0;0;0
2020-09-13 17:30:00;4;54;44;71;47;0;0;3;0;0;0;0;0
2020-09-13 17:45:00;1;72;49;66;43;2;2;3;1;0;0;0;0
2020-09-13 18:00:00;5;56;37;74;45;0;4;5;3;0;0;0;0
2020-09-13 18:15:00;3;61;26;76;51;5;1;2;0;0;0;0;0
2020-09-13 18:30:00;1;58;31;74;40;0;0;1;0;0;0;0;0
2020-09-13 18:45:00;1;60;35;76;38;3;1;1;0;0;0;0;0
2020-09-13 19:00:00;3;56;43;89;49;1;2;2;0;0;0;2;0
2020-09-13 19:15:00;2;49;35;53;42;2;2;2;0;0;0;0;0
2020-09-13 19:30:00;5;46;36;69;47;1;1;3;0;0;17;0;0
2020-09-13 19:45:00;0;47;23;69;35;0;1;1;0;0;0;0;0
2020-09-13 20:00:00;0;41;29;68;50;5;1;2;0;0;0;0;0
2020-09-13 20:15:00;0;46;31;66;45;1;1;2;1;0;2;0;0
2020-09-13 20:30:00;0;36;32;46;41;2;1;2;0;0;0;0;0
2020-09-13 20:45:00;0;34;22;58;27;1;0;0;0;0;0;0;0
2020-09-13 21:00:00;1;33;28;64;35;2;0;1;0;0;0;0;0
2020-09-13 21:15:00;1;47;19;51;35;1;0;3;0;0;0;0;0
2020-09-13 21:30:00;0;31;16;48;23;0;0;2;0;0;0;0;0
2020-09-13 21:45:00;2;37;14;37;24;1;1;1;0;0;0;0;0
2020-09-13 22:00:00;0;29;22;34;21;1;1;1;0;0;0;0;0
2020-09-13 22:15:00;0;23;16;39;27;1;0;1;0;0;0;0;0
2020-09-13 22:30:00;1;35;16;27;18;0;0;2;0;0;0;0;0
2020-09-13 22:45:00;2;15;10;23;11;0;0;0;0;0;0;0;0
2020-09-13 23:00:00;0;22;6;20;11;1;0;1;0;0;0;0;0
2020-09-13 23:15:00;0;7;6;23;12;1;0;0;0;0;0;0;0
2020-09-13 23:30:00;0;8;5;17;13;0;4;4;0;0;0;0;0
2020-09-13 23:45:00;0;6;6;11;4;0;0;1;0;0;0;0;0
