DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-04-28 00:00:00;3;2;3;4;0;3
2020-04-28 00:15:00;13;3;3;6;1;1
2020-04-28 00:30:00;5;2;3;4;0;0
2020-04-28 00:45:00;12;5;0;3;0;4
2020-04-28 01:00:00;5;0;3;4;0;0
2020-04-28 01:15:00;4;1;6;3;0;1
2020-04-28 01:30:00;6;1;4;1;0;1
2020-04-28 01:45:00;4;2;3;3;0;0
2020-04-28 02:00:00;7;1;1;3;1;1
2020-04-28 02:15:00;2;1;2;6;0;1
2020-04-28 02:30:00;6;1;3;8;1;0
2020-04-28 02:45:00;2;0;1;3;0;1
2020-04-28 03:00:00;4;1;3;4;1;0
2020-04-28 03:15:00;8;0;3;2;0;1
2020-04-28 03:30:00;4;0;4;2;0;0
2020-04-28 03:45:00;4;0;1;1;0;0
2020-04-28 04:00:00;4;1;2;4;0;1
2020-04-28 04:15:00;9;3;3;4;0;3
2020-04-28 04:30:00;17;2;7;9;0;4
2020-04-28 04:45:00;14;7;9;11;1;6
2020-04-28 05:00:00;40;25;4;14;0;4
2020-04-28 05:15:00;51;47;9;19;0;6
2020-04-28 05:30:00;79;63;11;47;6;10
2020-04-28 05:45:00;61;61;16;39;2;11
2020-04-28 06:00:00;67;37;19;27;1;10
2020-04-28 06:15:00;86;71;35;45;3;14
2020-04-28 06:30:00;110;97;37;54;3;15
2020-04-28 06:45:00;101;82;47;66;6;23
2020-04-28 07:00:00;84;80;45;82;12;24
2020-04-28 07:15:00;120;94;47;73;8;25
2020-04-28 07:30:00;124;106;46;89;12;42
2020-04-28 07:45:00;114;104;55;103;9;27
2020-04-28 08:00:00;96;80;55;66;9;19
2020-04-28 08:15:00;102;78;59;66;6;24
2020-04-28 08:30:00;91;76;51;86;11;23
2020-04-28 08:45:00;102;74;68;91;10;29
2020-04-28 09:00:00;90;62;47;88;2;20
2020-04-28 09:15:00;105;66;74;86;7;27
2020-04-28 09:30:00;106;81;72;92;12;26
2020-04-28 09:45:00;105;73;64;104;13;33
2020-04-28 10:00:00;110;68;69;104;14;26
2020-04-28 10:15:00;123;84;64;108;11;40
2020-04-28 10:30:00;131;90;69;118;8;26
2020-04-28 10:45:00;115;79;61;103;11;39
2020-04-28 11:00:00;103;66;63;105;14;31
2020-04-28 11:15:00;114;70;72;102;9;31
2020-04-28 11:30:00;115;87;55;108;10;31
2020-04-28 11:45:00;117;91;73;103;15;36
2020-04-28 12:00:00;115;89;93;108;19;32
2020-04-28 12:15:00;117;92;71;113;13;51
2020-04-28 12:30:00;112;88;68;102;15;52
2020-04-28 12:45:00;112;95;75;134;12;35
2020-04-28 13:00:00;111;78;68;105;5;38
2020-04-28 13:15:00;113;92;82;130;8;40
2020-04-28 13:30:00;132;102;73;114;7;30
2020-04-28 13:45:00;127;108;95;136;9;40
2020-04-28 14:00:00;123;101;78;121;8;34
2020-04-28 14:15:00;116;90;86;148;12;31
2020-04-28 14:30:00;130;97;97;151;13;46
2020-04-28 14:45:00;116;105;98;151;10;38
2020-04-28 15:00:00;113;109;79;137;12;35
2020-04-28 15:15:00;118;93;90;157;16;49
2020-04-28 15:30:00;108;87;105;170;18;46
2020-04-28 15:45:00;134;99;92;150;14;38
2020-04-28 16:00:00;142;112;97;163;14;39
2020-04-28 16:15:00;140;105;109;190;19;46
2020-04-28 16:30:00;133;118;102;172;18;38
2020-04-28 16:45:00;117;96;92;160;14;51
2020-04-28 17:00:00;131;113;88;138;15;41
2020-04-28 17:15:00;126;109;88;146;18;43
2020-04-28 17:30:00;123;94;76;132;16;45
2020-04-28 17:45:00;107;74;80;131;14;40
2020-04-28 18:00:00;89;66;65;92;10;26
2020-04-28 18:15:00;98;67;63;102;11;30
2020-04-28 18:30:00;107;67;66;102;9;36
2020-04-28 18:45:00;113;78;50;84;14;25
2020-04-28 19:00:00;90;70;51;89;13;28
2020-04-28 19:15:00;83;52;42;96;17;36
2020-04-28 19:30:00;70;44;33;81;10;32
2020-04-28 19:45:00;72;42;42;54;4;29
2020-04-28 20:00:00;60;31;32;39;5;14
2020-04-28 20:15:00;51;19;19;43;2;9
2020-04-28 20:30:00;51;23;22;38;5;17
2020-04-28 20:45:00;41;20;21;21;6;6
2020-04-28 21:00:00;42;24;12;37;3;9
2020-04-28 21:15:00;35;12;17;28;0;2
2020-04-28 21:30:00;36;20;17;26;1;7
2020-04-28 21:45:00;37;16;19;17;2;2
2020-04-28 22:00:00;24;13;27;35;3;6
2020-04-28 22:15:00;26;7;13;22;2;1
2020-04-28 22:30:00;23;11;9;24;4;4
2020-04-28 22:45:00;26;6;9;12;2;1
2020-04-28 23:00:00;15;2;7;18;2;5
2020-04-28 23:15:00;14;6;6;10;1;4
2020-04-28 23:30:00;17;4;8;9;0;1
