DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-12-23 00:00:00;1;2;0;11;5;4;13;10;9;0;0
2019-12-23 00:15:00;0;2;0;14;11;1;6;5;9;4;3
2019-12-23 00:30:00;2;1;0;11;8;3;4;5;11;2;3
2019-12-23 00:45:00;1;1;0;6;4;3;5;8;5;1;0
2019-12-23 01:00:00;0;2;0;6;9;6;0;6;5;2;1
2019-12-23 01:15:00;1;2;0;12;13;5;1;4;4;0;0
2019-12-23 01:30:00;0;2;0;4;7;5;1;5;7;4;3
2019-12-23 01:45:00;3;5;0;9;9;9;3;4;2;0;0
2019-12-23 02:00:00;0;0;0;2;2;7;0;0;1;1;0
2019-12-23 02:15:00;1;0;0;3;5;10;2;2;3;0;0
2019-12-23 02:30:00;1;1;0;0;0;11;0;2;2;0;0
2019-12-23 02:45:00;0;1;0;5;4;6;0;4;4;0;0
2019-12-23 03:00:00;0;1;0;1;4;5;0;3;1;0;0
2019-12-23 03:15:00;0;1;0;3;2;10;2;0;2;1;1
2019-12-23 03:30:00;1;1;0;3;2;0;2;1;2;1;1
2019-12-23 03:45:00;0;2;0;5;2;1;0;4;3;1;1
2019-12-23 04:00:00;1;1;0;6;7;3;0;1;0;1;1
2019-12-23 04:15:00;2;3;0;5;4;2;0;7;5;2;1
2019-12-23 04:30:00;0;4;0;6;3;3;2;6;5;1;0
2019-12-23 04:45:00;0;0;0;4;3;2;1;5;4;1;1
2019-12-23 05:00:00;0;0;0;10;10;2;3;6;6;4;3
2019-12-23 05:15:00;0;4;0;12;5;1;1;12;9;1;1
2019-12-23 05:30:00;1;8;1;11;9;8;3;32;24;6;4
2019-12-23 05:45:00;2;6;5;15;16;8;0;37;38;15;9
2019-12-23 06:00:00;5;6;3;17;14;4;6;23;30;4;3
2019-12-23 06:15:00;1;14;4;17;9;2;10;25;37;10;6
2019-12-23 06:30:00;3;13;1;29;12;4;10;40;46;11;8
2019-12-23 06:45:00;4;17;5;20;11;2;8;48;52;15;9
2019-12-23 07:00:00;2;12;8;34;21;5;8;43;49;12;6
2019-12-23 07:15:00;7;18;5;41;15;4;23;35;44;12;10
2019-12-23 07:30:00;2;14;4;41;33;7;20;45;54;7;7
2019-12-23 07:45:00;5;65;3;52;37;9;20;49;58;8;7
2019-12-23 08:00:00;8;16;3;46;29;8;19;39;42;10;8
2019-12-23 08:15:00;9;13;7;63;36;13;20;54;57;8;7
2019-12-23 08:30:00;5;26;4;64;40;11;16;55;41;8;8
2019-12-23 08:45:00;12;23;2;50;56;32;31;62;69;18;18
2019-12-23 09:00:00;10;34;2;71;53;17;37;66;66;11;9
2019-12-23 09:15:00;13;22;2;74;45;17;27;72;73;12;8
2019-12-23 09:30:00;7;31;5;88;56;22;31;72;77;7;6
2019-12-23 09:45:00;7;34;8;87;59;26;33;91;85;13;14
2019-12-23 10:00:00;9;31;2;95;68;55;28;66;72;7;7
2019-12-23 10:15:00;11;27;5;110;66;24;34;85;80;12;13
2019-12-23 10:30:00;18;31;10;113;74;22;41;93;79;4;6
2019-12-23 10:45:00;16;34;3;130;85;35;56;97;96;10;10
2019-12-23 11:00:00;12;37;3;125;89;32;36;89;79;9;8
2019-12-23 11:15:00;15;24;4;120;98;22;38;95;81;18;12
2019-12-23 11:30:00;14;27;7;118;96;20;32;91;102;11;15
2019-12-23 11:45:00;18;31;4;118;80;30;47;92;87;12;9
2019-12-23 12:00:00;19;39;3;139;101;73;38;94;77;8;6
2019-12-23 12:15:00;18;42;3;115;87;52;44;82;82;12;12
2019-12-23 12:30:00;23;36;2;114;80;38;47;82;75;15;8
2019-12-23 12:45:00;12;42;2;104;71;33;49;82;86;10;5
2019-12-23 13:00:00;17;36;5;118;82;23;40;95;79;8;9
2019-12-23 13:15:00;8;25;2;107;78;36;45;70;63;9;6
2019-12-23 13:30:00;17;38;5;96;72;18;49;89;76;10;8
2019-12-23 13:45:00;10;22;4;116;69;55;40;78;71;15;12
2019-12-23 14:00:00;13;41;6;111;83;52;39;85;72;9;9
2019-12-23 14:15:00;7;19;1;122;92;32;38;71;69;9;5
2019-12-23 14:30:00;20;24;7;122;89;48;43;68;76;13;10
2019-12-23 14:45:00;7;34;4;134;93;27;39;82;91;17;16
2019-12-23 15:00:00;14;33;9;118;95;13;42;76;81;7;6
2019-12-23 15:15:00;13;19;2;115;84;11;42;86;83;19;16
2019-12-23 15:30:00;18;33;4;109;81;28;49;87;95;7;8
2019-12-23 15:45:00;15;26;4;124;110;35;37;67;85;11;9
2019-12-23 16:00:00;49;38;4;129;98;22;39;64;67;11;9
2019-12-23 16:15:00;12;30;7;125;101;23;35;82;74;13;10
2019-12-23 16:30:00;13;28;3;108;98;23;32;72;69;15;10
2019-12-23 16:45:00;9;30;4;112;93;25;43;78;76;17;21
2019-12-23 17:00:00;16;23;7;93;67;13;43;70;72;18;17
2019-12-23 17:15:00;14;74;4;99;72;14;38;77;69;13;13
2019-12-23 17:30:00;15;25;4;87;58;14;32;73;54;13;15
2019-12-23 17:45:00;12;25;7;116;94;26;38;65;71;10;11
2019-12-23 18:00:00;9;26;3;100;78;19;34;54;57;14;16
2019-12-23 18:15:00;11;31;5;92;62;17;34;48;54;12;14
2019-12-23 18:30:00;10;14;4;83;66;29;33;63;45;3;3
2019-12-23 18:45:00;6;20;2;82;51;34;30;40;60;15;12
2019-12-23 19:00:00;4;12;6;68;57;41;27;49;42;8;8
2019-12-23 19:15:00;8;14;5;67;54;31;19;49;44;5;6
2019-12-23 19:30:00;10;13;0;51;41;11;24;29;28;5;5
2019-12-23 19:45:00;8;18;2;58;29;9;19;41;45;8;4
2019-12-23 20:00:00;22;16;8;66;35;13;26;45;32;5;6
2019-12-23 20:15:00;8;10;5;60;44;17;21;31;27;8;4
2019-12-23 20:30:00;3;9;3;43;52;21;31;23;31;5;4
2019-12-23 20:45:00;7;10;7;37;31;11;13;28;26;6;6
2019-12-23 21:00:00;4;8;3;39;28;8;15;20;32;5;4
2019-12-23 21:15:00;6;7;1;29;25;11;19;24;21;4;4
2019-12-23 21:30:00;3;5;0;23;23;20;15;19;16;1;2
2019-12-23 21:45:00;4;9;5;32;21;22;14;21;23;7;5
2019-12-23 22:00:00;4;3;0;30;25;16;11;19;14;3;3
2019-12-23 22:15:00;2;7;3;22;17;7;8;20;18;4;3
2019-12-23 22:30:00;2;7;0;26;21;15;13;17;14;5;4
2019-12-23 22:45:00;3;4;4;20;20;13;14;15;18;6;4
2019-12-23 23:00:00;2;4;0;31;21;6;17;15;20;6;4
2019-12-23 23:15:00;2;2;0;16;13;9;4;10;13;7;5
2019-12-23 23:30:00;1;3;0;23;22;8;16;14;12;3;2
2019-12-23 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
