DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-06-12 00:00:00;7;8;8;4;7;3;2;6
2020-06-12 00:15:00;12;11;11;2;3;5;11;5
2020-06-12 00:30:00;4;3;2;1;1;3;5;3
2020-06-12 00:45:00;10;14;14;1;2;7;3;6
2020-06-12 01:00:00;3;5;5;0;2;4;15;5
2020-06-12 01:15:00;2;8;8;1;3;5;3;4
2020-06-12 01:30:00;4;4;5;1;4;4;5;4
2020-06-12 01:45:00;3;5;6;0;3;6;6;3
2020-06-12 02:00:00;1;2;2;1;3;3;5;1
2020-06-12 02:15:00;3;4;4;4;3;0;0;0
2020-06-12 02:30:00;1;5;5;1;2;2;1;2
2020-06-12 02:45:00;3;4;4;0;0;0;0;2
2020-06-12 03:00:00;1;1;1;0;0;1;2;1
2020-06-12 03:15:00;5;3;3;2;2;3;3;1
2020-06-12 03:30:00;3;2;2;1;1;0;4;1
2020-06-12 03:45:00;2;3;4;0;3;0;1;0
2020-06-12 04:00:00;3;1;1;1;3;3;0;1
2020-06-12 04:15:00;0;0;0;3;6;4;3;1
2020-06-12 04:30:00;2;4;4;4;6;1;3;1
2020-06-12 04:45:00;1;4;5;1;4;2;9;3
2020-06-12 05:00:00;8;10;9;4;8;4;10;8
2020-06-12 05:15:00;6;8;8;3;6;8;18;10
2020-06-12 05:30:00;8;13;13;3;6;14;13;3
2020-06-12 05:45:00;13;16;17;7;13;11;14;7
2020-06-12 06:00:00;10;10;11;3;7;7;15;12
2020-06-12 06:15:00;14;26;26;8;15;16;21;10
2020-06-12 06:30:00;33;26;25;5;18;17;30;18
2020-06-12 06:45:00;26;22;22;7;11;16;18;14
2020-06-12 07:00:00;29;27;24;11;14;14;43;24
2020-06-12 07:15:00;26;33;31;7;11;11;42;26
2020-06-12 07:30:00;34;30;29;10;20;18;46;23
2020-06-12 07:45:00;33;33;34;13;22;16;37;28
2020-06-12 08:00:00;41;44;43;14;20;21;42;28
2020-06-12 08:15:00;50;41;42;12;22;15;51;31
2020-06-12 08:30:00;40;45;46;11;18;16;56;36
2020-06-12 08:45:00;41;49;49;12;16;17;52;30
2020-06-12 09:15:00;48;48;48;17;22;31;63;33
2020-06-12 09:30:00;50;46;49;21;23;28;67;41
2020-06-12 09:45:00;62;72;69;27;26;37;60;42
2020-06-12 10:00:00;73;69;70;13;15;27;70;47
2020-06-12 10:15:00;74;64;62;24;47;31;81;50
2020-06-12 10:30:00;60;59;62;18;19;27;63;45
2020-06-12 10:45:00;86;75;77;23;32;27;83;56
2020-06-12 11:00:00;65;62;63;15;25;23;69;37
2020-06-12 11:15:00;53;61;58;23;23;22;84;47
2020-06-12 11:30:00;79;70;68;20;34;40;79;42
2020-06-12 11:45:00;62;59;56;16;31;29;70;51
2020-06-12 12:00:00;68;47;46;20;24;27;82;57
2020-06-12 12:15:00;87;75;68;16;48;26;77;42
2020-06-12 12:30:00;92;66;64;20;21;27;99;55
2020-06-12 12:45:00;77;56;55;17;26;22;77;49
2020-06-12 13:00:00;68;64;63;19;26;21;65;36
2020-06-12 13:15:00;77;70;69;17;26;17;71;45
2020-06-12 13:30:00;71;57;61;17;32;23;62;43
2020-06-12 13:45:00;71;72;68;27;39;25;88;63
2020-06-12 14:00:00;66;71;64;20;30;29;77;55
2020-06-12 14:15:00;69;73;73;29;29;27;79;60
2020-06-12 14:30:00;63;61;63;24;32;27;84;50
2020-06-12 14:45:00;78;50;48;24;36;23;77;48
2020-06-12 15:00:00;72;69;65;20;25;27;68;52
2020-06-12 15:15:00;77;64;63;14;25;31;73;46
2020-06-12 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 15:45:00;64;48;45;15;33;26;69;53
2020-06-12 16:00:00;74;60;59;19;27;28;68;34
2020-06-12 16:15:00;58;60;60;8;20;37;80;52
2020-06-12 16:30:00;45;58;58;13;27;29;59;37
2020-06-12 16:45:00;71;64;65;11;25;32;71;47
2020-06-12 17:00:00;69;64;61;13;21;24;82;46
2020-06-12 17:15:00;79;57;56;16;26;33;64;41
2020-06-12 17:30:00;77;65;63;17;28;33;44;32
2020-06-12 17:45:00;70;56;55;23;45;18;67;46
2020-06-12 18:00:00;63;69;65;13;37;27;87;52
2020-06-12 18:15:00;70;57;57;10;25;25;52;26
2020-06-12 18:30:00;74;55;53;9;19;18;54;36
2020-06-12 18:45:00;70;42;43;15;21;20;64;35
2020-06-12 19:00:00;55;53;52;15;17;18;56;29
2020-06-12 19:15:00;55;52;52;15;19;19;52;33
2020-06-12 19:30:00;48;48;45;17;18;33;51;33
2020-06-12 19:45:00;54;46;45;5;16;21;49;31
2020-06-12 20:00:00;54;46;44;12;18;14;56;36
2020-06-12 20:15:00;46;49;47;15;15;20;40;23
2020-06-12 20:30:00;46;51;49;8;14;16;35;28
2020-06-12 20:45:00;50;40;39;9;14;18;39;29
2020-06-12 21:00:00;40;44;45;6;10;25;37;25
2020-06-12 21:15:00;42;35;34;5;11;10;44;26
2020-06-12 21:30:00;39;30;33;7;9;14;30;11
2020-06-12 21:45:00;33;37;37;6;8;15;44;23
2020-06-12 22:00:00;37;36;36;7;12;14;67;50
2020-06-12 22:15:00;28;30;29;6;14;9;57;34
2020-06-12 22:30:00;33;37;35;5;7;13;36;21
2020-06-12 22:45:00;32;28;28;4;10;13;36;21
2020-06-12 23:00:00;19;27;30;2;6;12;22;18
2020-06-12 23:15:00;13;27;27;10;10;9;34;12
2020-06-12 23:30:00;3;13;13;1;5;11;19;11
2020-06-12 23:45:00;19;23;23;4;7;12;27;18
